# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Cons-EGF
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_granger__graph(n_components=15)
# prediction_type; rolling
Cons-EGF;Cons-Final;PIMP;PEXP;Exrateavg;ExrateSGD;Emp.HoursPer;Emp-HoursFt;ExrateMYR;ExrateJPY;Cons-RenDwe;Imports;HStartsTotal;ExrateNZD;Cons-OpeVeh;Emp-HoursPt
12.77697;4.506666313;-50.19334541;-49.90572641;-54.46786474;-49.07031776;3.527630443;3.7515024460000004;-57.08130991;-56.0810178;3.259824627;-1.793193953;2.088518489;-48.33868156;3.606763344;0.84358592
10.32135367;9.297643731;13.32128842;11.90121964;11.58323254;26.40854143;6.089810947999999;5.523923852999999;28.80630188;-2.7067103830000003;3.576839175;9.516280621;1.0327815340000002;-31.65525742;2.5117821940000002;12.837015699999998
4.10962519;5.490534674;-24.2423685;-25.53765868;-30.58416614;-29.89874165;5.771202084;5.23278534;-19.16319755;-60.41539571;3.672689016;-5.366970802;-59.30819233;-19.26290451;4.79122163;12.07842973
-9.51604955;-5.433982251000001;-0.978354029;-0.953644025;-3.038538778;19.3198125;7.171166061;7.1973563920000005;24.70311764;-29.95758125;3.365366308;-2.693839628;-57.46759811;24.55488849;-3.603627977;6.866692119
8.560906677;8.458177366000001;-4.232215341;-6.621401101;-11.49250319;11.08954579;2.345174679;1.796810043;16.97199819;-36.20431554;3.6506941060000004;0.9449089009999999;31.55830611;-25.91233197;10.59338278;8.664815182
3.5362352039999996;2.854938419;-59.00025761;-56.69709165;-65.37703810000001;-67.02580212;0.33485441;0.102563462;-59.07040095;-93.76554559;3.576279151;-24.89290348;14.47703963;-8.177785973999999;5.493182233;2.9793489610000004
21.48432667;-0.738214853;21.32661008;24.22163962;30.00134999;29.01057753;0.7696630879999999;0.290174225;24.15480679;42.60379346;4.159625645;10.33960374;12.14710511;11.69970823;0.47932899700000003;6.1695415570000005
-5.036386147;1.369887888;6.89126338;7.219982996000001;-2.457010158;6.779116062999999;-0.180107794;-0.962957108;2.531950782;-11.18720254;3.792270619;-10.37547657;-5.320413015;-13.52540146;-0.779201565;8.468259127
-13.34558135;2.157544359;15.39237958;12.25449724;11.17934243;16.74826559;6.2949115429999996;6.270166839;16.13057148;0.69054241;3.4751203530000003;19.46481319;19.70296345;-1.145304356;0.898944119;6.564980356
10.34540424;5.946772434;7.4901458210000005;7.9943621060000005;-0.47961631600000004;-5.058415903999999;2.8720418739999998;2.709813581;3.4047832760000003;4.929309572;3.026142342;9.321597117;36.19526803;-17.02622018;2.26832424;4.637722343
0.39260595299999995;4.000278617;-18.40331747;-19.77230099;-26.53591303;-18.82452974;4.818726604;4.893920585;-10.42436111;-48.52692194;3.498506623;19.79892976;44.44414087;-20.78556756;4.557273532;4.001378224
0.914584753;4.044139922;3.8805501280000003;1.8275622759999999;8.624303617999999;8.795632806;5.545089168;5.84410369;23.990422100000004;-0.726506807;3.8995877539999997;8.580850016;4.703090999;-4.71005714;8.155226415;2.276833709
-2.618667291;-0.030750476000000002;31.30298799;29.20645106;34.82546205;34.88085618;-0.141541605;-0.250612946;36.16477969;34.99962622;3.6872014689999997;7.791154354;75.10166417;20.22929596;-8.037544744;1.053612336
-9.033927651;6.237628784;29.84628989;28.50430687;19.96489502;9.651809427;2.9691449889999997;2.575042878;17.10791269;26.72296958;4.076640691000001;27.34495973;-32.66100428;38.29832406;1.9367655769999998;7.257189479
9.559034388999999;5.83933172;9.550460729;7.968770945;11.21972157;11.15705115;9.003839386000001;8.778442967;30.39528139;-3.6309252689999996;3.883247064;43.66793099;-14.23452082;20.43754908;-1.3488759940000001;11.43372925
18.83454396;8.097109374;10.32220264;9.861901201;1.0624175809999998;-12.54401811;6.742670614;5.967745887;-0.768682267;8.782539524;3.789342473;19.97302524;-37.62268499;6.6261063710000005;10.66575289;14.9758467
11.9595902;3.26973897;-22.65298961;-22.11752996;-22.47659672;-31.70822417;0.301365762;0.33916022100000004;-39.81746373;-5.46333036;3.903202298;12.69568361;-55.90363711;-19.96946362;4.097346966;-0.09603473300000001
9.126784412000001;3.637550973;-0.79327656;0.666938928;-1.349073791;0.15126078199999998;4.54101378;3.6696099060000003;-3.940727318;2.623286571;3.8654826;5.562136829;-58.64221748;2.5385816269999997;2.7084318460000003;13.59263917
-4.417296048;2.867659717;9.434737147;10.8894664;10.22846169;5.600674436;2.094733335;2.135282689;13.57254235;17.19677921;3.131780379;-10.05869347;9.691773714;8.975709835;-0.337552763;1.678228395
-0.7209374140000001;3.974845375;-4.983084583;0.136908712;-8.879387894;-25.34899327;-1.783554004;-2.311182386;-10.97984472;6.651222509;3.6533270669999998;2.443878646;52.146241499999995;-11.22570614;4.978040897;3.5959407580000002
4.66303293;2.542577481;5.280406537;7.6824389570000005;7.11920908;0.401686088;2.3555095219999997;2.110640569;4.273510658999999;16.01953089;3.67431711;-26.77852246;-38.71066438;10.11218391;1.664126655;4.825166477
2.724725477;0.372784739;7.788892881000001;7.942132417000001;4.386008813;4.179669294;-1.1135152959999999;-1.146378504;18.81017868;-9.281895835;3.747981962;14.79719398;4.653897774;1.363888299;6.152277282999999;-0.783327067
7.253781701;-2.185534343;-24.42203168;-27.31680567;-27.06782147;-30.09904153;-7.291988619;-8.369165158;-16.05826873;-48.54212117;3.5893803999999996;-20.81119527;3.636260552;-14.40247306;-21.67231673;3.36821639
-6.6638980960000005;1.1304158579999999;2.042067818;3.141440242;8.542893297;9.022568836;-3.659634643;-4.432481657;6.560827014;8.172058515;3.4697824410000004;-2.96364465;3.798115585;8.685281161;9.608876522000001;3.8002564
4.688011469;1.379519138;10.16759393;8.45139186;7.468392341;-2.177872877;-2.71715554;-3.517798735;-0.706310757;4.369833684;3.370389502;1.136511161;47.11136125;2.813349754;3.3566630539999998;4.852175406000001
-8.716481538;5.127280914;6.621046877;5.960885372999999;6.229269362999999;-2.7120080310000003;0.170355089;-0.045564939000000006;9.355162841;2.953428428;3.1179787180000003;10.06070035;46.44667058;16.36066342;2.00055988;2.184867981
2.1377723090000003;0.414780031;-11.00859982;-10.88331047;-15.75893165;-19.11350765;0.6632401689999999;0.135635545;-9.981258762000001;-27.00000018;3.247928828;12.04104296;-7.5816287760000005;7.318710156;7.142065855;5.538962081
9.596715421;3.932789768;-18.05533936;-17.720495800000002;-6.948640284;-13.24798461;-0.440785739;-1.0395902;-30.82677585;-7.853293987000001;3.119887953;-6.743945126;24.31921055;-3.666596857;-0.272349708;5.0143405119999995
6.3101839239999995;3.518764664;1.198946825;1.663274202;-2.813610663;-3.6297497780000003;-1.335215375;-2.234845619;-14.35184035;-1.7040735759999999;2.8091666839999996;15.81714586;38.49941927;3.4954738589999996;4.3354983439999994;6.707871197
