# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HStartsNSW
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_granger__graph(n_components=6)
# prediction_type; rolling
HStartsNSW;Imports;PIMP;PEXP;Exrateavg;Cons-Final;ExrateSGD
53.72460074;7.481446761;18.67494658;17.70949127;19.71073238;3.336815966;17.08427434
11.82793364;19.94478404;-2.0619336109999997;-3.062930915;-10.67348707;3.772937053;-9.909414692999999
37.03711473;5.685452728;-8.883162049;-11.53170587;-6.400136539;5.150887522;-5.690031016
-36.68252386;15.7707353;-0.607464759;-1.516808381;-9.184693579;1.259151845;-7.089976256
-35.56994789;2.8920473510000004;-19.72083574;-21.92075046;-15.96221764;3.200261675;-18.7888374
-1.52413575;-0.327039853;-1.889335231;-1.1050974679999999;-6.153967536000001;4.533574125;-12.28231214
35.41348161;-12.32986972;-20.77154427;-19.01217861;-15.27506206;1.8168388969999998;-22.58213422
16.5964341;-9.573798354;3.6852337339999997;9.11124164;-3.234518972;3.9823652000000003;-4.888869535
35.40512532;-5.567997107;-3.1038288410000003;-2.0252189609999998;1.081081712;2.9287036910000004;3.1888846969999998
7.199371008;0.622507664;-0.67637368;-0.17281861699999998;-5.434866246;1.260611179;-9.49608134
-6.513904628;5.5593984370000005;1.945702359;4.306167183;8.392862946000001;2.870532357;16.42340518
2.442871661;18.54177734;12.06667421;15.18774044;11.09714499;4.857811753;5.285954818
-0.582809205;13.21273884;14.60442398;12.96250209;11.30454164;6.665551306;17.66805512
-11.89275759;5.824293212000001;-12.58578631;-13.12250969;-12.34824744;5.301534301;-11.85715165
-18.2477419;27.98940961;8.532922147;10.03360334;6.735910497000001;1.737539097;7.058765305
18.34916886;2.58424676;16.3078398;15.97392513;17.59077413;1.9015603319999999;24.90417108
3.781194068;3.8079691189999996;24.59729538;25.89263071;25.01559276;4.3455869830000005;33.00184954
24.6632929;12.12357386;12.49315662;10.39629344;3.449288405;5.175816747;4.642398711
-12.16405873;16.81362854;22.53225484;21.23883356;26.35882853;8.216166005;32.75147305
-55.32921528;21.77059699;19.77569405;19.99712969;14.52408962;6.119111563;15.18041668
-18.27557077;11.14763914;-20.25095589;-20.53783261;-23.84953229;3.9008530689999996;-27.89264939
-8.894211613;6.0004075420000005;-3.4347268810000005;-3.403165095;-2.2002256140000003;5.303823523;-1.4365052040000001
2.1025376590000002;13.81432253;15.50458578;15.20655433;17.271976199999997;3.829376698;19.08674448
29.45542025;9.4617894;7.939865132;5.901161688999999;5.039436735;0.233313997;4.136845755
-10.97896757;10.03976906;2.4462997019999997;0.844034123;0.20860493800000002;5.404922827999999;-0.250770605
16.73920216;-1.062527862;3.403865715;3.5473416589999998;1.041396079;2.754253805;-2.053866191
5.918141938;10.888818800000001;-3.3520079110000003;-1.163903468;-4.181951338;2.154680085;-7.390436894
-5.18926197;7.786055951;-4.074692506;-5.101109758;-7.425299361;3.423062252;-17.32127937
21.03259634;14.91774835;-2.180407083;0.933838765;2.9866805;4.806048562;-0.357771889
6.654941387999999;-4.596514838;5.577662407999999;7.634636839;4.228369205;3.701804759;2.108468019
-5.544666596;20.13368552;3.7176955410000003;3.872613542;6.673773184;5.3097325;3.5006318469999997
-9.439729813;16.91294799;6.043122675;7.191319626;1.8571093459999999;8.382409828;-1.027071617
11.15458819;8.313001868999999;18.14811729;18.04935676;17.32395614;3.575477029;21.589056600000003
-11.92565304;10.97413963;5.371601459;4.843454604;4.118692923;5.4694901929999995;4.521352546
3.365511268;12.37092721;10.84120158;11.45554985;9.25788673;5.965596282000001;2.776964608
-8.385197892;18.13184745;-1.030194019;-0.092749186;-1.528177561;1.83758818;-4.552322788
-74.50635834;19.74533227;10.53723169;15.42964985;14.84086633;-2.100186002;4.346519018
-25.52610342;-0.154014752;-13.89396774;-11.8634591;-25.90147886;-1.226324483;-24.18423731
15.60172906;-35.48971924;-87.4570186;-89.44175649;-83.73739642;-1.0979664740000001;-82.48924368
83.49176514;-31.21559031;5.665050806;4.861397172;1.211021161;0.8875436309999999;4.410335356
27.77577715;-0.091010125;46.10597114;45.80872464;50.59126445;3.962386861;48.41216777
-28.99808512;17.23908629;27.72369712;26.70028152;25.78876927;0.786528331;28.54988018
-57.92937153;28.95041019;27.21794549;25.11125645;19.68728635;4.07393607;17.09648172
-66.28226616;14.92628261;5.892389907;2.263431733;0.190159243;1.351573579;-1.800595341
-8.00049463;13.82074851;-3.613638194;-5.0051329;-5.93738455;5.555316099999999;-14.45247782
9.700684266;-5.4240496789999995;2.9119025339999998;1.317239217;7.644762052999999;3.5125790460000004;5.617291483
18.05759211;16.21461854;22.28835267;21.91976496;18.85746595;4.2545766789999995;14.44184871
-4.5580231819999995;7.81189581;5.230932749;4.593687291;7.690824928;2.603698419;2.944620572
9.361923997;14.65193895;13.1988226;15.38777938;15.12237447;3.0555855710000004;10.75265082
21.43415992;19.44126636;-8.059692627;-9.930624307999999;-12.47394281;1.582090143;-10.25710295
38.89138796;1.163655662;-5.178087786;-5.993060446;0.0;1.03424264;5.889011007000001
-27.61605263;9.858233364;16.5049144;15.99634528;11.62015378;5.179941135;5.583058948
-21.30704964;-0.59946629;-13.98782599;-12.45508863;-11.9722665;1.688684422;-15.49543494
6.75962982;1.0596032690000001;13.67777927;11.85468549;9.915706698;1.7450118680000002;4.641937756
-11.37556425;0.948289079;-5.557241163;-3.524516759;-3.451272507;1.224275362;-7.665241624
17.36407662;-13.10770729;4.391727357;10.06662791;5.849566646;1.210988774;4.70808614
26.73777277;11.07502427;-13.35645553;-10.41435593;-18.16906213;1.359660155;-19.8171415
10.13015992;-5.833613616;-27.45588127;-27.50750947;-25.83923999;3.215747092;-23.21248208
23.3984825;-1.9922494919999998;3.1596869919999997;3.9400061539999998;1.90204832;2.327372415;-1.400808806
-6.383367402;-9.361639652000001;-10.36377166;-9.753341325;-6.118666169;2.168280707;-3.915772902
-5.0608006969999995;11.30357468;14.3868142;14.563418799999999;13.82386092;2.49262585;11.17887945
-0.645982287;-5.089159385;-0.57599516;-2.154749668;-4.868973938;2.1192323180000003;-7.820161214
8.412876381;-7.230196721;-16.45655773;-14.80043237;-15.7561196;3.21746141;-15.06397221
