# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Cons-OpeVeh
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=8)
# prediction_type; rolling
Cons-OpeVeh;Unum-LFT;HCE-ITA;IP-ME;HStartsNSW;Cons-TraSer;ExrateMYR;RHDI;Cons-Hea
-1.445754674;5.325668349;3.781257058;24.35534787;11.28723158;2.5501680230000003;9.121296774;4.364489538;2.466605966
7.961199812;-3.8281990589999997;9.958534947999999;-10.25697225;5.377709833;-0.299177276;7.622710134;3.5698891460000004;6.1680456260000005
-4.975740002;-3.887385671;-29.63592347;4.020134341;0.8113011309999999;19.56594409;6.414300353;4.944575422;-6.646473705
-1.3407001570000001;8.824371483;13.18425667;9.598202222000001;52.86425207;-8.934088967000001;-2.364445593;2.281495912;-7.315593831
3.762403977;-0.369254144;-0.018511233999999998;-19.43239241;-14.87614779;2.614388392;11.77067491;4.9729107489999995;11.53331998
-3.613215189;4.193726222;-4.4570913889999995;20.54659926;22.69088881;-4.65968138;-19.66916699;1.855456227;-14.89056998
4.990491513;-5.412509493;6.629207962000001;1.665512469;-12.37150403;9.551828691;-1.159069114;5.814988088;18.25986214
12.61507317;-3.8328105339999996;8.851586571;0.553633306;1.776569201;-8.673993665;45.36945238;1.377117224;-2.693159475
-3.68049439;-14.931958499999999;-7.2004202610000005;9.836561255;-10.73835169;5.515326856000001;51.83096061;0.45741765100000004;-13.74469531
9.11503956;-2.061269949;-0.547566164;5.894279462;9.497602713;-1.154818557;25.2787916;-1.955526811;-5.278514181999999
5.083727264;-3.899543491;1.086214739;2.650771795;-0.576288851;-1.73850328;-21.24895443;3.81468826;6.2561683
7.756539299;3.6009245439999997;-9.303013442000001;0.528052882;-22.05655584;28.70873029;-12.95964069;8.022892668999999;20.92513072
8.766858367000001;-30.42701887;7.117834706;18.56003024;4.232618761;1.349073791;-3.3866960969999997;-3.135166022;4.214030745
1.7748226569999999;-19.01674932;10.94382787;-21.20729338;14.8484358;8.923293300000001;1.6885354330000002;5.4044929889999995;11.55571365
0.61933213;-13.94367184;3.404275867;-34.94945208;53.72460074;-12.03299292;18.31604408;14.13308791;10.85982747
-6.461456158;-7.035118333;-9.128182902;31.74943502;11.82793364;10.31710182;-5.112543929;0.992918145;-11.05077345
4.289585345;-5.3518040000000004;1.979232739;-7.567793298;37.03711473;4.995135567;-1.546592982;3.71170225;6.441566425
-0.533689205;-7.20184787;-37.73423495;-0.54607517;-36.68252386;15.50234043;-16.44933938;3.914307667;-13.83074129
2.705560018;-17.57254095;35.990069399999996;18.68251496;-35.56994789;5.615440842999999;-20.99349491;-7.44116173;3.422411709
1.720243044;-13.88882289;3.6665765980000002;12.32446656;-1.52413575;6.026247724;-14.48735522;23.98524457;20.36940422
-14.70358281;11.51809433;-4.876408745;-0.506008923;35.41348161;13.67859737;-26.44861899;-10.55746651;-1.837394136
12.18687933;8.847772243;10.74303333;-6.637038037000001;16.5964341;27.57355604;-7.841292942000001;5.935709189;22.26609835
4.580034625;26.02612413;-14.43455591;-2.0645207119999998;35.40512532;18.81814548;-8.893650437;5.482929678;6.450823754
-4.757241406;11.65104844;7.026529487;4.630276783;7.199371008;-12.37432012;1.129457957;8.087197683;8.759267861
5.457230647;5.413656014;2.316243112;-3.5966844769999997;-6.513904628;-5.673853997;1.379939065;10.89918874;15.29896571
4.304155436;-16.16677544;30.4127848;3.5966844769999997;2.442871661;-3.088818438;5.148006093999999;-0.371925047;-2.53660703
4.856880173;-19.66422117;-31.91216884;20.92631575;-0.582809205;19.45277954;28.7897756;-12.84035377;4.415174723
6.3574129070000005;-12.70408403;-1.847558948;-19.39472485;-11.89275759;18.85246549;-6.608467841;4.5011627260000004;16.11026423
-0.252365939;-6.506623952999999;-3.8760578210000003;20.8483909;-18.2477419;3.0075329660000003;8.636936694;1.3281143690000001;-11.79626196
2.809088637;7.507360369;4.172964181;24.39208106;18.34916886;-6.139257512;26.92380792;6.452330385;15.83902649
4.610882355;-4.1665504339999995;-7.126069602;12.54302097;3.781194068;-29.23771493;31.07669726;5.552128065;13.713341
-3.4010988810000002;-9.955026854;-16.64414007;-5.327492736;24.6632929;30.35178072;6.210094289;2.298588954;-11.78317853
8.24516465;-17.14170289;20.51601246;1.783726479;-12.16405873;9.49451196;39.02809071;7.351011576;14.38234172
4.180869155;-16.74753778;-15.77986857;3.9845376519999998;-55.32921528;22.09445139;21.28239161;7.2903544579999995;9.801926881
-0.20194881;-4.198289268;10.95161766;2.196600797;-18.27557077;-1.4981290919999999;-30.58917872;14.94932298;4.835901025
18.66676552;-1.174054296;4.471286447;-20.67876153;-8.894211613;7.987263295;-2.030977902;-3.7807157589999996;8.163072639
4.104567304;-24.91387489;-3.1272567860000002;5.498368362000001;2.1025376590000002;-1.566280937;34.10406549;8.689843782999999;8.813644999
-8.251690348;1.106797761;4.439060091;19.97086958;29.45542025;6.228658028;5.894704999;1.709969457;-21.19301771
2.408241883;-1.715053989;-6.2069969679999994;8.565637802000001;-10.97896757;5.6853749;-6.25601507;8.722039568;6.3782134489999995
-5.576497825;-6.315825786;3.543260487;13.33456811;16.73920216;-0.5379960460000001;-9.496420926;2.339262373;-1.97345637
-1.652732307;9.276820284;-10.27856022;-11.22151512;5.918141938;8.610118299;-6.880995714;-2.052630752;14.523505400000001
2.006002533;-0.604686363;27.08358905;-12.8490705;-5.18926197;-5.838228365;-9.390408281000001;4.296991628;7.648416579
-3.1907205469999997;-19.8864427;-17.27073873;-4.816697502;21.03259634;19.05329184;1.7918472319999998;-2.251832146;3.902469978
6.472950549;-2.36387349;-3.027268025;4.381204808000001;6.654941387999999;6.4055309000000005;6.1085346110000005;12.56491233;12.98209129
7.249788737;-7.099991787;7.763859097;12.86284465;-5.544666596;15.09613119;3.847419651;5.848381995;-15.10599009
9.516166735;-6.176536619;-6.886008134;-1.691334444;-9.439729813;19.33198835;-8.951556464;6.987229188;15.78894832
-1.121076967;-20.799975699999997;11.87371655;-3.831854743;11.15458819;27.78122591;14.84100263;11.07860961;3.566524
1.9784464769999999;-10.75702065;-2.724552723;-4.733783058999999;-11.92565304;11.98538729;13.33112324;1.9650414369999998;7.1220985
3.8540227739999997;8.908683433;-4.19205608;1.7278644580000002;3.365511268;21.03790262;5.102585111000001;8.007497016;5.730579848
-1.033973988;-26.59563929;6.749809236;21.80833555;-8.385197892;1.184406195;-6.9223544420000005;5.5669224239999995;15.6930083
7.218626722000001;24.03496968;-3.751340341;22.99939682;-74.50635834;-8.969730555;16.58388308;1.005906645;-0.86682461
-16.23045916;4.859526422;2.561088115;-16.12011751;-25.52610342;19.28242174;-18.64904939;-2.095687065;11.04806202
-17.43018352;28.89399344;-3.9430943419999998;-21.42633699;15.60172906;-22.45302608;-81.19515046;26.20446099;0.575125908
1.104537191;83.48867989;-13.2466607;-22.19166093;83.49176514;-10.29039772;3.0500085710000002;-5.305245943;-4.546817091
3.3344968269999997;46.0196691;-1.727127117;-8.592755526;27.77577715;-16.52863924;52.05113662;9.263974952;6.68667699
12.38560487;1.868905447;0.16144377099999999;23.52313857;-28.99808512;11.21201673;33.0877358;-9.028550127;0.685388078
1.285688382;-13.467971400000001;17.4768077;47.11321426;-57.92937153;-0.845964362;16.56983207;2.018933028;10.4389666
-3.678971556;-21.43630024;0.230883815;-35.64137118;-66.28226616;1.057176195;-10.05767272;5.109689201;-3.9482581480000003
4.659364204;-4.755511182;-10.89268284;24.76691506;-8.00049463;14.51437742;-25.69784788;1.084699305;14.23009567
3.823117559;-20.21306194;-4.342841748000001;-11.17837216;9.700684266;20.05548668;6.422450495;7.035478136;-2.282304793
8.306329576;-1.020408748;3.079865269;-2.02943104;18.05759211;13.39488804;25.36635257;9.402520991;9.939068096
9.745135963;-7.281715352000001;8.339516323;-6.150813147999999;-4.5580231819999995;5.518184081;2.3553929769999997;2.2549850559999998;7.930084287000001
-0.321041619;6.194671314;-4.3672890419999995;-19.04114111;9.361923997;11.77090851;18.73494644;-0.611075012;2.217415813
-4.233223367;17.93657557;4.32012054;35.63431434;21.43415992;0.955509562;-6.3907016510000005;6.245828427;10.67093579
-1.553821006;4.98903716;-13.40693105;-14.94368636;38.89138796;8.498401692;3.284925855;3.3566699439999996;-5.862772807000001
0.723458327;-1.6965865930000001;1.8285468459999998;26.27810371;-27.61605263;14.11303709;1.578646838;-0.48246354;12.13793488
-4.689470715;-10.58279064;10.90385852;-6.605298223999999;-21.30704964;-1.46830604;-7.46304322;6.399068978;8.389624272999999
0.840144595;31.89476441;5.1284358910000005;3.898666341;6.75962982;-9.561752075;10.10500362;-7.957772037000001;10.65620397
2.147118834;0.9775035120000001;-14.73539295;-5.075714763;-11.37556425;-3.842824316;-8.990076071;4.193423779;7.073736771
-2.841024509;11.68689224;-1.311565432;-18.08444597;17.36407662;-0.175554095;4.989444078;5.528321919;4.780134756
0.0;23.18704713;13.74425179;2.05023514;26.73777277;-0.761626008;-24.87351294;-1.266274;0.520813462
0.36536356200000003;-1.133257197;-0.498092204;-5.76735017;10.13015992;-4.659788744;-6.387032505;0.440981735;1.466882231
0.109544024;10.95958965;3.015910387;-2.497406656;23.3984825;-0.29675793300000003;-2.281208201;3.4837685339999998;3.704292452
-1.829661959;7.2775544839999995;-3.23364736;-11.86527673;-6.383367402;-14.87924797;0.95546116;0.8904183000000001;7.959568438
-1.285761313;3.4647467439999997;12.12457659;-13.56062067;-5.0608006969999995;-6.9621027170000005;7.558205622000001;1.8110823569999999;2.775328524
0.183933419;10.5343903;-30.83816906;6.181138449;-0.645982287;1.439638515;-11.90317191;2.037011517;2.3176565630000003
0.257364777;-4.4808107889999995;18.93393226;1.312193632;8.412876381;1.9322203519999999;-7.547523787;0.819848802;6.557048257999999
