# name_prefix; aus_macrodata
# description; Austrailan macroeconomic dataset
# lag_parameter;4
# number_predictions;75
# horizon;1
# max_attributes;15
# predict;Cons-EGF
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=15)
"Cons-EGF";"Cons.Food";"Cons.RenDwe";"Cons.InsFin";"Cons.Final";"IP.MP";"Emp.HoursFt";"Emp.HoursPt";"Emp.HoursPer";"UrateLabForce";"HCE.AVCE";"PEXP";"PIMP";"ExrateNZD";"ExrateSGD";"ExrateMYR"
-5.874231445;-4.454365728;2.889508856;9.39994128;1.351573579;31.01110957;0.668264255;7.950202934;1.760117136;7;6.773860341;2.263431733;5.892389907;8.348000821;-1.800595341;-10.05767272
16.01870935;6.321685889;2.897755777;-6.392587774;5.5553161;5.253358812;5.371713733;0.054872756;4.5728356;-20.99999;2.768667572;-5.0051329;-3.613638194;-8.731142612;-14.45247782;-25.69784788
3.839382849;6.080642978;2.924847668;-0.76163298;3.512579046;2.971230003;2.536596308;1.762516548;2.421031144;49.66666;3.927016595;1.317239217;2.911902534;7.875951276;5.617291483;6.422450495
1.137980853;1.038406325;2.703713555;6.052840404;4.254576679;-15.08189961;3.382953756;2.357685376;3.230217391;14.66666;-1.770806047;21.91976496;22.28835267;7.68289989;14.44184871;25.36635257
-10.84077191;0.914007557;2.534207108;4.665864172;2.603698419;-7.75970018;3.17987495;-0.087424857;2.695266193;-56.99999;-3.004770274;4.593687291;5.230932749;9.253063427;2.944620572;2.355392977
-5.045423265;0.162271807;2.396007541;1.59717813;3.055585571;33.07046767;-2.499734604;1.144468705;-1.959015517;-44.33334;-5.274179928;15.38777938;13.1988226;-4.286078689;10.75265082;18.73494644
-8.932239289;4.637382452;2.297590337;-2.479514356;1.582090143;-11.71172408;4.210899185;3.839174798;4.155559512;75.33334;7.115082167;-9.930624308;-8.059692627;-16.74247503;-10.25710295;-6.390701651
-6.0194615;5.435488432;2.32165778;-7.484747812;1.03424264;20.9813011;2.894353201;3.217278333;2.942432887;-44.33334;6.78887908;-5.993060446;-5.178087786;14.03252696;5.889011007;3.284925855
14.25556417;7.483811207;2.345232261;4.638756917;5.179941135;-14.35131507;-1.538090972;-1.456186134;-1.525899675;26.33334;-2.533231518;15.99634528;16.5049144;-8.616208691;5.583058948;1.578646838
-1.885642951;0.988636041;2.340750834;4.099255627;1.688684422;-20.61346005;-2.320049412;-1.453744151;-2.190889806;-12.66667;0.150325768;-12.45508863;-13.98782599;-0.770773147;-15.49543494;-7.46304322
-18.40804624;-1.707414312;2.299725741;8.664598712;1.745011868;6.485597494;-2.195941336;-2.30596504;-2.212359324;4;2.844356802;11.85468549;13.67777927;0.416818565;4.641937756;10.10500362
-2.057693312;6.174153065;2.38648975;10.27505502;1.224275362;-21.37468169;1.111929176;-1.01236748;0.795698379;1.66667;-1.375626826;-3.524516759;-5.557241163;-5.083459722;-7.665241624;-8.990076071
-4.817995802;6.965609818;2.309135396;-6.640821053;1.210988774;-11.74767978;-2.190844436;8.548189308;-0.577421394;33.66666;1.324500223;10.06662791;4.391727357;-6.937266474;4.70808614;4.989444078
3.267749328;2.681616194;2.268947695;-0.449665609;1.359660155;-2.060797964;0.62633384;3.289809079;1.03224264;-43.66666;4.868568632;-10.41435593;-13.35645553;-14.90298767;-19.8171415;-24.87351294
0.147901647;5.051603958;2.15793237;17.47444765;3.215747092;30.23307247;2.791421773;2.149937562;2.69344037;-28.66667;-2.658839008;-27.50750947;-27.45588127;-21.18276521;-23.21248208;-6.387032505
7.689023939;-1.534729723;2.226284744;6.408681813;2.327372415;-2.305481887;-2.766749934;8.888657188;-0.965898841;0.33333;6.253217216;3.940006154;3.159686992;-5.463822648;-1.400808806;-2.281208201
-4.889233543;2.401189331;2.266947247;7.702837922;2.168280707;-22.59144166;1.435880617;0.244500585;1.249777716;51.66667;-0.062976357;-9.753341325;-10.36377166;-18.26000198;-3.915772902;0.95546116
-11.24317851;0.184111206;2.262952489;4.773400312;2.49262585;12.44455611;2.647690511;1.850586962;2.523401612;-12.33333;-3.165377793;14.5634188;14.3868142;5.778641078;11.17887945;7.558205622
13.07451584;-0.8476141;2.162901099;-1.708568586;2.119232318;-5.572229414;-1.212113753;2.056818299;-0.701157951;12.33333;1.413954773;-2.154749668;-0.57599516;9.50532566;-7.820161214;-11.90317191
3.782534097;2.66575731;2.220752267;6.506870171;3.21746141;-10.97072321;-0.851610414;4.704653144;0.024958988;-27.33334;-10.45135316;-14.80043237;-16.45655773;-9.837158596;-15.06397221;-7.547523787
