# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; PEXP
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=4)
# prediction_type; rolling
PEXP;HStartsSA;HStartsNT;IP-ME;HCE-Pet
-9.930624307999999;13.52615064;11.56921583;35.63431434;-1.4923209730000002
-5.993060446;-2.179129425;33.22981766;-14.94368636;-3.373169867
15.99634528;5.9427434120000004;32.17229634;26.27810371;-9.575022027000001
-12.45508863;-13.53092725;-26.95918989;-6.605298223999999;1.98068799
11.85468549;-4.388758805;25.84030804;3.898666341;2.806216985
-3.524516759;1.6626434769999998;17.53705515;-5.075714763;5.940038534
10.06662791;20.83781713;-9.037890095;-18.08444597;-9.509917771
-10.41435593;33.46500417;-15.27898838;2.05023514;1.178162656
-27.50750947;5.018788788;2.650269951;-5.76735017;6.706037009
3.9400061539999998;-0.232041;-20.12029535;-2.497406656;-6.693223869
-9.753341325;-8.128454855;26.8557211;-11.86527673;4.303965699
14.563418799999999;7.625237021;8.081083;-13.56062067;-10.20094651
-2.154749668;-5.028080823;25.70175591;6.181138449;1.081750351
-14.80043237;5.492611988999999;-19.56721987;1.312193632;6.39333768
