# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Cons-Alc
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=4)
# prediction_type; rolling
Cons-Alc;IP-MP;IP-TCO;Cons-TraSer;Cons-Hea
1.17681756;24.20250304;-21.7430241;21.03790262;5.730579848
5.253249297;26.02841991;5.479537743;1.184406195;15.6930083
-10.81464638;5.638859902;-6.584510822;-8.969730555;-0.86682461
1.5460105469999998;2.094245622;-14.07604776;19.28242174;11.04806202
5.774146517;-27.00080111;-20.276099600000002;-22.45302608;0.575125908
9.251641091;-22.60055344;24.26757962;-10.29039772;-4.546817091
5.90081623;-0.39428293;-58.22354156;-16.52863924;6.68667699
0.11262846800000001;-23.14191708;-40.36165591;11.21201673;0.685388078
-3.847271526;9.499672085;14.61186963;-0.845964362;10.4389666
-3.5403514489999997;31.01110957;-23.04867941;1.057176195;-3.9482581480000003
-2.070159882;5.253358812;-10.13662878;14.51437742;14.23009567
1.4961893430000002;2.971230003;17.11889151;20.05548668;-2.282304793
12.21814446;-15.08189961;-11.45574831;13.39488804;9.939068096
-4.7072552210000005;-7.75970018;-30.36476787;5.518184081;7.930084287000001
14.39402469;33.07046767;29.61429861;11.77090851;2.217415813
-0.762008667;-11.71172408;-16.48532295;0.955509562;10.67093579
2.714819706;20.981301100000003;-30.90968068;8.498401692;-5.862772807000001
-1.4094065269999998;-14.35131507;50.01550903;14.11303709;12.13793488
-4.807487533;-20.61346005;-25.02017956;-1.46830604;8.389624272999999
-2.53619044;6.485597493999999;-40.95431942;-9.561752075;10.65620397
-4.114004298;-21.37468169;47.65068457;-3.842824316;7.073736771
-2.466375527;-11.74767978;6.586105206;-0.175554095;4.780134756
-2.7080498360000003;-2.0607979640000003;-6.195670817000001;-0.761626008;0.520813462
5.2861728139999995;30.23307247;19.42313966;-4.659788744;1.466882231
-6.079486575;-2.305481887;14.95842334;-0.29675793300000003;3.704292452
6.63775603;-22.59144166;-69.43452794;-14.87924797;7.959568438
8.391144035;12.44455611;21.15578557;-6.9621027170000005;2.775328524
1.30897308;-5.572229414;31.8305594;1.439638515;2.3176565630000003
5.623233998;-10.97072321;-50.43856565;1.9322203519999999;6.557048257999999
