# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Exrateavg
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_granger__graph(n_components=8)
# prediction_type; rolling
Exrateavg;HSexfinVal;HSexfinNum;PEXP;HStartsTotal;HStartsNSW;Cons-Other;HStartsVIC;PIMP
12.1589909;13.63021657;6.800945763;9.334059292000001;8.687988549;5.377709833;5.612221506;33.30033865;8.914581883
16.19464358;-13.31351569;-19.0642992;18.66827887;-18.359802;0.8113011309999999;4.528575109;-28.11909517;20.03263332
-2.306811515;13.38722244;11.4716614;1.027317885;36.97314451;52.86425207;3.12801299;37.17880021;-1.095133952
11.40328082;23.85135049;14.859566699999998;6.585602419;-16.77715745;-14.87614779;2.870335228;-33.57806623;5.538527515
0.0;28.177318;11.58272717;4.624064207;11.47194748;22.69088881;5.679608606;-0.6996782220000001;4.134412651
-5.661005871;9.970747088;2.72760194;-4.978830031;5.107405585;-12.37150403;4.520468682;33.33297533;-3.29225403
-2.7460062080000003;15.51482666;0.050806554000000004;-8.205372591;-5.464937835;1.776569201;2.1563394540000003;-0.164535703;-10.03813196
-4.618988993;8.439612613;-0.330358012;9.856295787;-5.947589154;-10.73835169;0.622040134;3.685781317;-7.392215277000001
22.359757899999998;-2.766939902;-0.004237089;21.96780264;-1.6285546480000002;9.497602713;6.557064518;-1.7703964490000001;6.174728902999999
-19.58196895;21.12348655;17.38719315;-23.03415675;15.86697322;-0.576288851;11.39803145;3.397682824;-21.826690399999997
-19.37768128;-14.43904771;-35.05062334;-11.55138732;-32.09840412;-22.05655584;12.60323598;-15.98666766;-14.34500833
-5.853763007;23.32848898;8.383166494;-14.3399486;4.512247776000001;4.232618761;0.7844677940000001;-6.675343075;-9.39244637
8.508373004;39.28008225;27.48611603;7.582855492;27.02585186;14.8484358;7.556182774;41.41885409;10.51722353
19.71073238;44.03820021;35.67304925;17.70949127;30.55883528;53.72460074;-0.92390648;9.468653048;18.67494658
-10.67348707;15.42928782;4.166531656;-3.062930915;5.110145118999999;11.82793364;-0.668595463;-3.0635970880000003;-2.0619336109999997
-6.400136539;37.13043925;23.94749499;-11.53170587;30.51628726;37.03711473;1.848764364;24.31861615;-8.883162049
-9.184693579;-14.47768562;-18.22027241;-1.516808381;-16.5932278;-36.68252386;-2.570042252;-14.93656311;-0.607464759
-15.96221764;-64.00003887;-52.87204713;-21.92075046;-40.31292663;-35.56994789;6.039009281;-38.46061915;-19.72083574
-6.153967536000001;-14.82999564;11.83420916;-1.1050974679999999;9.963458626;-1.52413575;4.947059523;-4.867377535;-1.889335231
-15.27506206;5.995979006000001;7.121684983;-19.01217861;17.38799428;35.41348161;3.347299868;20.41424379;-20.77154427
-3.234518972;42.96064841;14.56082084;9.11124164;11.52217444;16.5964341;11.04025923;4.457635439;3.6852337339999997
1.081081712;61.35633776;44.53914573;-2.0252189609999998;42.36508029;35.40512532;0.918484904;42.21569784;-3.1038288410000003
-5.434866246;35.605923499999996;18.88314839;-0.17281861699999998;11.55661138;7.199371008;2.407035787;21.10877977;-0.67637368
8.392862946000001;13.24758769;3.56293835;4.306167183;-0.34564708;-6.513904628;1.963017884;-6.916985925;1.945702359
11.09714499;10.662576199999998;-0.032072934;15.18774044;7.0067573020000005;2.442871661;2.808031045;14.65349094;12.06667421
11.30454164;-13.73786441;-18.43102662;12.96250209;-4.7072228030000005;-0.582809205;5.136431538;-16.74758851;14.60442398
-12.34824744;-7.64853719;-18.76845451;-13.12250969;-8.774316222000001;-11.89275759;2.194600731;1.201202331;-12.58578631
6.735910497000001;6.296364249;-8.258128382999999;10.03360334;-4.532272995;-18.2477419;6.191644937;-5.307897466;8.532922147
17.59077413;30.327327399999998;23.2742039;15.97392513;23.00940781;18.34916886;1.236052486;22.03885778;16.3078398
25.01559276;31.72016156;8.884932931;25.89263071;11.21865579;3.781194068;0.091407679;-2.5036821519999997;24.59729538
3.449288405;27.42767938;9.596070241;10.39629344;20.415218;24.6632929;4.860106346999999;16.33622315;12.49315662
26.35882853;-12.33229808;-18.172603100000003;21.23883356;-6.073774779;-12.16405873;8.044963915;-5.743645009;22.53225484
14.52408962;-45.64696906;-55.72577671;19.99712969;-50.810365000000004;-55.32921528;5.100091074;-41.38398304;19.77569405
-23.84953229;17.63633732;-1.697538681;-20.53783261;-10.73997277;-18.27557077;7.744549961000001;-13.40733472;-20.25095589
-2.2002256140000003;10.40605942;7.435064604;-3.403165095;3.422121352;-8.894211613;8.814849777000001;16.97658544;-3.4347268810000005
17.271976199999997;15.78957249;12.88021547;15.20655433;8.032095144;2.1025376590000002;6.815749318;4.833193775;15.50458578
5.039436735;31.70438789;24.7469648;5.901161688999999;28.81384916;29.45542025;1.398602823;33.14102182;7.939865132
0.20860493800000002;-11.79658064;-8.27144587;0.844034123;2.846069487;-10.97896757;6.112588388;17.00302805;2.4462997019999997
1.041396079;18.59124864;7.347956842;3.5473416589999998;9.298259176;16.73920216;7.412442293;-9.891308184;3.403865715
-4.181951338;22.24731459;21.54928176;-1.163903468;13.83689527;5.918141938;4.107461053;20.36848054;-3.3520079110000003
-7.425299361;8.665341423;0.26206991399999996;-5.101109758;-1.953874647;-5.18926197;11.120975900000001;-9.053430181;-4.074692506
2.9866805;21.82653457;17.64860981;0.933838765;16.74376204;21.03259634;10.11279218;11.99999999;-2.180407083
4.228369205;2.299096065;-1.8350917969999998;7.634636839;9.621278128;6.654941387999999;6.211419757000001;20.06783761;5.577662407999999
6.673773184;-13.08778384;-14.83310909;3.872613542;-11.37339441;-5.544666596;2.450517425;-12.55322205;3.7176955410000003
1.8571093459999999;21.40586428;5.42478093;7.191319626;-3.241584498;-9.439729813;9.013450322999999;0.09666963199999999;6.043122675
17.32395614;42.91927876;25.44502527;18.04935676;16.92626193;11.15458819;3.47859145;13.75678849;18.14811729
4.118692923;-2.838613441;-8.740049037;4.843454604;-11.47205524;-11.92565304;10.46449634;-6.03156543;5.371601459
9.25788673;-8.941989508999999;-4.102600004;11.45554985;0.578735981;3.365511268;8.58343562;17.53824998;10.84120158
-1.528177561;-22.89364676;-30.79301815;-0.092749186;-15.20050921;-8.385197892;4.223620906;4.520535801;-1.030194019
14.84086633;-72.15594595;-78.02118543;15.42964985;-71.07640469;-74.50635834;-5.540022246;-71.87129809999999;10.53723169
-25.90147886;-9.560478064;-23.67534607;-11.8634591;-29.21613059;-25.52610342;-2.986354755;-32.23369674;-13.89396774
-83.73739642;26.77612533;27.26640903;-89.44175649;15.22948762;15.60172906;1.6656068259999999;5.353068055;-87.4570186
1.211021161;90.74648935;78.95715905;4.861397172;58.40193489;83.49176514;6.326902896;45.41883019;5.665050806
50.59126445;35.30598759;31.29089297;45.80872464;24.00504676;27.77577715;2.861194933;22.4262802;46.10597114
25.78876927;-2.5549732869999997;-8.295471796000001;26.70028152;-16.23875152;-28.99808512;5.0074776839999995;0.135678443;27.72369712
19.68728635;-24.408799399999996;-37.38029161;25.11125645;-36.59971786;-57.92937153;7.138411382;-20.01733629;27.21794549
0.190159243;-48.51787528;-70.10658768;2.263431733;-58.87845013;-66.28226616;3.266893009;-33.77052602;5.892389907
-5.93738455;-21.05290393;-28.68911611;-5.0051329;-21.851922000000002;-8.00049463;7.645758409;-16.90097334;-3.613638194
7.644762052999999;-5.285709074;-7.166827391;1.317239217;2.7486458660000004;9.700684266;7.0106486310000005;8.126406253999999;2.9119025339999998
18.85746595;1.5713262119999998;7.681855604;21.91976496;14.98403325;18.05759211;0.153721996;15.58848035;22.28835267
7.690824928;-12.21836696;-19.51203758;4.593687291;-17.93501319;-4.5580231819999995;2.573735421;-11.16032848;5.230932749
15.12237447;6.045715179;5.483981236;15.38777938;15.04651339;9.361923997;4.796657357;8.602243785;13.1988226
-12.47394281;-7.357629894;-1.5326045130000001;-9.930624307999999;6.612329379;21.43415992;3.5152515269999998;-6.378557083;-8.059692627
0.0;7.818483883;24.00151163;-5.993060446;17.97660907;38.89138796;2.653458842;-2.986382275;-5.178087786
11.62015378;-6.009036541;-12.09618467;15.99634528;-0.58813261;-27.61605263;1.838129532;9.759557241;16.5049144
-11.9722665;7.34455614;0.879790559;-12.45508863;-4.232595788;-21.30704964;1.594098051;7.123460839;-13.98782599
9.915706698;11.45567516;13.29252721;11.85468549;1.768783349;6.75962982;-1.860399795;-3.187698265;13.67777927
-3.451272507;5.053933163;3.653944497;-3.524516759;2.119849292;-11.37556425;-1.6609841459999999;6.691745749;-5.557241163
5.849566646;21.56035764;17.50413966;10.06662791;12.70604066;17.36407662;3.66866477;11.42183557;4.391727357
-18.16906213;14.88382297;22.90057772;-10.41435593;25.37958863;26.73777277;2.963519882;11.3668405;-13.35645553
-25.83923999;10.40757382;6.614409285;-27.50750947;9.733005999;10.13015992;-1.376332849;26.66484602;-27.45588127
1.90204832;21.31257135;9.053149957999999;3.9400061539999998;5.223758171;23.3984825;4.027761139;-13.00312104;3.1596869919999997
-6.118666169;8.936840507000001;-0.902171231;-9.753341325;-2.5647929940000003;-6.383367402;3.9013422010000003;-3.5905392789999997;-10.36377166
13.82386092;1.4111502130000002;-1.1570014240000002;14.563418799999999;-3.080967644;-5.0608006969999995;-0.258908995;0.863889012;14.3868142
-4.868973938;-11.16867653;-5.939159736000001;-2.154749668;0.7918591209999999;-0.645982287;4.9761133630000005;5.22195521;-0.57599516
-15.7561196;13.70189412;4.4342044330000006;-14.80043237;7.2221284489999995;8.412876381;1.446861395;11.41189898;-16.45655773
