# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; GDP274_2
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=9)
# prediction_type; rolling
GDP274_2;sFYAAAC;EXRUS;GDP266;LHU680;HSWST;CES017;MOCMQ;IPS13;LHEL
0.00283483424773029;-0.0166453265044814;-0.00442252948352995;0.0208919087785068;-0.0686015831134588;0.0761346998535878;0.0736386643807671;0.0036328305218877397;0.00791204486606331;0.0516605166051662
0.000806461467026592;-0.0486555697823304;0.005896705978044921;0.0183926897844423;-0.0738786279683349;-0.035139092240117006;-0.0392685117152438;-0.0227869218101212;0.0005451795509262559;0.0258302583025826
-0.000378792507239711;0.0064020486555698;0.00061000406669387;-0.0131990003124023;-0.068601583113459;-0.0505124450951683;-0.00416360519226064;-0.00344645317803923;-0.0112761741527853;-0.011070110701107002
0.0031280929630127198;0.030729833546735003;0.000355835705566299;-0.0407034260127045;0.0131926121372057;-0.0292825768667658;0.0844150542901475;0.00216319933515227;0.0270090879517562;0.00369003690036862
0.0019306198756094699;0.0486555697823303;0.00955673037820748;-0.00329324169530355;-0.0844327176781025;-0.0658857979502195;-0.0374724467303456;-0.00650181947062782;-0.00382000895250032;-0.0295202952029512
0.0006476129962486871;0.11011523687580099;-0.00259251728344834;0.0266713527022806;0.0343007915567333;-0.0336749633967781;-0.0377173646828315;0.00675847023920527;-0.00891197845396456;-0.0295202952029523
-0.000256601375872162;-0.0179257362355955;0.0029483529890146397;0.0030329063834219;0.0554089709762531;0.0131771595900439;-0.0524124418319867;-0.0095877394261411;-0.0059110520614574;-0.0405904059040592
-0.00145407446327545;0.0192061459667094;0.00193167954453544;-0.0011454753722796;0.0422163588390475;0.0204978038067342;-0.0599232590415556;-0.0120656414894306;-0.0157325385893698;-0.0147601476014756
0.00023216314959867402;0.00384122919334187;-0.00350752338348925;0.00801832760595647;0.155672823218999;-0.0270863836017561;0.0200832721038454;0.0326526995688884;0.0210980358902999;0.0147601476014756
-0.00166179938660063;-0.0140845070422533;0.0170801138674259;0.0252395084869313;0.0817941952506569;0.0592972181551976;0.0329822842681045;0.01180593535456;0.007275689381980241;0.0295202952029523
