# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FMFBA
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=4)
"FMFBA";"PW561R";"FMRRA";"GDP276_6";"EXRUS"
0.000129475674818692;-0.000384141000141891;-0.000102681564050132;0.000709594376052017;-0.00442252948352995
0.000182487413376498;-0.00268167019131771;0.000151105256187526;0.000660087791676294;0.00589670597804492
-7.7441111165152e-05;-0.00375231350803201;-0.000109099161803332;0.00103138717449421;0.00061000406669387
-0.000129231381092569;-0.000593845166715692;-0.000266622015744237;8.2510973959493e-06;0.000355835705566299
-3.10253032112406e-05;-0.000944272634826132;-0.000156939435963049;0.00131192448595664;0.00955673037820748
0.000190549106336906;-0.000940664437391686;0.000424144869684784;0.00108089375886992;-0.00259251728344834
0.000116039519884629;-0.00086717734101649;0.000316795961814127;0.000866365226575138;0.00294835298901464
-0.00010944358928066;-0.000325814340693995;-5.89252157334421e-05;0.000247532921878605;0.00193167954453544
-5.86304942575095e-05;0.00104191291684828;-0.000242701878664111;0.000181524142710983;-0.00350752338348925
0.000270677448488811;-0.00101589813976269;0.000234534026978414;0.00061058120730057;0.0170801138674259
0.000406016172733253;-0.000438100424281759;0.000435813229236009;0.00056932572032081;0.00111834078893347
7.59753488087144e-05;-0.000855960579987478;-0.000200695784280095;0.000618832304696519;0.00447336315574953
0.000232567627221429;-0.00086134973119617;-4.66734382052541e-06;0.000717845473447982;0.0103192354615746
0.000214245597765958;-0.000653008936359667;5.25076179802421e-05;0.000404303772401724;0.00132167547784157
0.000266768748871668;-0.000321993017697766;0.000241535042709113;0.000503316941153173;-0.00259251728344856
0.000228170340152191;-0.000700266904283112;-6.94267393293122e-05;0.000404303772401726;0.000711671411132819
0.000331750880007025;-0.000800376738470124;-8.98463685440885e-05;0.000354797188026015;0.00310085400570337
0.000424093908462677;-0.00088872867615962;0.000142353986524331;0.000767352057823691;0.00208418056119364
0.000401863179389988;-0.00271492745899046;0.00012660170113008;0.000511568038549121;-0.00142334282228029
0.000325887830581349;-0.000938289095192293;1.10849415735472e-05;0.000833360836991313;0.000711671411147696
0.000379876744043422;-0.000615991484229403;-5.71749618005892e-05;0.000676589986468206;0.000508336722239822
0.000534270378921555;-0.000659077688306808;0.000381555357323092;0.000709594376052019;-0.000406669377800983
0.000445347462631025;-0.000598710457441892;0.000343049770804248;0.000866365226575138;-0.00345668971125468
0.000311474500743019;-0.000836677158618668;-0.000103848400005487;0.000734347668239864;-0.000457503050020347
0.00029706117090469;-0.000666572580722558;0.000140603732591656;0.000800356447407516;0.00462586417242283
0.000455607799126088;-0.000594351486831318;0.000153438928097699;0.000750849863031776;0.000915006100040694
0.00059534381043977;-0.000613067525367897;0.000173858557312476;0.000775603155219642;-0.00355835705570851
0.000535491847551945;-0.00107379029602771;7.6427755060011e-05;0.00110564705105779;0.00137250915006082
0.000417497977858707;-0.00110746760998209;7.29272471948401e-05;0.00132017558335259;0.00183001220008139
0.000336636754528509;-0.000634515766628013;-7.00101573069883e-06;0.00156770850523119;-0.0012708418056222
0.000250401069224805;-0.000213003992235075;-8.05116809030376e-05;0.00172447935575433;0.00284668564457602
0.000575556018627861;-0.00099580039298218;0.000247952640462313;0.00123766460939304;-0.000813338755586646
