# max_attributes; 10
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; CES048
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=1, noise_variance_init=None, random_state=0, svd_method='randomized', tol=0.01)
# prediction_type; rolling
CES048;0
0.00753742467824435;-1.0113639874583642
0.00317033739948135;1.0315936066387126
0.00222553486321786;0.42369729928453626
0.00556383715803181;-0.9508543976964192
0.00508093808394257;0.8570047687658225
-0.0037162233093283297;1.0014281546734645
-0.00352726280207435;1.2239026984677872
-0.00422011799533895;0.9163600078348283
-0.00201557874404249;-0.35697216853760455
0.0032123286233177104;-0.4129989196967497
0.00230951731087774;-0.6529871481668102
0.0037582145331646897;-0.19045048682175952
0.005416867874614179;-0.022397988471409357
-0.000209956119168953;0.1465798367712012
0.00188960507253983;0.19039755592413138
0.00161666211761313;-0.012472570610510996
0.00474500829327097;-0.351136004409828
0.0016376577295345199;0.07234306575095782
0.00380020575699463;-0.11897391868625984
0.00734846417099037;-0.1483363180077729
0.00266644271347073;-0.3523086964319649
0.007390455394820309;-0.26512263462127333
0.00634067479896912;-0.13413878207971858
0.0074114510067417;-0.8990286880024533
0.0102248630036301;-0.4733857889517669
0.00604673623212745;-0.43854763808596464
0.00751642906632298;-0.5806049659167578
0.007621407125910641;-0.8306719220276005
0.008230279871508971;-0.3890416167262816
0.0062776879632178;-0.17725653845584086
0.00644565285855039;0.10098355251413299
0.0050599424720211795;0.6563761152062842
0.00256146465388946;0.5635467242620773
0.00604673623212748;0.019565215752759865
0.00545885909845054;-0.5540558454382971
0.00438808289067155;-0.21432805217978526
0.0074114510067417;-0.29096125367144354
0.008524218438344191;-0.031219614860786334
0.00902811312436125;-0.39338437319012837
0.0064666484704653795;-0.44919332190546085
0.0102878498393878;0.05414049689297895
0.00760041151398927;-0.11516043107896629
0.007306472947154;0.6179497461172117
0.00484998635285225;1.3997255877286814
0.000629868357513275;0.9687468062393957
0.0026454471015557603;0.8120693488046924
-0.00067185958134322;1.590523658741891
