# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; IPS12
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=12)
# prediction_type; rolling
IPS12;CES155;FYBAAC;LHU5;IPS306;GDP274_2;PMCP;IPS13;GDP274A;CES011;GDP253;IPS34;PMI
0.007797060644623001;0.0851063829787245;0.00680457267283585;-0.01261137765593;-0.00327187237158553;0.00283483424773029;0.0176297747306562;0.00791204486606331;0.0026900513693425302;0.0197568389057765;0.00304475040472902;0.0143273834527761;0.00959860383944244
0.00445552512412725;-0.021276595744682002;0.0133369624387594;0.0418094585332432;-0.0128503512864635;0.000806461467026592;-0.0739471106758089;0.0005451795509262559;-0.00025836651569950296;-0.00338491295938249;0.00166347339185195;-0.0279503152617967;-0.30191972076788803
-0.0041370566843496395;-0.0531914893617;0.0127925966249315;0.0482522275531172;0.00957983917223857;-0.000378792507239711;0.0426052889324191;-0.0112761741527853;-0.000379950758381693;-0.00856590218292273;-0.0042180932436246;0.00569557936907694;-0.0558464223385706
0.0155936879988521;0.0531914893617;0.0029940119760481602;-0.057162440027415995;0.000700985959876436;0.0031280929630127198;-0.0479921645445632;0.0270090879517562;-0.00120064439648622;-0.00994749930920143;0.00268086560026141;0.0226657164948591;0.0270506108202462
0.00222797920726053;-0.127659574468085;-0.00517147523135521;0.0625085675119944;0.0126168404395441;0.0019306198756094699;-0.058765915768854;-0.00382000895250032;-0.00113985227514518;0.0047665100856590205;0.00187883378633278;-0.0133291579077117;-0.255671902268762
-0.00493301113859615;-0.0212765957446788;-0.0117038649972787;-0.00808773132282116;0.00443988002530078;0.0006476129962486871;-0.10333006856023598;-0.00891197845396456;-0.0023404966716313;-0.00621718706825089;-0.00066093362444118;-0.00434512800213515;0.0383944153577669
-0.00270503193133557;-0.0638297872340425;-0.000544365813826324;0.0622344071281686;-0.0032714189524657698;-0.000256601375872162;-0.0509304603330058;-0.0059110520614574;-0.0013526246998389901;-0.0124343741365018;-0.00222043992930238;-0.00962972676907102;-0.0183246073298428
-0.00620601831691769;-0.0212765957446819;-0.00272182906913504;0.0271418779986292;0.011215775358032;-0.00145407446327545;0.054358472086190004;-0.0157325385893698;0.0;-0.00324675324675397;-0.00473792867857832;-0.006165920470862621;0.0174520069808011
0.0151170685651722;0.0425531914893606;-0.0038105606967876898;-0.0638793694311158;-0.0165896987710075;0.00023216314959867402;0.0352595494613124;0.0210980358902999;0.00357153712878821;-0.00352307267200884;0.0016040636278572302;0.0110979905562294;0.33158813263525394
0.00811552908440057;0.09574468085106401;0.00734893848666305;0.00424948594927897;0.0186917498123973;-0.00166179938660063;0.0009794319294799132;0.007275689381980241;0.0033435666737590603;0.00324675324675397;0.0019011124478308;0.0110392357759674;0.0636998254799291
0.013048106932603;0.0744680851063852;0.000544365813826327;-0.0227553118574352;0.0126172938586652;-0.00260267109813164;0.0328109696376111;0.0120948815031797;-0.00100307000212776;0.00856590218292273;0.003965601746647071;0.00634188195195495;0.0305410122164058
0.00286404950602685;0.0106382978723393;-0.00408274360370169;-0.0352296093214544;0.00794435640556484;-0.00200393455443004;0.0239960822722817;0.00300092639250597;-0.000151980303352655;-0.00131251726996335;0.0018639813453341;0.004051656960518;-0.0244328097731229
0.0076380430699316704;0.0;-0.00408274360370169;-0.0213845099383139;0.0074764278734865;-0.00239494617480662;-0.0553379040156714;0.008457599626591759;0.00179336757956172;0.0134705719812103;0.00219816126780436;-0.0021139606506510302;-0.213787085514835
0.00397803910965846;-0.0106382978723393;0.00272182906913504;0.0413982179575064;-0.0067758953327298295;-0.00249269907990085;-0.0617042115572968;0.0018186409382945398;0.0015350010638621099;0.00566454821773898;0.000757474490932587;0.000645696863493559;-0.0663176265270498
0.00175049319279034;0.0;-0.0073489384866631206;0.0183687457162413;0.0133182798185417;-0.000989748164078125;-0.0313418217433883;0.0029101256689514398;-0.00275084349068368;-0.000759878419451441;0.00407699505413714;0.0023489797716989102;0.10209424083769601
0.012093568194058999;0.0;-0.0051714752313559995;0.0113776559287196;0.0350474843173657;-0.000794242353890112;0.0460333006856018;0.00609302871816765;1.51980303353411e-05;-0.00531914893617093;0.00201993197582023;0.00252494125279122;0.0244328097731231
