# max_attributes; 10
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FM2
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=1, noise_variance_init=None, random_state=0, svd_method='randomized', tol=0.01)
# prediction_type; rolling
FM2;0
0.000558146779622885;-1.0113639874583642
0.000514879587404103;1.0315936066387126
0.00013412829587831898;0.42369729928453626
0.000203355803428536;-0.9508543976964192
0.000311523783975567;0.8570047687658225
0.000696601794723171;1.0014281546734645
0.0005797803757322121;1.2239026984677872
0.000696601794723179;0.9163600078348283
0.000757175863829446;-0.35697216853760455
0.000705255233166988;-0.4129989196967497
0.0007485224253856361;-0.6529871481668102
0.000895630878929747;-0.19045048682175952
0.0009345713519266869;-0.022397988471409357
0.000700928513945013;0.1465798367712012
0.0009172644750392;0.19039755592413138
0.00104273933247372;-0.012472570610510996
0.0010384126132518801;-0.351136004409828
0.000990818701811252;0.07234306575095782
0.000964858386479825;-0.11897391868625984
0.000848036967488992;-0.1483363180077729
0.0008826507212640869;-0.3523086964319649
0.0011855210667959801;-0.26512263462127333
0.00110331340158012;-0.13413878207971858
0.00109033324391447;-0.8990286880024533
0.0009302446327047189;-0.4733857889517669
0.0011076401208020802;-0.43854763808596464
0.0012677287320115801;-0.5806049659167578
0.0011379271553552301;-0.8306719220276005
0.0007268888292763089;-0.3890416167262816
0.000359117695416317;-0.17725653845584086
0.000618720848729156;0.10098355251413299
0.0010037988594769;0.6563761152062842
0.00151002500843706;0.5635467242620773
0.00175232128486254;0.019565215752759865
0.00140185702789003;-0.5540558454382971
0.0011595607514645599;-0.21432805217978526
0.0011336004361333699;-0.29096125367144354
0.0013585898356711199;-0.031219614860786334
0.00165280674275933;-0.39338437319012837
0.00124609513590225;-0.44919332190546085
0.00065333460250426;0.05414049689297895
0.00047593911440714504;-0.11516043107896629
0.000649007883282426;0.6179497461172117
0.000281236749422306;1.3997255877286814
0.0005148795874041;0.9687468062393957
0.00173501440797504;0.8120693488046924
0.00211143898027873;1.590523658741891
0.00259170481390784;-0.29946361871162835
0.003210425662637;-0.058369353534447166
0.00257439793702037;0.12062158131496
0.00240998260658865;-0.474450443927873
0.00275179342511746;-1.282124910012665
0.0023623886951480303;-0.5930158222642992
0.00324503941641211;-0.3582958703293683
0.00331426692396232;-1.286663918750522
0.00244892307958559;-1.2703407877297843
0.00173501440797505;-0.1617280139493819
0.00150569828921521;-0.07281948151513615
0.00140185702789003;-0.29791581852623616
0.00203355803428497;0.8687190228642301
0.00135426311644929;0.3989365450273025
0.00121580810134912;0.8389053785600323
0.00175664800408436;2.724800903769893
0.00222393368004772;4.181241443481904
0.0043526795372142;1.113941060832714
0.00448680783309241;-0.9641238995000923
0.00308062408598103;-0.6442552149231536
0.0041536504530075;-1.261094790468938
