# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; LHELX
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=6)
# prediction_type; rolling
LHELX;GDP284A;CPILFESL;FYBAAC;FYAAAC;FYGT5;FSDXP
0.087061087061087;0.000287530421745538;0.0008917297416839061;0.00680457267283585;0.0205269607843134;0.0254151987921484;-0.007333333333334141
0.0080166746833415;0.00248508435937196;0.00071338379334679;0.0133369624387594;0.0110294117647059;0.027176648213387;-0.0126666666666659
-0.032547699214366;0.00325525513190455;0.00107007569002049;0.0127925966249315;0.00888480392156895;0.0108203321590342;0.011333333333334
0.0351130351130351;0.00031833725264684504;0.000713383793347322;0.0029940119760481602;-0.00153186274509836;-0.0140915953699046;0.0359999999999999
-0.0376783710117041;-0.00041075774535072795;0.000356691896673148;-0.00517147523135521;-0.009191176470588279;-0.0256668344237543;0.010666666666665998
-0.0468173801507133;0.0014581899959951099;-0.00017834594833656498;-0.0117038649972787;-0.0128676470588235;-0.047307498741822;0.00600000000000006
-0.0665383998717334;-0.0009960875324755481;0.0008917297416839061;-0.000544365813826324;0.000612745098039557;0.00553598389532009;0.00333333333333402
-0.031104697771363998;0.0014581899959951099;0.000356691896673129;-0.00272182906913504;-0.004595588235294179;-0.007800704579768991;-0.0720000000000001
0.00336700336700335;0.00404596379170477;0.000535037845010244;-0.0038105606967876898;0.0012254901960781302;-0.00201308505284299;-0.038666666666668
0.0278980278980278;-0.00057506084349104;0.000713383793347322;0.00734893848666305;0.0140931372549026;0.0213890286864617;-0.0020000000000000603
0.0546737213403876;0.0023105123175979;0.000535037845010244;0.000544365813826327;-0.00245098039215716;-0.00427780573729264;-0.0159999999999999
0.0450537117203785;0.00052371612532217;0.00035669189667312796;-0.00408274360370169;0.0;-0.0005032712632103701;0.0186666666666679
0.00785634118967432;-0.0029574557665253;0.000713383793347342;-0.00408274360370169;-0.0104166666666663;-0.015349773527931999;0.085333333333332
-0.0144300144300143;-0.000195109929041582;0.000535037845010245;0.00272182906913504;0.0036764705882352203;0.00780070457976896;0.0466666666666679
-0.0104216770883435;0.00043129563261825097;0.000356691896673127;-0.0073489384866631206;-0.007352941176470509;-0.0103170608958231;-0.0159999999999998
-0.00913900913900911;0.000431295632618289;0.000356691896673681;-0.0051714752313559995;-0.00551470588235299;0.00301962757926523;-0.05
-0.00208433541766906;-0.000441564576252032;0.000713383793346791;-0.0032661948829613603;0.00214460784313694;0.00880724710619045;-0.0280000000000001
0.0157126823793491;-0.000729094997997571;0.000713383793347341;-0.0013609145345667198;0.00612745098039246;0.0118268746854549;-0.00333333333333402
0.0027256693923362603;0.000308068309013063;0.0008917297416833929;0.00027218290691319904;0.00428921568627396;0.0070457976849527;-0.00466666666666599
0.0145903479236811;0.000780439716166403;0.0008917297416839061;-0.000816548720740322;0.0039828431372554395;0.00553598389531929;-0.012
0.0347923681257012;-9.24204927039186e-05;0.000178345948336545;0.00163309744148065;0.0027573529411765;-0.000503271263211147;-0.00533333333333402
0.0413660413660413;0.00248508435937192;0.000356691896673662;-0.0021774632553078397;0.000306372549019329;-0.00150981378963258;-0.00466666666666599
0.0182780182780183;0.00341955823004489;0.0008917297416839061;-0.00108873162765352;0.0018382352941176102;0.00100654252642224;-0.002
0.0280583613916964;0.007136915825469041;0.000713383793346827;-0.00190528034839384;-0.0009191176470588029;0.00503271263210822;0.000666666666666038
0.0564373897707213;-0.00106797013791194;0.000535037845010244;0.00272182906913424;0.00214460784313694;0.00125817815802742;-0.0020000000000000603
0.0641333974667291;0.00031833725264684303;0.00017834594833654598;0.005715841045182329;0.00490196078431433;0.00377453447408152;0.012666666666665998
0.115440115440115;-0.00119119746151713;0.0008917297416839039;0.0062602068590096;0.0107230392156857;0.0231504781077002;-0.013333333333331998
0.107263107263107;0.00538092646409461;0.0008917297416839061;0.0163309744148067;0.0183823529411765;0.0312028183190736;0.0253333333333319
0.0160333493666859;0.0027110011193148898;0.00178345948336728;0.0264017419706041;0.0174632352941177;-0.00176144942123777;0.0333333333333341
