# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; CES140
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=3)
# prediction_type; rolling
CES140;CPIAUCSL;CPILFESL;GDP272A
0.00196418255343711;0.000263675531438038;0.0008917297416839061;0.00030207947613571003
0.00358174465626826;0.000791026594314095;0.00071338379334679;0.0005749254545808991
0.0074870017331022404;0.0009316535444145699;0.00107007569002049;0.000808793436105338
0.00556903523974559;0.000140626950100457;0.000713383793347322;0.0004872249615092
0.00554592720970536;0.0009316535444140269;0.000356691896673148;0.000896493929177002
0.000231080300404182;8.78918438128604e-05;-0.00017834594833656498;0.0009549609245580769
0.00478336221837087;0.00100196701946454;0.0008917297416839061;0.0009062384284071641
0.0033968804159445302;0.000316410637725634;0.000356691896673129;0.000233867981524438
0.00506065857885614;-5.27351062876149e-05;0.000535037845010244;0.000380035469977178
0.007001733102253021;0.0006152429066889361;0.000713383793347322;0.000545691956890345
0.00390525707683461;0.00022851879391277402;0.000535037845010244;0.000535947457660148
0.0040901213171577;0.0006152429066889361;0.00035669189667312796;0.0011888289060825099
0.0057770075101095395;0.0005976645379260241;0.000713383793347342;0.000545691956890344
0.00688619295205062;0.000457037587826109;0.000535037845010245;0.000565180955350703
0.00478336221837086;0.0003867241127756;0.000356691896673127;0.000730837442263835
0.00681686886192993;0.000509772694113706;0.000356691896673681;0.0005944144530412589
0.00402079722703638;0.000298832268962757;0.000713383793346791;0.000214378983064079
0.00612362796071612;0.000984388650702167;0.000713383793347341;0.000389779969207374
0.00787983824378992;0.000439459219063215;0.0008917297416833929;0.00125704040069379
0.00679376083188907;0.000667978012976533;0.0008917297416839061;0.000760070939954425
