# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU680
# prediction_type;rolling
# method; Part-GFS_te(n_components=14)
"LHU680";"CES015";"LHEL";"HSSOU";"sFYAAAC";"HHSNTN";"PMDEL";"HSFR";"EXRJAN";"LHU26";"EXRSW";"HSBR";"Sfygt1";"CES017";"FYGM3"
-0.0686015831134588;0.0545407503234097;0.0516605166051662;0.010855405992185;-0.0166453265044814;0.0238907849829351;-0.0172872340425532;-0.0667044595616043;0;-0.0826835902085224;0.000856018408624704;-0.0173998044965805;0.0668257756563248;0.0736386643807671;0.0153602891348546
-0.0738786279683349;-0.0179560155239221;0.0258302583025826;0.0112896222318707;-0.0486555697823304;-0.00910125142206997;-0.0775709219858152;-0.0139833711262246;0.000311407080919257;0.00670897552130593;-0.000785522774974012;-0.0418377321603108;0.0525059665871109;-0.0392685117152438;0.0365936299977412
-0.068601583113459;-0.00248382923673995;-0.011070110701107;-0.0138949196699948;0.0064020486555698;0.0034129692832765;-0.0319148936170213;-0.027399848828424;0.00108992478321157;0.0261106074342702;0.00544830540078312;-0.0543499511241465;-0.134844868735082;-0.00416360519226064;0.046758527219336
0.0131926121372057;0.0583699870633891;0.00369003690036862;-0.0495006513243595;0.030729833546735;0.104095563139936;-0.266400709219858;-0.0566893424036281;0.00108992478321157;-0.00235720761559421;-0.000201416096147988;-0.178885630498533;0.00357995226730307;0.0844150542901475;-0.0241698667269034
-0.0844327176781025;-0.0240103492884916;-0.0295202952029512;-0.0386452453321759;0.0486555697823303;-0.0654152445961378;-0.0474290780141848;-0.0500755857898696;0.000467110621376943;-0.009066183136899;-0.00229614349607787;-0.0213098729227741;0.0644391408114559;-0.0374724467303456;-0.0596340637000227
0.0343007915567333;-0.0306338939197876;-0.0295202952029523;-0.0325662179765523;0.110115236875801;-0.0335608646188837;0.0669326241134748;-0.0319349962207087;-0.00604848368705868;0.040435176790571;-0.00475341986907263;-0.00957966764418591;-0.0584725536992843;-0.0377173646828315;-0.0429184549356222
0.0554089709762531;-0.0420698576972831;-0.0405904059040592;-0.0555796786799831;-0.0179257362355955;-0.0534698521046653;0.0137411347517739;-0.0156840513983389;0.00170076174962741;0.0598368087035359;-0.000986938871122112;-0.0146627565982405;-0.00954653937947469;-0.0524124418319867;-0.00361418567878902
0.0422163588390475;-0.0426390685640413;-0.0147601476014756;0.0751194094659145;0.0192061459667094;0.0182025028441415;0.036347517730496;0.0313681027966724;-0.00184448809466653;0.058748866727108;0.00270904649318049;0.00547409579667679;-0.0584725536992843;-0.0599232590415556;0.00293652586401605
0.155672823218999;0.0140750323415317;0.0147601476014756;0.0295267042987412;0.00384122919334187;0.0455062571103529;0.098847517730496;0.0103930461073355;0.00933023523211918;0.0250226654578423;0.00264862166433344;0.0330400782013683;0.0393794749403342;0.0200832721038454;-0.00316241246894083
0.0817941952506569;0.0240103492884758;0.0295202952029523;0.0542770299609196;-0.0140845070422533;0.00853242320819114;0.0265957446808511;0.0566893424036281;0.00188041968092645;-0.0130553037171351;-0.00248748878741656;0.0471163245356774;0.0274463007159906;0.0329822842681045;0
