# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP276A
# prediction_type;rolling
# method; Part-GFS_te(n_components=3)
"GDP276A";"GDP275A";"GDP282A";"GDP257"
0.000314374787142068;0.00045504962885013;9.77987139469153e-05;0.00509430094300943
0.000925659095473875;0.00114710427272643;-3.25995713156481e-05;0.00197826978269784
0.00116144018583044;0.000843737853492967;9.77987139469153e-05;-0.00219352193521937
0.000681145372141149;6.63614042073269e-05;0.000399344748616551;0.0056478064780648
0.000925659095473875;0.00142203009015669;0.000513443248221276;-0.00338253382533827
0.00101298542523556;0.000673094242674189;2.44496784867288e-05;-0.0043870438704387
0.000864530664640698;0.00112814387152432;0.000162997856578183;-0.000635506355063562
0.000261978989285069;0.000407648625844916;-0.000431944319932171;-0.0020090200902009
0.000532690611546287;-0.00116606467392851;0.000529743033879086;0.00231652316523166
0.000646214840236463;0.00054037143425957;4.07494641445675e-05;0.0038130381303813
0.00050649271261778;-0.000132722808414654;-0.000122248392433644;0.00548380483804836
0.000899461196545383;0.000853218054094024;0.000236346892038369;0.00361828618286184
0.000637482207260315;0.000720495245679403;-1.62997856578383e-05;0.00521730217302173
0.000480294813689273;0.000398168425243894;-5.70492498023481e-05;0.00143501435014351
0.000401701116903753;0.00113762407212538;-0.000187447535064912;-0.000871258712587135
0.000637482207260313;0.000502450631855344;3.25995713156193e-05;0.00207052070520703
0.000375503217975246;-4.74010030052149e-05;-0.000529743033879086;0.0083538335383354
0.00050649271261778;0.00146943109316194;-0.00152402995900605;0.00488929889298893
0.000716075904045835;0.000540371434259536;0.000896488211180018;0.00618081180811809
0.000724808537022016;0.00117554487452953;-0.00127138328130984;0.00759532595325953
0.00074227380297431;9.4802006010461e-05;0.00217602138531878;-0.000553505535055371
0.000812134866783684;0.000568812036062672;0.000383044962958742;0.00331078310783108
0.000724808537022016;0.000843737853493001;0.0029828607753808;0.00153751537515377
0.0005850864094033;0.000824777452290888;-0.000122248392433644;0.00964534645346453
0.000654947473212642;0.00198136192561834;0.000154847963749293;0.00618081180811805
0.000681145372141149;0.00139358948835356;-0.000130398285262564;0.00613981139811398
0.000890728563569206;0.00078685664988673;0.0039363982363632;0.00523780237802382
0.000951856994402398;0.00292938198572283;-0.00206192288571405;0.00895858958589583
0.00132736021237761;0.00209512433283085;0.00518333183918631;-0.00322878228782289
0.00133609284535382;0.00189604012020897;-0.0008883383183511;-8.20008200081851e-05
0.00150201287190098;0.00175383711119326;0.00321105777459025;-0.00740057400574007
0.000847065398688372;0.000530891233658515;0.000293396141840745;-0.00558630586305861
0.00101298542523556;0.000862698254695045;0.000497143462563467;0.00593480934809348
0.00120510335071129;0.00248381255747372;0.000847588854206559;0.00233702337023368
0.00148454760594865;0.00184863911720373;0.002876912168605;0.00747232472324721
0.00195610978666178;0.00264497596769148;0.00262426549090879;0.00601681016810172
0.00193864452070945;0.00247433235687269;0.00145883081637475;-0.00131201312013121
0.00182512029201924;0.00266393636889355;5.70492498023767e-05;0.00367978679786797
0.00202597085047112;0.00283457997971237;0.0062265181212867;0.00624231242312424
0.00217442561106598;0.00217096593763923;0.00314585863195898;0.00826158261582613
0.00232288037166088;0.00369727823440744;0.00245311774150171;0.00119926199261994
0.0022530193078515;0.00387740204582728;0.000619391854997112;0.00456129561295614
0.00231414773868469;0.00328014940796147;0.00255906634827752;-0.0069188191881919
0.00232288037166085;0.00367831783320537;-0.000154847963749295;-0.00100451004510044
0.00228794983975619;0.00320430780315312;0.00644656522766726;-0.00593480934809348
0.00229668247273237;0.00210460453343191;-0.00477583719774084;0.00463304633046333
0.00282064045130248;0.00260705516528732;0.00141808135223021;0.000194751947519459
0.00249753303118421;0.000966980461306569;0.00468618837662284;0.00602706027060271
0.00263725515880295;0.00280613937790923;0.00365930188018026;0.0112136121361213
0.00278570991939779;0.00261653536588834;0.00346370445228646;0.00541205412054124
0.0018862487228524;0.00190552032081;0.00287691216860499;0.00801558015580156
0.00227921720678005;0.00307158499473847;0.00269761452636898;0.0132636326363264
0.00157187393571034;0.00119450527573164;0.000872038532693284;0.00553505535055351
0.00202597085047113;0.00268289677009563;0.00321920766741917;0.00343378433784339
0.00192117925475709;0.00343183261757821;0.00604722047905071;0.0148011480114801
0.00170286343035289;0.00588720457324879;0.0027057644191979;0.0142168921689217
0.00306515417463518;0.008901908364381;0.00507738323241047;0.00299302993029932
0.00342319212665815;0.00801076950788278;0.00718820547509802;-0.00103526035260354
0.00338826159475342;0.010380819658144;0.00385489930807409;-0.00352603526035261
0.00447110808379834;0.0155570091863144;0.00499588430412139;-0.00817958179581796
0.00516971872189183;0.0119166121555133;0.00532188001727779;-0.0048687986879869
0.00504746186022551;0.0100584928377084;0.00750605129542546;-0.00587330873308733
