# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP287A
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=3)
"GDP287A";"FMRRA";"GDP273A";"GDP279A"
-0.000806052107910227;-0.000102681564050132;0.00048673169402096;0.00256131636137846
-0.00117549265736908;0.000151105256187526;0.00102213655744408;0.00204387871261515
0.000268684035970076;-0.000109099161803332;0.00103187119132451;0.000879644002897623
0;-0.000266622015744237;0.000389385355216782;7.7615647314502e-05
0.000394629677831053;-0.000156939435963049;0.00110974826236786;0.000452757942667956
0.00211588678326433;0.000424144869684784;0.000798239978194427;-0.000465693883887009
0.0016288969680686;0.000316795961814127;0.000944259486400694;-0.00173341612335714
-0.000377836925582933;-5.89252157334421e-05;0.000340712185814693;-0.000633861119735065
0.000369440549458858;-0.000242701878664111;-3.89385355216579e-05;-0.000465693883887009
-0.000235098531473805;0.000234534026978414;0.000739832174911872;-0.000478629825106062
0.000814448484034272;0.000435813229236009;0.000223896579249687;0.000258718824381702
0.0012174745379894;-0.000200695784280095;0.000895586316998605;1.29359412190527e-05
0.000436611558451399;-4.66734382052541e-06;0.000759301442672736;0.000633861119735065
0.000931997749771174;5.25076179802421e-05;0.000515935595662256;-0.000116423470971753
0.00159531146357233;0.000241535042709113;0.000613281934466433;-0.000491565766325115
0.000621331833180814;-6.94267393293122e-05;0.000593812666705603;0.000323398530477059
0.000201513026977533;-8.98463685440885e-05;0.000292039016412605;-0.000245782883162558
-0.000520575319692001;0.000142353986524331;0.000992932655802818;0.000336334471696112
