# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;CES088
# prediction_type;rolling
# method; Part-GFS_te(n_components=12)
"CES088";"GDP285A";"LHNAG";"FM2";"GDP276_3";"GDP273A";"GDP274_3";"GDP275_2";"EXRJAN";"GDP274_2";"GDP276A";"GDP276_6";"FYBAAC"
0.0040451710770268;0.00028715488627821;0.00656226174360847;0.000558146779622885;0.000535361300241595;0.00048673169402096;-0.000904498838066846;0.00236947982761638;0;0.00283483424773029;0.000314374787142068;0.000709594376052017;0.00680457267283585
0.0030338783077701;0.0005996469684045;0.00487404502948582;0.000514879587404103;0.00150312980452447;0.00102213655744408;0.000250476601310837;0.00349856081929932;0.000311407080919257;0.000806461467026592;0.000925659095473875;0.000660087791676294;0.0133369624387594
0.00320242710264622;0.00182427810106164;0.00123309838335665;0.000134128295878319;0.0013246760377773;0.00103187119132451;0.000264391968050295;0.00147893707361296;0.00108992478321157;-0.000378792507239711;0.00116144018583044;0.00103138717449421;0.0127925966249315
0.00359570762402323;-0.000464515257214764;0.0050218612394786;0.000203355803428536;0.00131781243136394;0.000389385355216782;0.0020038128104866;0.00198781864732917;0.00108992478321157;0.00312809296301272;0.000681145372141149;8.2510973959493e-06;0.00299401197604816
0.00314624417102143;0.000143577443139105;0.00839440476746134;0.000311523783975567;0.00104326817482979;0.00110974826236786;0.00151677497460448;0.00415056533562323;0.000467110621376943;0.00193061987560947;0.000925659095473875;0.00131192448595664;-0.00517147523135521
0.00320242710264622;0.00102193356587251;-0.00266069177986275;0.000696601794723171;0.000569679332308357;0.000798239978194427;0.00115497543937768;0.00292606904886861;-0.00604848368705868;0.000647612996248687;0.00101298542523556;0.00108089375886992;-0.0117038649972787
0.00207876847013819;-0.000515189648910922;-0.00119030948046492;0.000579780375732212;0.000150999341093798;0.000944259486400694;0.000918414204806403;0.00152664472114874;0.00170076174962741;-0.000256601375872162;0.000864530664640698;0.000866365226575138;-0.000544365813826324
0.00191021967526207;0.000177360370936524;-0.000132256608940149;0.000696601794723179;0.000404952778387859;0.000340712185814693;0.000570530036319162;0.000779224909753028;-0.00184448809466653;-0.00145407446327545;0.000261978989285069;0.000247532921878605;-0.00272182906913504
0.00230350019664085;-0.000261817690430131;0.00212388554357465;0.000757175863829446;0.000350043927081058;-3.89385355216579e-05;0.000542699302840048;-0.00157435236868465;0.00933023523211918;0.000232163149598674;0.000532690611546287;0.000181524142710983;-0.00381056069678769
0.00309006123939488;-0.000228034762632712;3.88990026256239e-06;0.000705255233166988;-0.000411816384801245;0.000739832174911872;0.000445291735663743;0.00391202709794384;0.00188041968092645;-0.00166179938660063;0.000646214840236463;0.00061058120730057;0.00734893848666305
