# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; LBPUR7
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=2)
# prediction_type; rolling
LBPUR7;PW561R;GDP284A
0.00832972218209829;-0.000384141000141891;0.000287530421745538
0.00155680742131705;-0.00268167019131771;0.00248508435937196
0.0036272007960582104;-0.0037523135080320103;0.00325525513190455
0.0202384964771214;-0.000593845166715692;0.00031833725264684504
-0.00012839648835608799;-0.000944272634826132;-0.00041075774535072795
0.00524820646155336;-0.0009406644373916859;0.0014581899959951099
-0.00215064117996385;-0.00086717734101649;-0.0009960875324755481
0.007093905981671409;-0.000325814340693995;0.0014581899959951099
0.0149421413324345;0.0010419129168482801;0.00404596379170477
0.00369139904023631;-0.00101589813976269;-0.00057506084349104
0.0059864862696006;-0.000438100424281759;0.0023105123175979
0.0130001444460494;-0.000855960579987478;0.00052371612532217
0.00296916879323331;-0.00086134973119617;-0.0029574557665253
0.0043654806041055795;-0.000653008936359667;-0.000195109929041582
0.00752724412987318;-0.000321993017697766;0.00043129563261825097
0.00702970773749319;-0.000700266904283112;0.000431295632618289
0.00364325035710279;-0.000800376738470124;-0.000441564576252032
0.00449387709246155;-0.0008887286761596199;-0.000729094997997571
0.009661835748792329;-0.00271492745899046;0.000308068309013063
-0.00531240470573136;-0.000938289095192293;0.000780439716166403
0.0103680164347505;-0.0006159914842294031;-9.24204927039186e-05
0.0121334681496461;-0.000659077688306808;0.00248508435937192
0.00316176352576761;-0.000598710457441892;0.00341955823004489
0.000995072784759299;-0.000836677158618668;0.007136915825469041
0.000320991220890049;-0.000666572580722558;-0.00106797013791194
0.008426019548365441;-0.000594351486831318;0.00031833725264684303
0.0108174041439965;-0.000613067525367897;-0.00119119746151713
0.00929269584476877;-0.00107379029602771;0.00538092646409461
0.00775193798449597;-0.00110746760998209;0.0027110011193148898
0.00650007222302471;-0.000634515766628013;0.0038611228062968897
0.00630747749049065;-0.000213003992235075;0.00575060843491033
0.0122297655159131;-0.00099580039298218;0.0058841047021492895
0.0124544593705364;-0.00138129986164628;-0.00044156457625203093
0.004798818752307;-0.0008808439655280109;-0.000349144083548115
0.00404448938321531;-0.0016121237667241599;0.00192029245951467
0.0221162951193285;-0.00238808526293445;0.00252616013390704
0.00861861428089952;-0.0023991223110307897;0.0072087984309054
0.00388399377277038;-0.0007383543061272451;-0.0043232252698164894
0.00932479496685751;-0.00242360291263867;0.00250562224663949
0.0010271719068484198;0.000209353157050993;0.00542200223862969
0.000369139904023597;0.00535452034586582;0.000605867674392309
0.00524820646155322;-0.002398745281613;0.00494963083147636
0.0052482064615532705;-0.0023311787033967898;0.008410264836056341
0.0032099122089011;-0.00216333477291265;-0.000349144083548109
0.00345065562456875;-0.00208105975077054;0.007332025754510609
0.00863466384194383;-0.0049854497429456706;-0.0008112465470676981
-0.00470252138603994;0.00218199947933941;0.00139657633419253
0.015118686503923999;0.0101709485400819;0.0111212659553711
0.00834577174314277;-0.0023892452270794;0.000965280701574242
