# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHUR
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=2)
"LHUR";"GDP261";"FSDXP"
-0.00458715596330234;-0.0166276903563359;0.00866666666666605
-0.0229357798165141;-0.0129513654920925;0.0253333333333339
0.0229357798165141;-0.00810575131792773;-0.0233333333333339
0.0137614678899083;-0.0254469063379444;0.0459999999999998
0.0458715596330267;-0.0495263387371676;-0.0186666666666658
0.142201834862384;-0.110705933647786;0.0459999999999999
0.045871559633028;0.00832375440960795;-0.136666666666668
-0.0366972477064222;0.0484660509730865;-0.0660000000000001
0.00458715596330228;-0.00976059296840937;0.034
-0.00458715596330228;-0.0180744381465773;0.0126666666666679
0;-0.0398351103888383;0.077333333333332
0.114678899082568;-0.0488326925363668;0.048666666666668
0.0825688073394492;-0.0246541678227437;0.102
0.0825688073394492;-0.0127432716318522;-0.024
0.0642201834862387;-0.00123865393000119;0.0219999999999999
0.105504587155967;0.0285088588529074;-0.219333333333334
-0.0412844036697246;0.0711780094335883;-0.0566666666666661
-0.0321100917431281;0.0579194577668556;-0.076666666666668
-0.105504587155958;0.054173768282532;-0.0113333333333319
-0.114678899082569;0.0253775417178643;0.00533333333333197
-0.0917431192660535;0.0174204288715367;0.040666666666668
-0.0596330275229365;0.0119108961908915;0.0486666666666661
0;-0.00630227119584614;-0.00866666666666605
-0.0183486238532105;0.000673827737920629;-0.012
-0.00917431192660589;-0.00202148321376189;-0.048666666666668
0.00917431192660589;0.00517261881168501;-0.019333333333332
-0.0137614678899082;0.0083039359467279;-0.013333333333334
-0.0229357798165142;0.0157457687581751;-0.0313333333333341
0;0.0289349558048278;-0.0733333333333319
0.0183486238532119;0.0392009195766777;-0.0606666666666679
-0.0275229357798163;0.011474890007531;-0.000666666666666094
-0.0183486238532118;-0.00136747393872139;0.00466666666666599
-0.0321100917431187;-0.00198184628800191;-0.0786666666666661
-0.0458715596330268;0.00329977406952314;-0.0106666666666659
-0.0366972477064223;-0.00228903246264212;-0.042
-0.0229357798165141;0.00370605255856349;0.154666666666666
-0.0183486238532105;-0.0164195964960958;0.00533333333333397
-0.0321100917431186;0.00590590193824575;0.0166666666666661
0;0.000455824646240333;0.00933333333333386
-0.0183486238532118;0.00655991121328636;-0.00666666666666782
-0.0183486238532105;-0.00492488802568469;-0.00533333333333208
0.0045871559633022;-0.0222264061199413;-0.024
0;-0.00792738515200775;-0.04
0.0183486238532118;-0.0151115779460144;0.00400000000000011
-0.00917431192660589;0.00716437433112688;0.028666666666666
0.00458715596330234;-0.0273692972373062;-0.00866666666666605
0.0504587155963305;-0.0388739149391574;0.0373333333333321
0.059633027522935;-0.0357525070355543;0.052666666666668
0.0642201834862386;-0.0362578778389949;-0.0820000000000001
0.0321100917431187;0.013526100915613;-0.0519999999999999
0.00458715596330361;0.0243271631852233;-0.013333333333334
0.0321100917431186;0.0134170993697729;-0.00333333333333402
0.0366972477064224;0.0318581790796306;-0.036666666666666
0.0321100917431186;0.0251199017004241;0.0146666666666659
0.0045871559633025;0.00157556779896162;-0.00666666666666593
-0.0366972477064211;0.0232074200325023;-0.00133333333333407
-0.03211009174312;0.00322050021800313;-0.033333333333332
-0.00917431192660456;0.00834357287248799;-0.00333333333333402
-0.0366972477064224;0.0247928970629037;-0.00666666666666593
-0.0229357798165141;0.037407348686036;-0.00933333333333397
-0.00917431192660456;0.0154088548892147;0.000666666666665983
-0.0504587155963305;0.0267648341194658;0.030666666666668
-0.0275229357798164;-0.00865075904712836;-0.012
-0.0504587155963305;-0.01041460224345;0.00933333333333208
-0.0229357798165127;-0.0179158904435371;-0.0100000000000001
0.0275229357798163;-0.0251199017004242;-0.040666666666666
0;0.0236335169844227;-0.0279999999999999
-0.0137614678899082;0.0178762535177772;-0.0220000000000001
-0.00458715596330367;0.0209877521899401;-0.022
-0.00458715596330223;0.0348012208173135;-0.00599999999999995
-0.0321100917431186;-0.00230885092552224;0.00266666666666593
0.00917431192660456;-0.00879939751872838;-0.038
-0.0137614678899083;0.0028934955804828;-0.025333333333332
-0.0321100917431186;0.0107019699552102;-0.01
-0.0183486238532105;0.00390423718736366;-0.042666666666668
-0.0275229357798164;0.00880930675016856;-0.00533333333333198
-0.00458715596330356;0.0180447104522573;-0.015333333333334
-0.0321100917431186;0.0246640770541837;-0.021333333333334
0.0183486238532104;0.0249316263030639;0.00866666666666799
-0.0137614678899081;0.0225831384517817;-0.00466666666666798
-0.0183486238532105;0.00830393594672807;-0.032666666666666
-0.00458715596330223;0.00837330056680796;-0.011333333333334
-0.0045871559633037;0.00577708192952553;-0.000666666666666014
-0.0229357798165127;0.0120892623568116;-0.00333333333333399
-0.0045871559633037;0.0100776883744896;-0.00666666666666602
-0.0137614678899081;-0.00894803599032856;-0.00933333333333399
0.00917431192660592;-0.0204922906179398;-0.00933333333333199
-0.0137614678899082;0.000881921598160806;0.014
0.0458715596330268;0.00530143882040512;0.014
0.0229357798165142;0.0135954655356931;0.00733333333333204
0.059633027522935;0.00447897261088437;0.02
0.0917431192660551;-0.00951286218240921;0.00466666666666802
0.0275229357798164;0.0247829878314638;-0.000666666666668016
0.0183486238532105;0.0233758769669825;0.02
-0.0137614678899083;0.0051131634230448;0.053333333333334
0.0183486238532118;0.0164493241904158;0.00533333333333399
0;0.0107713345752902;0.021333333333332
0.036697247706421;0.0270621110626662;-0.029333333333332
0;0.0565420745966941;-0.00133333333333399
-0.0412844036697245;0.0295988743113084;-0.01
-0.0183486238532105;0.0117226207935315;-0.009333333333334
-0.0137614678899083;0.0471679416544453;0.012
-0.0229357798165141;0.0128621824091323;0.018
0;0.00746165127432707;-0.00866666666666599
-0.0229357798165127;0.0248919893773039;0.00466666666666604
-0.0183486238532118;0.0302429743549093;0.015333333333334
-0.0229357798165127;0.0131099131951323;-0.00466666666666601
-0.0045871559633037;0.000654009275040668;0.007333333333332
-0.0275229357798164;-0.0121189900511315;-0.00333333333333199
-0.00917431192660459;-0.0585140116532562;0.011333333333332
-0.00458715596330356;-0.074021958856871;0.00133333333333399
-0.0275229357798164;-0.0628146180982203;-0.020666666666666
0.00917431192660592;-0.0488723294621271;0.00666666666666602
0.00458715596330223;-0.0324923698917912;-0.004
0.0229357798165142;-0.0585437393475761;0.009333333333334
0.0137614678899081;-0.0746561496690319;0.00800000000000001
0.0183486238532105;-0.063537991993341;0.044
0.0596330275229364;-0.0297871497086686;-0.00466666666666804
0.0963302752293574;-0.0350588608347536;0.037333333333334
0.110091743119266;-0.0490804233223671;0.138
