# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHUR
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=2)
"LHUR";"GDP261";"FSDXP"
-0.10091743119266;0.0131693685837726;-0.00733333333333414
0.0229357798165142;-0.00726346664552694;-0.0126666666666659
0.0458715596330267;-0.0109893376669706;0.011333333333334
-0.0642201834862386;0.0105037853264101;0.0359999999999999
0.0137614678899081;-0.0309762574814698;0.010666666666666
0.0412844036697246;-0.0104839668635301;0.00600000000000006
0.100917431192661;-0.000455824646240431;0.00333333333333402
0.0733944954128432;0.00129810931864125;-0.0720000000000001
0.0275229357798164;0.00120892623568116;-0.038666666666668
-0.0321100917431186;0.0182230766181775;-0.00200000000000006
-0.0779816513761469;0.0119208054223315;-0.0159999999999999
-0.0779816513761469;0.00661936660192634;0.0186666666666679
-0.0137614678899083;0.0117127115620913;0.085333333333332
0.00458715596330367;-0.00032700463752032;0.0466666666666679
-0.00458715596330367;-0.000505370803440507;-0.0159999999999998
0.0321100917431201;0.0139125609417734;-0.05
-0.00458715596330372;0.0286872250188275;-0.0280000000000001
-0.0321100917431186;0.00790756668912762;-0.00333333333333402
0.00917431192660589;0.0132585516667327;-0.00466666666666599
-0.0137614678899081;0.0274882080145864;-0.012
-0.0366972477064223;-0.023970430853383;-0.00533333333333402
-0.0275229357798164;-0.00739228665424704;-0.00466666666666599
-0.00458715596330223;-0.00810575131792783;-0.002
-0.00917431192660592;0.00151611241032144;0.000666666666666038
-0.0321100917431188;0.00342859407824332;-0.00200000000000006
-0.0412844036697246;0.00173411550200164;0.012666666666666
-0.0366972477064223;-0.00960204526536916;-0.013333333333332
-0.0321100917431186;0.00984977605136945;0.0253333333333319
-0.00458715596330363;-0.0355840501010742;0.0333333333333341
-0.00917431192660451;-0.0132684608981727;0.060666666666666
-0.00917431192660592;-0.0414205874192398;0.0193333333333339
0.0183486238532104;-0.0106226961036902;-0.0566666666666659
0;0.0389630980221174;-0.036
-0.00458715596330229;0.0191347259106583;-0.019333333333334
0.0137614678899082;0.0233560585041024;0.000666666666666094
-0.0229357798165141;0.00258630940584252;0.0273333333333339
-0.0229357798165127;0.0107812438067303;-0.037333333333334
-0.00458715596330363;0.00785802053192761;-0.00599999999999995
-0.0183486238532105;0.00554916960640528;-0.020666666666666
0;0.0162412303301756;0.036
0.00458715596330229;-0.0050239803400848;-0.00133333333333407
0.0183486238532118;-0.00376550794720364;0.0486666666666681
0;-0.0335229299615522;0.00800000000000001
0.0825688073394491;0.000842284672400814;0.0453333333333321
0.0825688073394493;-0.0283701296127472;0.0819999999999999
0.0550458715596327;0.0211661183558604;0.00133333333333407
0.0917431192660538;0.0441158983709223;-0.078
0.0137614678899081;0.0247037139799437;-0.0880000000000001
-0.00458715596330223;0.0491795156367672;-0.031333333333334
0.0183486238532104;0.0264378294819454;0.018
-0.0137614678899082;0.0218201276309009;0.011333333333334
-0.0229357798165127;0.0390027349478775;-0.055333333333334
-0.00917431192660595;0.0122279915969717;-0.010666666666666
-0.0183486238532105;0.00148638471600132;-0.00333333333333391
-0.0275229357798164;0.0227813230805819;-0.0186666666666661
-0.0596330275229364;0.0221669507313013;0.00466666666666599
0;-0.0346922192714733;0.0433333333333341
-0.0183486238532105;-0.0274584803202664;0.024
-0.00458715596330223;-0.0296484204685084;0.052
0.0504587155963291;-0.0432934321614016;0.0659999999999999
0.00917431192660592;-0.0239010662333029;0.052
0.0596330275229351;-0.0172717903999366;0.192666666666666
0.13302752293578;-0.066609853739744;0.078
0.229357798165137;-0.027151294145626;-0.122666666666666
0.0825688073394494;0.00886876213880848;-0.110666666666666
-0.0550458715596329;0.0293610527567482;0.022
-0.0229357798165141;0.0197391890284989;-0.0226666666666681
-0.0779816513761469;0.0480795909469262;-0.0873333333333319
-0.0229357798165128;0.0149034840857743;0.00333333333333197
0.0229357798165128;-0.00872012366720834;-0.00533333333333208
0.00458715596330372;0.0668476752943041;0.0486666666666661
-0.0366972477064225;0.0178663442863372;0.05
-0.0504587155963304;0.0697213524119069;0.0593333333333339
-0.0321100917431186;-0.00214039399104199;0.044666666666666
-0.0321100917431187;-0.00891830829600859;0.064666666666666
-0.0458715596330281;0.00331959253240327;0.092666666666668
-0.0458715596330269;0.032264457568671;-0.045333333333334
0.00458715596330223;0.00978041143128933;-0.0439999999999999
-0.0183486238532104;-0.00250703555432241;0.053333333333334
