# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS12
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=5)
"IPS12";"CPIAUCSL";"GDP284A";"HHSNTN";"HSFR";"FSDXP"
0.007797060644623;0.000263675531438038;0.000287530421745538;0.0238907849829351;-0.0667044595616043;-0.00733333333333414
0.00445552512412725;0.000791026594314095;0.00248508435937196;-0.00910125142206997;-0.0139833711262246;-0.0126666666666659
-0.00413705668434964;0.00093165354441457;0.00325525513190455;0.0034129692832765;-0.027399848828424;0.011333333333334
0.0155936879988521;0.000140626950100457;0.000318337252646845;0.104095563139936;-0.0566893424036281;0.0359999999999999
0.00222797920726053;0.000931653544414027;-0.000410757745350728;-0.0654152445961378;-0.0500755857898696;0.010666666666666
-0.00493301113859615;8.78918438128604e-05;0.00145818999599511;-0.0335608646188837;-0.0319349962207087;0.00600000000000006
-0.00270503193133557;0.00100196701946454;-0.000996087532475548;-0.0534698521046653;-0.0156840513983389;0.00333333333333402
-0.00620601831691769;0.000316410637725634;0.00145818999599511;0.0182025028441415;0.0313681027966724;-0.0720000000000001
0.0151170685651722;-5.27351062876149e-05;0.00404596379170477;0.0455062571103529;0.0103930461073355;-0.038666666666668
0.00811552908440057;0.000615242906688936;-0.00057506084349104;0.00853242320819114;0.0566893424036281;-0.00200000000000006
0.013048106932603;0.000228518793912774;0.0023105123175979;-0.00910125142207152;0.016817838246406;-0.0159999999999999
0.00286404950602685;0.000615242906688936;0.00052371612532217;0.0711035267349263;-0.0156840513983334;0.0186666666666679
0.00763804306993167;0.000597664537926024;-0.0029574557665253;-0.0847554038680322;0.0621693121693085;0.085333333333332
0.00397803910965846;0.000457037587826109;-0.000195109929041582;-0.0437997724687129;-0.0226757369614513;0.0466666666666679
0.00175049319279034;0.0003867241127756;0.000431295632618251;0.0728100113765626;0.0808767951625113;-0.0159999999999998
0.012093568194059;0.000509772694113706;0.000431295632618289;0.00967007963595057;-0.0916477702192006;-0.05
0.00652405346630154;0.000298832268962757;-0.000441564576252032;-0.0705346985210457;0.129251700680272;-0.0280000000000001
0.00381902153496584;0.000984388650702167;-0.000729094997997571;0.0273037542662113;0.0185185185185204;-0.00333333333333402
0.00684208861568521;0.000439459219063215;0.000308068309013063;0.0102389078498293;-0.0234315948601644;-0.00466666666666599
0.00541049715306505;0.000667978012976533;0.000780439716166403;0.0278725824800905;0.00907029478458043;-0.012
0.0127296384928253;0.000263675531438037;-9.24204927039186e-05;-0.0216154721274182;-0.0897581254724149;-0.00533333333333402
0.00525104628797991;0.00036914574401325;0.00248508435937192;0.0255972696245733;0.0228647014361337;-0.00466666666666599
0.00175092648318553;0.000755869856788849;0.00341955823004489;0.0329920364050119;-0.0173847316704478;-0.002
0.0233911819338703;0.000509772694113706;0.00713691582546904;0.0307167235494878;-0.0523431594860148;0.000666666666666038
0.00493257784820095;0.00105470212575213;-0.00106797013791194;0.0136518771331057;0.0353363567649264;-0.00200000000000006
0.00445595841452115;0.000492194325350829;0.000318337252646843;0.015358361774744;0.00736961451247165;0.012666666666666
0.0111381628747261;0.000878918438126956;-0.00119119746151713;0.0273037542662113;0.0236205593348469;-0.013333333333332
0.00843399752417823;0.00156447481986586;0.00538092646409461;-0.0989761092150165;-0.0804988662131519;0.0253333333333319
0.00604656745183266;0.00152931808234059;0.00271100111931489;-0.0773606370876054;-0.0625472411186734;0.0333333333333341
0;0.001476582976053;0.00386112280629689;-0.0784982935153579;-0.105820105820102;0.060666666666666
0.010183624136181;0.00140626950100247;0.00575060843491033;-0.00455062571103426;-0.0863567649281955;0.0193333333333339
-0.00128167298620713;0.000439459219063739;0.00588410470214929;0.0767918088737198;0.0854119425547999;-0.0566666666666659
0.00148488618111367;0.00105470212575215;-0.000441564576252031;-0.0136518771331058;0.075018896447466;-0.036
0.000646035977834608;0.00175783687625339;-0.000349144083548115;0.0034129692832765;0.103741496598639;-0.019333333333334
0.0221173081747597;0.0019336205638791;0.00192029245951467;-0.0494880546075084;0.0273998488284239;0.000666666666666094
0.00588321697319799;0.00175783687625338;0.00252616013390704;0.0250284414106927;0.00547996976568038;0.0273333333333339
0.00589838213699595;0.00175783687625339;0.0072087984309054;-0.0523321956769041;0.000188964474682418;-0.037333333333334
0.00786898685007029;0.00246097162675514;-0.00432322526981649;-0.00853242320819103;0.0370370370370352;-0.00599999999999995
0.0123674077232274;0.00228518793912946;0.00250562224663949;0.0375426621160407;0.0347694633408901;-0.020666666666666
0.00874813306001376;0.00228518793912998;0.00542200223862969;0.0762229806598392;0.0544217687074829;0.036
-0.00556821485657347;0.00298832268963069;0.000605867674392309;-0.0881683731513068;-0.0755857898715023;-0.00133333333333407
0.0120736368359223;0.00263675531438034;0.00494963083147636;-0.0858930602957914;-0.0759637188208616;0.0486666666666681
-0.00686808603934053;0.00298832268963122;0.00841026483605634;-0.109215017064846;-0.0559334845049149;0.00800000000000001
-0.00816752393171127;0.00316410637725641;-0.000349144083548109;-0.0716723549488049;-0.0430839002267574;0.0453333333333321
0.00699677328643439;0.0028125390020055;0.00733202575451061;-0.0602957906712165;0.0434618291761167;0.0819999999999999
-0.00435630162384318;0.0021094042515043;-0.000811246547067698;0.0426621160409554;0.0965608465608447;0.00133333333333407
-0.00692398050019821;0.00298832268963122;0.00139657633419253;-0.0409556313993173;0.126606198034773;-0.078
0.0264853086392467;0.00175783687625339;0.0111212659553711;0.0529010238907849;0.0678382464096713;-0.0880000000000001
0.00854578644589599;0.00193362056387907;0.000965280701574242;0.0130830489192268;0.109977324263039;-0.031333333333334
0.0107165713211163;0.00210940425150431;-0.001817603023177;0.0312855517633667;0.0417611489040079;0.018
0.0159095566962643;0.00158205318862819;0.00243373964120305;0.0147895335608651;0.0610355253212416;0.011333333333334
0.0180686427308382;0.00175783687625339;0.011706595742496;0.16268486916951;0.115835222978078;-0.055333333333334
0.00767010655910705;0.00140626950100303;0.00319364147010197;-0.072241183162684;-0.0933484504913096;-0.010666666666666
0.0111693597831126;0.00175783687625337;0.00155061048869906;0.0978384527872572;0.0738851095993992;-0.00333333333333391
0.0215817612474603;0.00228518793912999;0.00930366293219415;-0.0563139931740613;0.0296674225245634;-0.0186666666666661
0.0111086991279165;0.00351567375250678;0.0118914367279038;-0.21103526734926;-0.0258881330309921;0.00466666666666599
-0.00177519074526428;0.0047461595658846;0.0194083034678223;-0.114903299203639;-0.135676492819348;0.0433333333333341
-0.00371979803468186;0.00457037587825941;0.0262268820406445;-0.0608646188850969;-0.0697278911564626;0.024
0.00548199006811845;0.00597664537926194;0.0243887411301999;0.012514220705348;-0.211829176114892;0.052
-0.0201839664355933;0.00720713119263976;0.0350170977911502;-0.199658703071671;-0.0319349962207087;0.0659999999999999
0.00312359045218624;0.00667978012976371;0.0184635606535156;0.147326507394766;-0.040060468631899;0.052
0.000397760581926365;0.00720713119263926;0.0312792023084585;-0.0682593856655287;-0.177248677248674;0.192666666666666
-0.0255125717041441;0.0080860496307667;0.0298723570306322;-0.0995449374288954;-0.101473922902494;0.078
-0.0435287862972778;0.00580086169163677;0.0174572041774063;0.00967007963594874;-0.026832955404386;-0.122666666666666
0.0178013025575837;0.00333989006488161;-0.00187921668497965;0.262229806598407;0.0536659108087681;-0.110666666666666
0.0318325453947513;0.00562507800401155;-0.00189975457224717;0.04778156996587;0.101473922902494;0.022
0.0132807838743179;0.00527351062876069;0.00383031597539557;0.0130830489192268;0.051965230536661;-0.0226666666666681
0.0160014142598468;0.00333989006488158;0.00921124243949023;0.144482366325368;0.056878306878305;-0.0873333333333319
0.00490658042454573;0.00263675531438032;0.00702395744549766;0.0108077360637098;0.00434618291761335;0.00333333333333197
0.00611069443018197;0.00474615956588462;0.00384058491902939;0.0767918088737197;0.0608465608465589;-0.00533333333333208
0.0189356568097442;0.00439459219063373;0.011747671517031;0.0136518771331057;0.0761526832955386;0.0486666666666661
0.0149844817045288;0.0056250780040116;0.00753740462718594;-0.0227531285551773;0.0867346938775511;0.05
0.0109319166470602;0.00544929431638583;0.0100122200429242;-0.015358361774744;0.0421390778533672;0.0593333333333339
0.0067225004668709;0.00439459219063423;-0.00338875139914352;-0.0398179749715578;0.0512093726379422;0.044666666666666
0.0104652628924473;0.00474615956588464;0.00322444830100321;-0.0784982935153579;0.0376039304610714;0.064666666666666
-0.00210449144489777;0.00562507800401107;0.0134523161602366;-0.0403868031854384;-0.139455782312925;0.092666666666668
0.0196497193794764;0.00755869856789063;0.0173545147410685;-0.0580204778156992;0.161375661375663;-0.045333333333334
