# max_attributes; 10
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; CES015
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_KernelPCA_fit_inverse_transform_True_kernel_rbf(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto', fit_inverse_transform=True, gamma=None, kernel='rbf', kernel_params=None, max_iter=None, n_components=1, n_jobs=1, random_state=None, remove_zero_eig=False, tol=0)
# prediction_type; rolling
CES015;0
0.0545407503234097;-0.020959240666335085
-0.0179560155239221;0.06010853721713628
-0.00248382923673995;0.016225303569037498
0.0583699870633891;-0.013032409375150374
-0.0240103492884916;0.05870866686713616
-0.0306338939197876;0.01639685172211221
-0.0420698576972831;0.021513235377057325
-0.0426390685640413;-0.007313456511724664
0.0140750323415317;-0.05949736204424311
0.0240103492884758;-0.027643190731449004
0.0263389391979352;-0.02237734940881664
0.0244760672703803;-0.001682926401062826
0.0191979301422921;0.030568922194268853
0.00269081500647883;0.015470650613622076
0.0006209573091849879;-0.022213109388708976
0.0016558861578160901;-0.002101576844695685
0.0111772315653298;-0.037684223487476395
0.00501940491592257;0.00482701295837282
0.00708926261318477;-0.008555943230615502
0.00652005174644238;-0.006935620771865216
0.0108150064683105;-0.005668090247934539
0.0244243208279377;-0.024822578369725446
0.00957309184994054;-0.0015480278486584953
0.0411901681759324;-0.010111057695878086
0.0289780077619716;0.0008493467529065727
0.0390168175937849;0.0026007656945582773
0.0348771021992289;-0.015531383503202158
0.0493661060802066;-0.03377821019864932
0.0540232858990942;0.027195423122573642
0.0337904269081551;0.013223749694439638
0.0210608020698471;0.03263984342988511
0.000827943078923865;0.03687125890358743
-0.0221992238033635;0.015608559832307484
-0.00201811125485118;-0.05135851709976044
0.016921086675291002;-0.025034720605694043
0.0181630012936609;-0.005202037185685989
0.0200776196636427;-0.005757009809046328
0.0114877102199223;0.007119038234323629
0.0143855109961243;-0.02125094013531062
0.0229236739974019;-0.011496142855996384
0.0150064683053093;0.004163830241730526
0.0127813712807191;0.00930263013465583
-0.0240103492884758;0.00866514728768229
-0.0217335058214746;0.0495112261779536
-0.0506597671410194;0.011914542036883718
-0.0423285899094329;0.006917435417858366
-0.095316946959896;0.03137392795098128
0.007451487710219859;-0.043710349350605505
-0.00708926261320064;-0.03428903882102075
-0.00610608020698045;-0.0005782845382241489
0.00512289780077624;0.0007069201357154414
0.0308926261319532;-0.05490757374018237
0.0341526520051745;0.0017423954159536104
0.0165588615782559;-0.025362745533874055
0.0509702457956118;-0.04745415068979613
0.0581112548512234;-0.01799069122542799
0.0269598965071203;0.023466097477783627
0.00703751617075787;0.017232820318767106
0.0237516170763259;-0.0020652737898502124
-0.0041397153945718105;0.03401137267556914
-0.0069857697283312;0.018303577764693
-0.0187322121604033;0.04403140888118553
-0.0819663648124187;0.11088411268020888
-0.151772315653303;0.07296518388286524
-0.0520569210866697;-0.042554161099294455
0.0109184993531641;-0.07735735177724405
0.0384476067270425;-0.03179035652356192
0.0513324708926154;-0.03864842555609438
0.022457956015529;-0.007316831741229701
0.0108667529107374;0.013028777851075507
0.00848641655886684;0.0009827096001288986
0.0330142302716581;-0.029150256623328097
0.0380853816300233;-0.025414090702015887
0.028253557567917;0.009472147756910096
0.0226131953428096;-0.014757342403986027
0.0323415265200621;0.009185755286403618
0.0314618369986956;-0.049405300007656985
0.0251487710219921;-0.012458659913180813
0.0366364812419144;-0.00604075266836012
0.0267529107373973;0.024342169292539795
0.0135575679172003;0.01655845806051912
-0.00688227684346165;0.01591508222658294
-0.0201293661060854;0.01574255325723549
-0.0140750323415317;0.016635632143043387
-0.0791203104786437;0.1278459733645355
-0.0545407503234255;-0.06179069963009701
0.0316688227684345;-0.09700188598267794
0.00786545924968185;0.03377417708622273
0.018990944372569003;-0.01137664734596509
-0.00108667529107376;0.035816776150109204
-0.0541785252263903;0.07879727579931953
-0.0679430789133139;0.027025093683871546
-0.061267787839591;0.0043851186257029785
-0.0615265200517409;0.005371855105464092
-0.0645278137128121;0.0034479273332015978
-0.00739974126779308;-0.07788537357442854
0.0267529107373972;-0.0545547676309858
0.0410349288486362;-0.06253924359870289
0.0499353169469648;-0.02877463333831627
0.0396895213453967;0.0004548086352482132
0.0305821474773608;-0.0023201168845822244
0.016093143596383;0.03845856034050501
-0.00015523932729633;0.02291092861319292
-0.00771021992238552;0.009238401103377456
-0.0183182406209572;0.011891009084969331
-0.0160413971539404;-0.004944445835063463
-0.00786545924968174;-0.020469376765032864
-0.00646830530399978;-0.0014604303821677202
-0.0121086675291073;0.007811484894403139
-0.0131953428201811;0.003651720465230448
-0.0029495472186286103;-0.0017092822756865087
0.00227684346700108;-0.032875248009912934
0.00688227684347753;-0.016875214995557553
0.0160413971539403;-0.020737345238294215
0.020646830530401;-0.0026406021756045037
0.007451487710219859;0.02002051683940515
0.0116429495472186;-0.020749541060492604
0.00253557567916673;0.00027089531678579025
0.013609314359643;-0.006766284552391875
0.0092108667529055;0.0057036118692804305
-0.00331177231564805;0.03406258225770468
-0.0125226390685692;0.02882848482520867
-0.0105562742561448;-0.0002942127279640844
