# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; PMI
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=4)
# prediction_type; rolling
PMI;HSFR;HSMW;HSSOU;LHUR
0.00959860383944244;-0.0667044595616043;-0.18992248062015601;0.010855405992184998;-0.10091743119266
-0.30191972076788803;-0.0139833711262246;-0.004651162790697771;0.0112896222318707;0.0229357798165142
-0.0558464223385706;-0.027399848828424;-0.0441860465116279;-0.0138949196699948;0.0458715596330267
0.0270506108202462;-0.0566893424036281;-0.0612403100775185;-0.0495006513243595;-0.0642201834862386
-0.255671902268762;-0.0500755857898696;-0.0294573643410861;-0.0386452453321759;0.0137614678899081
0.0383944153577669;-0.0319349962207087;-0.0217054263565883;-0.0325662179765523;0.0412844036697246
-0.0183246073298428;-0.0156840513983389;-0.0658914728682188;-0.0555796786799831;0.100917431192661
0.0174520069808011;0.0313681027966724;0.0751937984496142;0.0751194094659145;0.0733944954128432
0.33158813263525394;0.0103930461073355;-0.0744186046511628;0.0295267042987412;0.0275229357798164
0.0636998254799291;0.0566893424036281;0.0131782945736417;0.0542770299609196;-0.0321100917431186
0.0305410122164058;0.016817838246406;0.0403100775193816;0.0047763786365615;-0.0779816513761469
-0.0244328097731229;-0.0156840513983334;-0.0558139534883721;0.00564481111593526;-0.0779816513761469
-0.213787085514835;0.0621693121693085;0.0627906976744186;0.0134607034303091;-0.0137614678899083
-0.0663176265270498;-0.0226757369614513;-0.0271317829457373;-0.00955275727312288;0.00458715596330367
0.10209424083769601;0.0808767951625113;0.0713178294573653;0.10898827616152901;-0.00458715596330367
0.0244328097731231;-0.0916477702192006;-0.182945736434109;-0.0625271385149804;0.0321100917431201
0.092495636998254;0.12925170068027197;0.265116279069768;0.041684759009987;-0.0045871559633037205
-0.0706806282722514;0.0185185185185204;-0.008527131782946621;0.0764220581849765;-0.0321100917431186
0.0148342059336832;-0.0234315948601644;0.0023255813953488897;-0.0581849761181072;0.00917431192660589
0.0523560209424083;0.00907029478458043;0.11472868217054401;0.0178028658271823;-0.0137614678899081
