# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP278A
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=6)
"GDP278A";"PCEPILFE";"FYBAAC";"GDP273A";"GDP275_1";"GDP275_2";"GDP287A"
0.00117238432292065;0.000867093790645021;0.00680457267283585;0.00048673169402096;-0.000301755669348951;0.00236947982761638;-0.000806052107910227
0.000832721575158606;0.0013144040794695;0.0133369624387594;0.00102213655744408;0.000713240673006578;0.00349856081929932;-0.00117549265736908
0.000471145101734502;0.00122838287008045;0.0127925966249315;0.00103187119132451;0.000128017556693483;0.00147893707361296;0.000268684035970076
0.000383490199086161;0.000543654043341299;0.00299401197604816;0.000389385355216782;0.000201170446232645;0.00198781864732917;0
0.000624541181368974;0.000870534639020233;-0.00517147523135521;0.00110974826236786;0.00190197512801754;0.00415056533562323;0.000394629677831053
-0.000186266668127576;0.00087397548739651;-0.0117038649972787;0.000798239978194427;9.14411119239352e-05;0.00292606904886861;0.00211588678326433
-0.00064645490703103;0.000812040216636186;-0.000544365813826324;0.000944259486400694;0.00152706656912946;0.00152664472114874;0.0016288969680686
-0.000624541181368935;0.00030623550542553;-0.00272182906913504;0.000340712185814693;0.000640087783467449;0.000779224909753028;-0.000377836925582933
0.000219137256620679;0.000674406281613475;-0.00381056069678769;-3.89385355216579e-05;-0.000822970007315287;-0.00157435236868465;0.000369440549458858
-0.000186266668127575;0.000959996696785562;0.00734893848666305;0.000739832174911872;-0.000173738112655435;0.00391202709794384;-0.000235098531473805
2.19137256620562e-05;0.000416342653444301;0.000544365813826327;0.000223896579249687;9.14411119240337e-06;-0.000397563729465922;0.000814448484034272
0.000186266668127576;0.000818921913386611;-0.00408274360370169;0.000895586316998605;0.00152706656912946;-0.0030214843439403;0.0012174745379894
0.00027392157077584;0.000829244458514377;-0.00408274360370169;0.000759301442672736;0.00067666422823703;0.00276704355708219;0.000436611558451399
-9.86117654792726e-05;0.000633116101105564;0.00272182906913504;0.000515935595662256;0.000557790782735917;0.00384841690122922;0.000931997749771174
-0.000361576473424143;0.000313117202177018;-0.00734893848666312;0.000613281934466433;0.000877834674469643;0.000890542754003538;0.00159531146357233
0.000175309805296528;0.000684728826740214;-0.005171475231356;0.000593812666705603;0.000923555230431593;0.00131991158182654;0.000621331833180814
-0.00054784314155168;0.000787954278006431;-0.00326619488296136;0.000292039016412605;-0.000283467446964144;0.00194011099979326;0.000201513026977533
-0.00111760000876549;0.000880857184147011;-0.00136091453456672;0.000992932655802818;0.0013624725676664;0.00219455178665137;-0.000520575319692001
0.000723152946848247;0.00101505027079546;0.000272182906913199;0.000759301442672736;0.000384052670080483;0.00302148434394041;0.00325779393613715
-0.00102994510611723;0.000953115000034036;-0.000816548720740322;0.000983198021922385;0.00174652523774688;0.00152664472114874;0.0011922854096172
0.00273921570775855;0.000629675252730316;0.00163309744148065;0.000457527792379736;0.000429773226042434;0.00135171668018385;0.000612935457056738
0.000350619610593095;0.000677847129988723;-0.00217746325530784;0.000691159005509817;0.00106986100950988;-0.000985958049075225;0.00219145416838092
0.00341854120328269;0.000619352707603611;-0.00108873162765352;0.000720362907151044;0.000886978785662013;-0.000238538237679511;3.35855044962703e-05
0.000197223530958623;0.000870534639020235;-0.00190528034839384;0.000720362907151079;1.82882223848067e-05;0.00360987866354971;0.000579349952560468
0.000657411769862039;0.000698492220242163;0.00272182906913424;0.00106107509296573;0.00221287490855886;0.0028147512046181;0.000537368071940152
0.000504015690227568;0.000626234404354074;0.00571584104518233;0.000807974612074859;0.00155449890270667;0.00527964632730628;0.00175484260992955
0.00380203140236889;0.000650320342983759;0.0062602068590096;0.000661955103868524;0.000521214337966338;0.00232177218008048;0.0031318482942762
-0.00175309805296548;0.00114580250906664;0.0163309744148067;0.00168409166131264;0.00384967081199707;0.00631331202391741;0.00022670215534976
0.00558800004382747;0.00178580030692366;0.0264017419706041;0.00175223409847555;0.00233174835406001;0.00693351144188414;0.000167927522481293
-5.47843141552005e-05;0.00188214406144048;0.0307566684812197;0.00169382629519304;0.00149963423555229;0.00833293576960388;0.00375318012745698
0.00404308238465163;0.00201977799646213;0.0220468154599892;0.00172303019683429;0.00121616678858817;0.00861918165481929;0.00022670215534976
0.00145726275652758;0.001107953176936;-0.0209580838323357;0.000642485836107692;-0.000667520117044625;0.0104002671628261;-0.000268684035970076
0.00152300393351375;0.00155526346575942;0.00816548720740344;0.00111948289624829;0.000164594001463063;0.00822161792535347;0.00191437375628677
0.00208180393789648;0.00220902465711949;0.0285792052259119;0.00208321165040981;0.00241404535479151;0.00974826264650223;0.00166248247256484
0.00410882356163783;0.00247396998203913;0.0321175830157864;0.00197613067772521;0.00131675201170445;0.0088100122449629;0.00321581205551686
0.00335280002629648;0.00282149566797154;0.00870985302123056;0.00244339310398537;0.00223116313094367;0.0130718954248365;0.00156172595907607
0.00330897257497233;0.00289719433223491;0.0157866086009796;0.00236551603294199;0.00197512801755671;0.0162365027113847;0.00210749040714026
0.00209276080072757;0.00278020548746466;-0.0130647795318455;0.00243365847010494;0.00215801024140454;0.0154254727032743;0.00319062292714464
0.00785607064985148;0.00303826911563387;0.0133369624387595;0.00265755504935462;0.00268836869056328;0.0129287724822289;0.00251051646109542
0.00374724708821376;0.00287999009035669;0.0285792052259119;0.00234604676518116;0.00138990490124358;0.0136920948428034;0.000251891283721925
0.00383490199086192;0.00317590305065548;0.0171475231355472;0.00311508284173433;0.00341989758595466;0.0122449628675476;0.00268684035970076
0.00301313727853447;0.00306579590263777;0.0269461077844312;0.0030664096723322;0.00439831748354058;0.0133899464084092;0.00536528434327743
0.00471145101734471;0.00304859166076057;0.0372890582471417;0.00290092089636511;0.00370336503291881;0.0117201787446528;0.00230060705799378
0.00278304315908268;0.00289031263548342;0.0313010342950469;0.00293985943188677;0.00444403803950257;0.00879410969578417;0.00612935457056735
0.00838200006574118;0.00283869990984977;0.0179640718562875;0.00278410528980003;0.00293525969275785;0.00707663438449185;0.00227541792962158
-0.00118334118575174;0.00308988184126646;0.0353837778987478;0.00251153554114832;0.00199341623994147;0.00941430911375091;0.00314024467040024
0.00450327062355507;0.00405331938642826;-0.0108873162765376;0.00338765259038606;0.0016276517922458;0.0127220393429066;0.00202352664589962
0.00663985887560675;0.00353031043334044;-0.0609689711486124;0.00247259700562663;0.000182882223847838;0.00742649046642196;0.00743918924592146
0.00573043926063094;0.00333762292430791;0.00626020685900958;0.00299826723516929;0.00386795903438188;0.00803078733520979;0.00428215182327309
0.00473336474300673;0.00271138851995383;0.0078933043004894;0.00263808578159373;0.00232260424286758;0.00494569279455487;0.00324100118388902
