# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FSPIN
# prediction_type;rolling
# method; Part-GFS_te(n_components=3)
"FSPIN";"FYGT5";"FYBAAC";"FYGT10"
0.00140678002809346;0.0254151987921484;0.00680457267283585;0.0230017251293849
0.000847134567326003;0.027176648213387;0.0133369624387594;0.0212765957446802
-0.000597977341641897;0.0108203321590342;0.0127925966249315;0.0069005175388154
-0.00105029353596079;-0.0140915953699046;0.00299401197604816;-0.0083381253594014
-0.000233824473334295;-0.0256668344237543;-0.00517147523135521;-0.0195514663599772
-0.000419734095575561;-0.047307498741822;-0.0117038649972787;-0.0368027602070157
-0.000222324909072006;0.00553598389532009;-0.000544365813826324;0.00460034502587749
0.00397309945263991;-0.00780070457976899;-0.00272182906913504;-0.00862564692351921
0.00243790762361696;-0.00201308505284299;-0.00381056069678769;0.000287521564117009
0.000435066847925376;0.0213890286864617;0.00734893848666305;0.0163887291546865
0.00195875911268593;-0.00427780573729264;0.000544365813826327;-0.000575043128234892
-9.9662890273633e-05;-0.00050327126321037;-0.00408274360370169;0.00373778033352559
-0.00482023401996591;-0.015349773527932;-0.00408274360370169;-0.0123634272570448
-0.00281930983831809;0.00780070457976896;0.00272182906913504;0.0100632547441061
0.00106945947639801;-0.0103170608958231;-0.00734893848666312;-0.0074755606670503
0.00353994919875831;0.00301962757926523;-0.005171475231356;-0.000862564692351943
0.00263723340416428;0.00880724710619045;-0.00326619488296136;0.00603795284646345
0.000791553340057993;0.0118268746854549;-0.00136091453456672;0.00603795284646345
0.00165785384782132;0.0070457976849527;0.000272182906913199;0.00747556066705034
0.00273881288848162;0.00553598389531929;-0.000816548720740322;0.0051753881541115
0.00179968180705686;-0.000503271263211147;0.00163309744148065;0.00172512938470389
