# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYAAAC
# prediction_type;rolling
# method; Part-GFS_te(n_components=3)
"FYAAAC";"FYGT1";"LHU680";"FYGT5"
0.0205269607843134;0.0269682470639413;-0.0686015831134588;0.0254151987921484
0.0110294117647059;0.0448020878642884;-0.0738786279683349;0.027176648213387
0.00888480392156895;0.0204436711613749;-0.068601583113459;0.0108203321590342
-0.00153186274509836;-0.0226185297955634;0.0131926121372057;-0.0140915953699046
-0.00919117647058828;-0.0456720313179644;-0.0844327176781025;-0.0256668344237543
-0.0128676470588235;-0.051979121357112;0.0343007915567333;-0.047307498741822
0.000612745098039557;-0.00521966072205307;0.0554089709762531;0.00553598389532009
-0.00459558823529418;-0.00782949108307962;0.0422163588390475;-0.00780070457976899
0.00122549019607813;0.00413223140495914;0.155672823218999;-0.00201308505284299
0.0140931372549026;0.00500217485863372;0.0817941952506569;0.0213890286864617
-0.00245098039215716;0.00565463244889108;-0.0448548812664934;-0.00427780573729264
0;0.00695954762940432;-0.063324538258575;-0.00050327126321037
-0.0104166666666663;-0.0123966942148761;-0.0211081794195197;-0.015349773527932
0.00367647058823522;0.0108742931709435;-0.060686015831137;0.00780070457976896
-0.00735294117647051;-0.0121792083514567;-0.0580474934036912;-0.0103170608958231
-0.00551470588235299;0.00195737277076985;0.0369393139841636;0.00301962757926523
0.00214460784313694;0.00761200521966029;0.0158311345646437;0.00880724710619045
