# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; Sfygt1
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=1)
# prediction_type; rolling
Sfygt1;HSMW
0.0668257756563248;-0.18992248062015601
0.0525059665871109;-0.004651162790697771
-0.13484486873508197;-0.0441860465116279
0.0035799522673030703;-0.0612403100775185
0.0644391408114559;-0.0294573643410861
-0.0584725536992843;-0.0217054263565883
-0.009546539379474691;-0.0658914728682188
-0.0584725536992843;0.0751937984496142
0.0393794749403342;-0.0744186046511628
0.0274463007159906;0.0131782945736417
-0.0250596658711217;0.0403100775193816
-0.0560859188544155;-0.0558139534883721
-0.0656324582338902;0.0627906976744186
0.0155131264916467;-0.0271317829457373
-0.0572792362768497;0.0713178294573653
-0.0226730310262529;-0.182945736434109
0.0298329355608591;0.265116279069768
0.0107398568019093;-0.008527131782946621
0.0;0.0023255813953488897
0.0226730310262533;0.11472868217054401
0.0310262529832933;-0.158139534883721
-0.0405727923627685;0.0364341085271301
-0.008353221957040441;-0.026356589147286
-0.0453460620525062;-0.0759689922480629
0.00954653937947508;0.14341085271317902
0.0250596658711217;0.0387596899224815
0.0286396181384249;0.0651162790697675
0.008353221957040441;-0.12248062015504
0.009546539379475059;-0.0821705426356582
0.0429594272076373;-0.0945736434108536
-0.0847255369928404;-0.114728682170542
-0.0501193317422435;0.10465116279069801
0.17780429594272099;0.124806201550386
0.0859188544152746;0.0697674418604651
-0.0059665871121720206;0.072093023255814
-0.13842482100238698;-0.0372093023255814
0.0;-0.0147286821705418
-0.0393794749403342;-0.00155038759690007
-0.0226730310262529;0.0410852713178304
0.00715990453460622;0.20697674418604697
