# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP254
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=14)
"GDP254";"GDP253";"GDP255";"HSWST";"FMFBA";"LBMNU";"GDP274_3";"GDP275_1";"BUSLOANS";"GDP276_6";"GDP279A";"FSPIN";"CES088";"EXRSW";"HHSNTN"
0.00314724040749634;0.00304475040472902;0.00394605394605394;0.0761346998535878;0.000129475674818692;0.0184353959602438;-0.000904498838066846;-0.000301755669348951;0.000726790791133198;0.000709594376052017;0.00256131636137846;0.00140678002809346;0.0040451710770268;0.000856018408624704;0.0238907849829351
0.00202870897347328;0.00166347339185195;0.00306693306693309;-0.035139092240117;0.000182487413376498;-0.00288554023725553;0.000250476601310837;0.000713240673006578;0.000961928988264466;0.000660087791676294;0.00204387871261515;0.000847134567326003;0.0030338783077701;-0.000785522774974012;-0.00910125142206997
0.00251121272932635;-0.0042180932436246;0.00273726273726271;-0.0505124450951683;-7.7441111165152e-05;0.000144277011862669;0.000264391968050295;0.000128017556693483;0.000491652594001792;0.00103138717449421;0.000879644002897623;-0.000597977341641897;0.00320242710264622;0.00544830540078312;0.0034129692832765
-0.00018642190567047;0.00268086560026141;0.00252747252747253;-0.0292825768667658;-0.000129231381092569;0.00604360371914079;0.0020038128104866;0.000201170446232645;0.000748166990872384;8.2510973959493e-06;7.7615647314502e-05;-0.00105029353596079;0.00359570762402323;-0.000201416096147988;0.104095563139936
0.00433156780822664;0.00187883378633278;0.00205794205794205;-0.0658857979502195;-3.10253032112406e-05;0.00174735492144921;0.00151677497460448;0.00190197512801754;0.000684038391654756;0.00131192448595664;0.000452757942667956;-0.000233824473334295;0.00314624417102143;-0.00229614349607787;-0.0654152445961378
-0.0026208726738384;-0.00066093362444118;8.99100899100919e-05;-0.0336749633967781;0.000190549106336906;-0.00559474190445662;0.00115497543937768;9.14411119239352e-05;0.000235138197131269;0.00108089375886992;-0.000465693883887009;-0.000419734095575561;0.00320242710264622;-0.00475341986907263;-0.0335608646188837
0.000339945827987399;-0.00222043992930238;0.00223776223776224;0.0131771595900439;0.000116039519884629;-0.00912151330554658;0.000918414204806403;0.00152706656912946;0.000299266796348969;0.000866365226575138;-0.00173341612335714;-0.000222324909072006;0.00207876847013819;-0.000986938871122112;-0.0534698521046653
0.00244541676261911;-0.00473792867857832;0.00232767232767233;0.0204978038067342;-0.00010944358928066;-0.00545046489259384;0.000570530036319162;0.000640087783467449;0.000213761997392082;0.000247532921878605;-0.000633861119735065;0.00397309945263991;0.00191021967526207;0.00270904649318049;0.0182025028441415
0.00393679200798326;0.00160406362785723;0.00403596403596404;-0.0270863836017561;-5.86304942575095e-05;-0.0022603398525168;0.000542699302840048;-0.000822970007315287;0.00012825719843526;0.000181524142710983;-0.000465693883887009;0.00243790762361696;0.00230350019664085;0.00264862166433344;0.0455062571103529
0.00020835389457291;0.0019011124478308;0.000879120879120888;0.0592972181551976;0.000270677448488811;0.00567489579993586;0.000445291735663743;-0.000173738112655435;0.000213761997392146;0.00061058120730057;-0.000478629825106062;0.000435066847925376;0.00309006123939488;-0.00248748878741656;0.00853242320819114
0.00535140529218892;0.00396560174664707;0.00407592407592409;0.0380673499267927;0.000406016172733253;0.0123276691247194;0.000654022236756009;9.14411119240337e-06;0.000448900194523419;0.00056932572032081;0.000258718824381702;0.00195875911268593;0.00269678071801786;0.00119842577207663;-0.00910125142207152
0.00343235626322776;0.0018639813453341;0.00207792207792206;0.00366032210834633;7.59753488087144e-05;0.00360692529656944;0.0011828061728567;0.00152706656912946;0.000491652594001797;0.000618832304696519;1.29359412190527e-05;-9.9662890273633e-05;0.00269678071801787;0.00234649752011262;0.0711035267349263
0.00183132107335155;0.00219816126780436;0.0037062937062937;0.0907759882869684;0.000232567627221429;0.0117665918563643;0.000640106870016552;0.00067666422823703;0.000577157392958679;0.000717845473447982;0.000633861119735065;-0.00482023401996591;0.0030338783077701;0.000574035874019496;-0.0847554038680322
0.00288405654066737;0.000757474490932587;0.0020979020979021;0.0117130307467073;0.000214245597765958;-0.00208400128246237;0.000918414204806402;0.000557790782735917;0.000641285992176311;0.000404303772401724;-0.000116423470971753;-0.00281930983831809;0.00264059778639308;-0.00275940051721513;-0.0437997724687129
0.00236865480146068;0.00407699505413714;0.00313686313686314;0.0190336749633951;0.000266768748871668;-0.00634818852196218;0.00018089976761335;0.000877834674469643;0.000790919390350826;0.000503316941153173;-0.000491565766325115;0.00106945947639801;0.00309006123939488;-0.000926514042278281;0.0728100113765626
0.00165586516213219;0.00201993197582023;0.00112887112887113;0.0600292825768683;0.000228170340152191;0.00602757294004496;0.000333968801747781;0.000923555230431593;0.000470276394262606;0.000404303772401726;0.000323398530477059;0.00353994919875831;0.00337097589752233;0.00246734717780406;0.00967007963595057
0.00167779715103462;0.0021090466218123;0.00270729270729272;0.0366032210834537;0.000331750880007025;0.00630009618467459;0.00218471257810005;-0.000283467446964144;0.000555781193219492;0.000354797188026015;-0.000245782883162558;0.00263723340416428;0.00325861003427276;-0.00011077885288191;-0.0705346985210457
0.0032020703797524;0.00109908063390218;0.00493506493506493;-0.0197657393850659;0.000424093908462677;0.00270920166720098;0.00168375937547827;0.0013624725676664;0.000513028793741047;0.000767352057823691;0.000336334471696112;0.000791553340057993;0.00258441485476654;-0.002135010619158;0.0273037542662113
0.000263183866828977;0.00166347339185195;0.00346653346653348;0.0183016105417293;0.000401863179389988;0.00780698941968583;0.00276915798115857;0.000384052670080483;0.00113293858617811;0.000511568038549121;-7.76156473145015e-05;0.00165785384782132;0.00404517107702679;-0.000805664384590066;0.0102389078498293
0.00756653617133267;0.00373538891116755;0.00386613386613387;-0.0732064421669122;0.000325887830581349;0.0188041038794486;0.00356233388530955;0.00174652523774688;0.000876424189307648;0.000833360836991313;2.58718824381978e-05;0.00273881288848162;0.00415753694027814;0.002014160961473;0.0278725824800905
0.00755557017688149;0.00268829182076074;0.00367632367632366;-0.13762811127379;0.000379876744043422;0.00448861814684196;0.000250476601310837;0.000429773226042434;0.000684038391654752;0.000676589986468206;0.00212149435992965;0.00179968180705686;0.00337097589752233;-0.00161132876917947;-0.0216154721274182
0.00753363818797913;0.00355715961918341;0.00366633366633368;0.0475841874084903;0.000534270378921555;0.00663674254568775;0.000500953202621675;0.00106986100950988;0.000940552788525211;0.000709594376052019;9.05515885335547e-05;0.00140294684000599;0.00247204899151519;0.00100708048073794;0.0255972696245733
0.00142557927865683;-0.00362399560367746;0.0037262737262737;-0.107613469985359;0.000445347462631025;0.0101154216094902;0.000306138068268767;0.000886978785662013;0.00128257198435262;0.000866365226575138;0.00248370071406396;0.00108479222874782;0.00207876847013995;-0.00141998347783778;0.0329920364050119
