# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU26
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=7)
"LHU26";"LHU5";"IPS10";"IPS34";"GDP281A";"IPS12";"LHUR";"IPS18"
-0.0826835902085224;-0.01261137765593;0.0138960315501438;0.0143273834527761;0.00405836036525242;0.007797060644623;-0.10091743119266;0.00722620164260229
0.00670897552130593;0.0418094585332432;-0.0122882641384579;-0.0279503152617967;0.00354392031895289;0.00445552512412725;0.0229357798165142;0.00682534020905197
0.0261106074342702;0.0482522275531172;0.001378523008879;0.00569557936907694;0.00202918018262616;-0.00413705668434964;0.0458715596330267;0.00281021536303869
-0.00235720761559421;-0.057162440027416;0.0174558150517291;0.0226657164948591;-0.00150045013504047;0.0155936879988521;-0.0642201834862386;0.00401465980954802
-0.009066183136899;0.0625085675119944;-0.00666069612355358;-0.0133291579077117;0.00402978036268018;0.00222797920726053;0.0137614678899081;0.00702530588936177
0.040435176790571;-0.00808773132282116;-0.00493830651046541;-0.00434512800213515;0.00102888009259925;-0.00493301113859615;0.0412844036697246;-0.000802187903564521
0.0598368087035359;0.0622344071281686;-0.00712033115118134;-0.00962972676907102;-0.00122894011060459;-0.00270503193133557;0.100917431192661;0.000401791506481036
0.058748866727108;0.0271418779986292;-0.00436404928143309;-0.00616592047086262;-0.00168622015175984;-0.00620601831691769;0.0733944954128432;0.00200709738654197
0.0250226654578423;-0.0638793694311158;0.0112547539558033;0.0110979905562294;-0.00228640020577597;0.0151170685651722;0.0275229357798164;0.00923376406560833
-0.0130553037171351;0.00424948594927897;0.00941697799330187;0.0110392357759674;-0.00190057017105135;0.00811552908440057;-0.0321100917431186;0.00742709739584271
-0.0670897552130553;-0.0227553118574352;0.0106804967267721;0.00634188195195495;-0.00102888009259925;0.013048106932603;-0.0779816513761469;0.0128475624416089
-0.0469628286491391;-0.0352296093214544;0.00470829795964765;0.004051656960518;-0.000757370068163267;0.00286404950602685;-0.0779816513761469;0.00301064607981237
-0.0241160471441522;-0.0213845099383139;0.00310091262196831;-0.00211396065065103;7.14500064305373e-05;0.00763804306993167;-0.0137614678899083;0.00602222223255673
0.00435176790571168;0.0413982179575064;0.00344516130018181;0.000645696863493559;0.000200060018005341;0.00397803910965846;0.00458715596330367;0.00481824282251009
0.0270172257479603;0.0183687457162413;0.00275666394375262;0.00234897977169891;-0.00272939024564506;0.00175049319279034;-0.00458715596330367;0.000802652940031165
-0.0143245693563014;0.0113776559287196;0.00608643889452237;0.00252494125279122;-0.000557310050157926;0.012093568194059;0.0321100917431201;0.0160586392381949
-0.00126926563916574;0.0023303632625099;0.00884310283827498;0.00951221720854797;-0.00160048014404324;0.00652405346630154;-0.00458715596330372;0.00501867353928653
0.00471441523118785;-0.0330363262508594;0.00229626476811624;-0.00223116735148322;-0.000257220023149812;0.00381902153496584;-0.0321100917431186;0.00120444444651081
-0.00616500453309191;0.0419465387251542;0.00585719449171551;0.00446263756265819;-0.000657340059160596;0.00684208861568521;0.00917431192660589;0.00722666667906764
