# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; EXRSW
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=1)
# prediction_type; rolling
EXRSW;sFYAAAC
0.000856018408624704;-0.0166453265044814
-0.000785522774974012;-0.0486555697823304
0.005448305400783121;0.0064020486555698
-0.00020141609614798798;0.030729833546735003
-0.00229614349607787;0.0486555697823303
-0.00475341986907263;0.11011523687580099
-0.0009869388711221119;-0.0179257362355955
0.00270904649318049;0.0192061459667094
0.0026486216643334397;0.00384122919334187
-0.0024874887874165603;-0.0140845070422533
0.00119842577207663;-0.00768245838668374
0.00234649752011262;-0.0166453265044817
0.000574035874019496;0.0115236875800256
-0.00275940051721513;-0.0294494238156208
-0.0009265140422782811;0.00256081946222761
0.00246734717780406;-0.0192061459667093
-0.00011077885288191001;-0.0179257362355952
-0.002135010619158;-0.00128040973111419
-0.0008056643845900661;-0.0153649167733675
0.002014160961473;-0.00640204865556954
-0.0016113287691794699;0.00384122919334187
0.00100708048073794;0.0038412291933418896
-0.00141998347783778;0.0153649167733675
0.00445129572485181;-0.0153649167733675
0.00328308236720021;0.00768245838668374
-0.00666687278247269;0.005121638924455721
-0.000201416096148321;-0.0422535211267606
0.00457214538254314;-0.0371318822023048
-0.00412902997101827;0.0691421254801536
0.0011581425528453;-0.0166453265044813
0.000805664384589733;0.0768245838668375
0.0019738777422413398;0.0601792573623562
-0.0043707292863919295;-0.0358514724711911
0.00462249940657777;-0.0281690140845069
-0.00232001130347115;0.0051216389244556895
0.00459530823359788;0.0512163892445586
-0.0057357261699843;-0.0025608194622280802
-0.00636182810485675;0.0409731113956468
-0.000857226905201514;-0.0550576184379005
0.00435804007233476;0.0192061459667094
0.00232172334028946;0.00384122919334187
-0.004907603890675021;-0.125480153649168
0.00262173261550069;-0.0140845070422537
-0.00159360415271759;0.13700384122919398
0.000392257847248612;-0.0384122919334187
-0.00162713993272601;0.128040973111396
0.00504164630265913;0.11267605633802699
-0.00589907462395756;0.0563380281690155
-0.0387789431153603;0.0102432778489129
-0.0415791303920482;-0.0588988476312446
-0.0245149573103619;0.129321382842511
-0.0259644482462862;-0.0806658130601793
-0.00872494245290167;-0.0256081946222804
-0.0186055097574535;-0.0832266325224059
0.00301751524442972;-0.0588988476312424
-0.101473127114807;-0.0563380281690139
-0.0897089164790884;-0.0448143405889887
-0.0658622577757428;-0.0460947503201025
0.058580965191975004;0.198463508322664
0.0226102659971441;-0.0204865556978235
-0.0689504700699205;-0.00896286811779762
0.0012538151985163099;0.0781049935979503
-0.0703782080674579;0.12419974391805601
-0.0769044924148207;-0.0691421254801537
0.00810639362163457;-0.13188220230473902
0.0441468834937808;-0.0793854033290652
-0.00514285789097618;0.0499359795134444
-0.0213370141453506;0.021766965428937
-0.0253019907060572;-0.0166453265044814
-0.00477789192475436;-0.0102432778489118
-0.0102757456851898;0.0998719590268887
0.0227461211539964;-0.120358514724712
-0.0028472179351365897;-0.0140845070422537
-0.0344450729745602;-0.0204865556978232
-0.0646686659899767;-0.0320102432778488
-0.0764986389810852;-0.0256081946222793
-0.0037187453831634704;-0.0345710627400768
-0.0721293196073644;-0.0332906530089631
-0.0155453950086885;-0.021766965428937
0.0144795010278777;-0.00768245838668374
0.0116356064583275;0.0345710627400769
-0.0228295074178043;-0.0345710627400769
-0.00450295895351349;-0.034571062740077006
0.0127832753741722;0.0230473751600514
0.0057357261699843;0.218950064020487
-0.0157935396391409;-0.039692701664532995
0.0275539233690316;-0.0832266325224071
0.0516704796412134;-0.0781049935979517
0.0431936818187612;0.0115236875800256
0.0177044748513372;-0.0614596670934699
-0.0810397662848175;0.17541613316261198
0.0139178522437713;0.0717029449423818
0.037020278471851;-0.0524967989756724
0.03609376442957601;0.0217669654289375
0.007633670043976141;0.220230473751601
-0.0375943143458705;0.0268886043533931
0.017724616460953;-0.0973111395646596
0.0217227259694737;-0.119078104993599
0.00369598536429977;0.00256081946222769
0.0112188765553969;-0.147247119078105
0.0151565612350765;-0.125480153649168
0.0593069695105377;0.0422535211267605
0.0224881071348319;0.18565941101152397
0.071714201033205;0.0256081946222789
-0.0488333325108832;0.0550576184379004
-0.0709790322822689;-0.0473751600512167
-0.067786587158332;0.0473751600512167
-0.0471615789128627;0.0768245838668387
-0.0342105239306009;0.147247119078104
-0.0539996553770584;0.0473751600512152
-0.006646731172856999;-0.0422535211267606
-0.0355297993603629;-0.092189500640205
-0.0166369695417582;-0.13444302176696402
0.0100708048073611;0.0217669654289374
-0.0371511989343487;0.0806658130601794
-0.00829834316126493;0.0192061459667093
0.0132733207361013;-0.0921895006402049
0.0441101250562328;-0.0140845070422537
-0.021118477681031995;-0.11907810499359801
0.0264157210097019;-0.0281690140845069
0.0340292494440654;0.08962868117797698
-0.0110476728736709;0.0563380281690143
-0.0158514467667842;0.0473751600512163
-0.0301117063740047;-0.0817838668373878
-0.0188626174041826;-0.0199873239436621
-0.0326797615998813;-0.0065097311139564705
-0.0188122633801447;0.075597823303457
0.0112390181650127;0.00704250960307301
0.0498806962108496;-0.0536051216389245
0.0122360278409413;0.0264928297055059
-0.0251870828232061;0.0969946222791282
0.00715027141322591;-0.0473233034571051
0.00661651875843494;-0.0290619718309859
-0.0529522916770951;0.177763764404608
0.0261135968654811;-0.0325250960307273
0.0349658342911528;0.0671887323943637
-0.0129510549822648;-0.0142992317541587
0.0042599504335128794;-0.0535302176696545
-0.00261840924991433;-0.0151544174135723
-0.00465271182099994;-0.0544865556978247
-0.0134747368322465;-0.08903764404609499
-0.0294067500374875;-0.00805889884763128
-0.00424987962870654;-0.0415646606914211
-0.0161737125206177;0.0242005121638925
-0.0264056502048955;0.0931752880921894
0.0072610502661049;0.0262980793854047
-0.008711246158364579;-0.0056884763124200296
0.0123165942794012;0.0168145966709347
0.0156500306706361;-0.09411113956466198
-0.00610290771325962;-0.0321092189500641
0.0194970781070462;0.0314449423815623
0.0449157894408225;-0.0098944942381563
0.00287017937009737;0.00501331626120344
0.012900700958226999;0.0189346991037135
-0.0168786688571348;0.0172430217669653
0.0131121878591815;0.0423609475032024
0.00513611045175316;-0.0143811779769527
-0.00726105026610491;0.0940313700384124
-0.0326294075758435;0.14390845070422303
0.0197287066176164;-0.087676312419972
0.0265365706673902;-0.0157838668373892
0.0040887467517868;0.0190907810499372
0.0045419329681209205;-0.0377171574903995
0.0262492506062362;-0.0433731113956441
0.0139034509928957;0.13708898847631099
0.009938977972430759;0.046869782330347
0.0113295547002319;0.0484537772087057
-0.0249801277844148;0.0724463508322662
0.0263519728152713;-0.0284804097311139
-0.0181170757242927;0.06792509603073099
-0.012937560103821999;0.008762099871956641
0.0099731180007277;-0.233174647887323
-0.0261047345572516;0.0264991037131883
-0.032315399881951;0.18317413572343
-0.0064744197026041;0.0703308578745212
-0.0301848204169031;-0.0732194622279142
-0.00897761894552024;-0.151406017925735
0.0108363873888135;-0.0870816901408464
-0.0199617450408578;-0.0361564660691409
-0.0157701753719888;0.0251693982074251
0.00698168614075076;-0.0408404609475019
-0.00610985656857671;0.0047212548015364
-0.0221109554947972;-0.0111449423815621
-0.000436670096449161;-0.11065979513444198
0.0133491538963007;-0.0139907810499373
0.014653725951043002;-0.0411717029449425
0.00803489090750435;0.00275941101152377
-0.00168947821448251;-0.0258530089628681
-0.0154544556412782;0.00220499359795118
-0.0019335945230129399;-0.0157221510883483
-0.0009265140422780039;-0.0100628681177977
-0.000553894264403748;-0.0283058898847629
-0.00339386122007904;0.0184464788732394
-0.00722076704687648;0.11154494238156401
-0.0158313051571685;0.094932778489114
-0.0237066745165243;0.20094596670935
-0.0107254071198374;-0.0305286811779795
0.0127798513005387;0.0294494238156223
0.0253482157001228;0.300896286811779
