# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; GDP286A
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=2)
# prediction_type; rolling
GDP286A;GDP275_2;GDP274_2
-0.00034987277353688503;0.0023694798276163802;0.00283483424773029
-0.000620229007633597;0.0034985608192993197;0.000806461467026592
0.00023854961832062003;0.00147893707361296;-0.000378792507239711
0.000500954198473273;0.00198781864732917;0.0031280929630127198
0.000453244274809163;0.00415056533562323;0.0019306198756094699
0.0013120229007633699;0.00292606904886861;0.0006476129962486871
0.00103371501272264;0.00152664472114874;-0.000256601375872162
7.1564885496186e-05;0.000779224909753028;-0.00145407446327545
0.000691793893129769;-0.00157435236868465;0.00023216314959867402
0.00025445292620865096;0.00391202709794384;-0.00166179938660063
0.000858778625954189;-0.000397563729465922;-0.00260267109813164
0.00133587786259544;-0.0030214843439403;-0.00200393455443004
0.000469147582697181;0.0027670435570821897;-0.00239494617480662
0.000588422391857519;0.0038484169012292205;-0.00249269907990085
0.00115298982188295;0.0008905427540035381;-0.000989748164078125
0.000779262086513986;0.00131991158182654;-0.000794242353890112
0.00042143765903308704;0.0019401109997932602;-0.0010019672772149401
-0.00013517811704834298;0.00219455178665137;0.000562079204291438
0.0021071882951654;0.00302148434394041;0.00268820489008906
0.000858778625954203;0.00152664472114874;-0.000525421864881109
0.000596374045801523;0.00135171668018385;-0.0016007038209167
0.0013517811704834401;-0.000985958049075225;-0.0033969134520217
0.000294211195928774;-0.000238538237679511;-0.00274930045577285
0.0009144402035623269;0.0036098786635497104;-0.00206503012011386
0.0006361323155216169;0.0028147512046181;-0.00233385060912281
0.00138358778625957;0.00527964632730628;-0.004618824765698529
0.00201176844783715;0.00232177218008048;-0.00615843302093139
0.0010098600508905802;0.00631331202391741;-0.00120969220053996
0.0012086513994911;0.00693351144188414;0.0027248622294993603
0.0027592239185750397;0.00833293576960388;0.00455772920001454
0.000978053435114513;0.008619181654819291;0.00541306711958861
0.000970101781170483;0.0104002671628261;0.0032258458681068396
0.0016539440203562198;0.00822161792535347;0.0006842703356590151
0.00177321882951656;0.009748262646502229;0.0049609599335281
0.00239344783715012;0.0088100122449629;0.00557191559036629
0.00190044529262087;0.0130718954248365;0.0117059103850244
0.00190839694656487;0.0162365027113847;0.0086511321008321
0.00220260814249365;0.0154254727032743;0.00678160779090645
0.00262404580152673;0.0129287724822289;0.007759136841848091
0.00131997455470736;0.0136920948428034;0.00664719754640203
0.00287054707379136;0.0122449628675476;0.00846784540378057
0.003936068702290079;0.0133899464084092;0.00652500641503445
0.0026240458015267;0.0117201787446528;0.00586517430564881
0.00477099236641222;0.00879410969578417;0.00376348684612476
0.00295801526717557;0.00707663438449185;0.004753235010202921
0.00304548346055979;0.009414309113750909;0.00182064785737851
0.00260814249363871;0.0127220393429066;0.006085118342110779
0.0052719465648854704;0.007426490466421959;0.00489986436784418
0.00357824427480917;0.00803078733520979;0.00577964051369145
0.00274332061068702;0.0049456927945548705;0.00507093195175906
0.00295801526717557;0.004198272983159329;0.0011852539742664401
0.00681456743002544;0.00842835106467571;0.0036168574884835603
0.0020674300254453102;0.00427778572905219;0.00292036803968759
0.00257633587786257;0.00131991158182654;0.00438666161610002
0.0042859414758269895;0.012801552088799998;0.0050342746123485105
0.00442907124681932;0.0089213300892132;0.00437444250296321
0.0040553435114504;0.0166022613424934;0.00580407873996497
0.00384860050890584;0.007076634384491741;0.00646391084935066
0.00454834605597966;0.0109091487365426;0.00597514632387969
0.00524013994910941;0.0208959496207241;0.0159703808697565
0.00684637404580153;0.030183038341046003;0.0264299417148303
0.008468511450381671;0.0319482212998743;0.0377081831400679
0.00847646310432568;0.0158230364327402;0.036046383753467005
0.0055104961832061206;0.00291016649968978;0.024022776426887
0.0048743638676845;0.0012244962867549699;0.018683023986119
0.00461991094147579;0.00993909323664582;0.0114004325566051
0.00595578880407124;0.00578852790102241;0.0164958027346375
0.00399968193384226;0.0112431022692939;0.0132943950928041
0.00397582697201018;0.0106706104988629;0.0082479013673189
0.0036339058524173;0.0191148641127172;0.006500568188760879
0.0058126590330789;0.0109409538348998;0.0070870856193256905
0.00601145038167938;0.0188286182275018;0.0131722039614365
0.00481075063613229;0.00213094158993687;0.00718483852441987
0.00362595419847331;0.0210072674649748;0.0120847028922642
0.00751431297709917;0.0061224814337737;0.00882219968474685
0.0041269083969466295;-0.00547047691744984;0.0127200967753761
0.004588104325699729;0.0197986737273984;0.0244504453866737
0.0048187022900763295;9.541529507173241e-05;0.0189396253619912
0.00629770992366416;0.00591574829445163;0.0245481982917679
0.00683047073791343;0.0035621710160139704;0.0203570424858566
0.007029262086514;0.0123403781626193;0.0157626559464312
0.010162213740458;0.00281475120461827;0.0136609684869073
0.0107426844783715;0.0127061367937281;0.0230819047153558
0.00901717557251902;0.0202280425552215;0.0334070553159252
0.0100826972010178;0.00943021166292957;0.0291181466049192
0.008977417302799;0.0092393810727861;0.0264177226016936
0.0147503180661577;0.0167453842851009;0.0222143476826454
0.010535941475827;0.008746402048248279;0.0277373868204643
0.007808524173027959;0.0107183181463989;0.0252569068537006
0.0052480916030534;0.0102571442202185;0.0231307811679028
0.0104007633587787;0.0011131784425041401;0.0183897652708366
0.00718829516539443;0.0046117392618038;0.0181331638949647
0.00660782442748087;0.00826932557288929;0.0164102689426799
0.00570133587786265;0.00111317844250447;-0.000891995258984202
0.00697360050890583;-0.0065836553599542;0.00551082002468295
0.00308524173027991;0.00749010066313627;-0.0005376409780180059
0.00420642493638673;0.00925528362196459;0.00147851268954913
0.0042143765903308;0.0137079973919818;-0.0017717714048315302
0.00289440203562341;-0.008698694400712359;0.00167401849973725
0.0134303435114504;0.00240128492597358;-0.0040934029008175
0.00495388040712458;-0.00928708872032169;0.00185730519678895
0.0041030534351145795;0.0119905220806893;-0.00840674983809697
0.00291825699745546;0.00795127458931677;0.0013807597844548401
0.0067191475826972;0.0127856495396211;0.000195505810188568
0.00226622137404581;0.00589984574527291;0.00030547782841927596
0.00174936386768443;0.00408695513890889;-0.020589205635455
0.0050095419847328;0.00615428653213113;0.000977529050941284
0.0009144402035624061;-0.015012006424630001;-0.0118403206295287
0.00116094147582702;-0.0172542658588171;0.002370507948533
0.00293416030534349;0.014137366219804999;-0.00210168745952422
0.00451653944020353;0.00505701063880537;-0.000317696941555701
0.0053912213740458;0.022247666300907996;0.0116570339324769
0.0031727099236641397;0.0171270454653881;-0.0062561859260255
0.00353848600508899;0.0048820825978404;-0.00428890871100573
0.00108142493638685;0.0211026827600465;-0.00541306711958822
0.0053912213740457396;-0.00014312294260776498;0.00184508608365186
0.0049300254452927;0.0312962167835505;0.00669607399894911
0.00292620865139942;0.00209913649157967;-0.00244382262735354
0.00293416030534355;0.0228996708172319;0.00103862461662541
0.007506361323155241;-0.0032759251307984396;-0.0045088527474676
0.0038247455470737397;0.0076014185073866;-0.011094954728186
0.00326812977099233;-0.0196078431372547;0.00739256344774519
0.0036339058524174103;0.0190989615635385;-0.000928652598394697
0.009009223918575001;0.0249670022104544;-0.00272486222949919
0.00567748091603054;0.0273523845872493;-0.00571854494800783
0.00588422391857502;0.00585213809773699;-0.0028592724740036397
0.00928753180661585;0.00112908099168296;-0.0061095565683843
0.00565362595419849;0.004802569851947379;0.0012707877662238
0.0013597328244274699;0.00861918165481923;-0.00453329097374089
0.00453244274809161;0.0159979644737052;-0.00911545840002947
0.00315680661577611;0.012531208752763002;-0.0101785212429282
0.0047948473282442;-0.0078399567450661;0.00261489021126848
0.00463581424936388;-0.00249670022104564;-0.00844340717750713
0.0035066793893130397;0.0037689041553362604;-0.0116203765930668
0.00147105597964381;0.00478666730276867;-0.00519312308312669
0.006902035623409629;-0.0029737766964046397;-0.016043695548577
0.00390426208651395;-0.0138352177854109;-0.00343357079143203
0.0035384860050891;0.0007951274589316219;-0.00624396681288863
0.00338740458015263;-0.0006838096146812861;-0.000806461467026787
0.0062261450381678705;-0.0221204459074789;-0.0010264055034885401
0.00442907124681935;0.007903566941780741;0.000891995258984202
0.00313295165394412;-0.0111158818758647;-0.00260267109813161
0.0047709923664121;-0.0176200244899258;-0.0221410330038248
0.00749045801526727;-0.0180652958669274;-0.00837009249868648
0.0028944020356233;-0.00650414261406107;-0.0151883576290033
0.00244115776081433;-0.00400744239301554;-0.0169723481469716
0.006393129770992379;-0.00230586963090207;-0.0213223524236611
0.00887404580152673;-0.00284655630297515;-0.0157015603807475
-0.00242525445292618;-0.00776044399917308;-0.0262955314703257
0.00403148854961821;-0.0219137127681567;-0.014687373990396003
0.00460400763358793;0.0060906763354164895;-0.0231430002810394
0.00570133587786259;0.0058362355485585;-0.0227153313212528
0.0007076972010177099;0.0185264697931077;-0.0244626644998106
0.00164599236641216;-0.0163955282031708;-0.0220066227593201
0.0047709923664123206;-0.00675858340091939;-0.0175710846906733
0.00189249363867683;-0.0172224607604599;-0.0200637837705738
0.00221055979643758;-0.00892133008921314;-0.0141130756729677
0.00315680661577611;0.010575195203791;-0.0318185706081452
0.00348282442748094;-0.0162365027113847;-0.0256723567003507
0.00586036895674302;-0.0218023949239062;-0.0180354109898703
0.006647582697201;0.00960513970389454;-0.0179620963110497
0.006647582697201;-0.00818981282699616;-0.0195750192451032
0.00733142493638683;0.00513652338469872;-0.0198316206209752
0.012507951653943998;-0.0141055611214478;-0.009567565586089791
0.00337945292620856;-0.00993909323664588;-0.0101785212429282
0.00867525445292627;-0.00310099708983358;-0.0132210804139836
0.0052719465648855;0.0018765008030786601;-0.0168379379024671
0.0062022900763358795;-0.00141532687689838;-0.0221165947775511
0.00361800254452926;-0.0208482419731882;-0.0216033920258067
0.00324427480916034;-0.0169044097768872;-0.0169601290338346
0.00222646310432562;-0.0140260483755547;-0.0160314764354405
0.0103848600508906;-0.0063451171222747;-0.0208946834638741
0.005947837150127371;-0.00437320102412408;-0.0103251506005694
0.0053196564885496;-0.0115611532528664;-0.0146140593115751
0.007418893129770841;-0.00993909323664588;-0.0151272620633194
0.0189169847328245;-0.0145667350476281;-0.0152738914209607
0.00271946564885495;-0.0141214636706265;-0.0205281100697712
0.0053196564885496;0.00445271377001732;-0.0225809210767482
0.004818702290076421;-4.770764753581071e-05;-0.00865113210083213
0.0153705470737913;-0.00567721005677213;-0.00552303913781935
0.010901717557251998;0.00543867181909252;-0.00772247950243776
0.0105995547073791;-0.0035939761143710704;-0.0121946749104949
0.0128021628498728;-0.0038484169012293896;-0.00588961253192241
0.0174220737913486;-0.000604296868787935;-0.00955534647295311
0.00966921119592867;-0.00815800772863884;-0.0062195285866152
0.0164201653944021;-0.00768093125327995;-0.016679089431688998
0.0115617048346056;-0.00419827298315911;-0.0100807683378341
0.0119433842239186;-0.00523193867977045;-0.00983638607509858
0.0120229007633588;0.0113544201135442;-0.0100685492246972
0.008301526717557241;-0.00014312294260765402;-0.0111316120675961
0.00584446564885488;-0.00163796256539916;-0.0102151785823385
0.0160225826972011;0.0009064453031820689;-0.0094453744547222
0.0133667302798981;-0.0161887950638487;-0.008748885005926191
