# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FYGT1
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=4)
# prediction_type; rolling
FYGT1;GDP284A;CES049;CPILFESL;LHEL
0.0269682470639413;0.000287530421745538;0.00850520944078146;0.0008917297416839061;0.0516605166051662
0.0448020878642884;0.00248508435937196;0.00986797595345527;0.00071338379334679;0.0258302583025826
0.0204436711613749;0.00325525513190455;0.0037886842054376;0.00107007569002049;-0.011070110701107002
-0.0226185297955634;0.00031833725264684504;0.003054143390101;0.000713383793347322;0.00369003690036862
-0.0456720313179644;-0.00041075774535072795;0.0025612278429620198;0.000356691896673148;-0.0295202952029512
-0.051979121357111996;0.0014581899959951099;0.0022616125103898104;-0.00017834594833656498;-0.0295202952029523
-0.00521966072205307;-0.0009960875324755481;-0.00334409371194309;0.0008917297416839061;-0.0405904059040592
-0.00782949108307962;0.0014581899959951099;-0.00360504900160625;0.000356691896673129;-0.0147601476014756
0.00413223140495914;0.00404596379170477;-0.00159472677014671;0.000535037845010244;0.0147601476014756
0.00500217485863372;-0.00057506084349104;0.00465853517097494;0.000713383793347322;0.0295202952029523
0.005654632448891079;0.0023105123175979;0.00197166218854508;0.000535037845010244;0.0405904059040592
0.00695954762940432;0.00052371612532217;0.007074787853014541;0.00035669189667312796;0.0184501845018442
-0.0123966942148761;-0.0029574557665253;0.00601163667291572;0.000713383793347342;0.0
0.0108742931709435;-0.000195109929041582;0.0029091682291786897;0.000535037845010245;-0.011070110701107002
-0.0121792083514567;0.00043129563261825097;-0.0006958807724276799;0.000356691896673127;-0.0147601476014756
0.00195737277076985;0.000431295632618289;0.004803510331894471;0.000356691896673681;0.011070110701107002
0.007612005219660291;-0.000441564576252032;0.0035663889586918;0.000713383793346791;-0.0073800738007383
0.0250108742931714;-0.000729094997997571;0.0020586472850984603;0.000713383793347341;0.0073800738007383
0.0132666376685514;0.000308068309013063;0.0064079021127713106;0.0008917297416833929;0.011070110701107002
0.00630709003914767;0.000780439716166403;0.0064852221985975895;0.0008917297416839061;0.011070110701107002
0.00217485863418854;-9.24204927039186e-05;0.00438791487058454;0.000178345948336545;0.0258302583025826
-0.00608960417572837;0.00248508435937192;0.00698780275646116;0.000356691896673662;0.0258302583025837
0.0106568073075248;0.00341955823004489;0.00798329886146357;0.0008917297416839061;0.0184501845018442
0.00521966072205302;0.007136915825469041;0.00845688438713978;0.000713383793346827;0.0258302583025836
0.000652457590256617;-0.00106797013791194;0.00948137552432676;0.000535037845010244;0.0405904059040582
0.0041322314049585295;0.00031833725264684303;0.00845688438714268;0.00017834594833654598;0.0295202952029523
0.024793388429752;-0.00119119746151713;0.007161772949567909;0.0008917297416839039;0.0774907749077487
0.0304480208786431;0.00538092646409461;0.00813793903311337;0.0008917297416839061;0.0553505535055349
0.000217485863418687;0.0027110011193148898;0.008292579204762871;0.00178345948336728;0.011070110701107002
0.0376250543714661;0.0038611228062968897;0.009433050470685071;0.00160511353503073;0.0
-0.004567203131796429;0.00575060843491033;0.0063982371020441;0.00178345948336728;-0.0147601476014756
-0.0545889517181385;0.0058841047021492895;0.005180445750292829;0.00107007569002045;-0.011070110701107002
-0.0232709873858195;-0.00044156457625203093;0.00398198442000461;0.00142676758669415;-0.0147601476014767
0.0574162679425837;-0.000349144083548115;0.0043782498598574394;0.0019618054317043897;-0.00369003690036862
0.0284906481078726;0.00192029245951467;0.00319911855102054;0.00196180543170382;0.0184501845018453
-0.005872118312309721;0.00252616013390704;0.00393365936636292;0.00231849732837806;0.011070110701107002
0.0306655067420618;0.0072087984309054;0.00880482477335356;0.0019618054317038602;0.0258302583025826
-0.0282731622444539;-0.0043232252698164894;0.00879515976262921;0.00267518922505119;0.0332103321033209
0.0213136146150502;0.00250562224663949;0.00836023427985916;0.0028535351733882603;0.0516605166051662
0.0343627664201823;0.00542200223862969;0.00595364660854666;0.00267518922505119;0.0295202952029512
0.0137016093953893;0.000605867674392309;0.00827324918330857;0.00321022707006143;0.0
0.0704654197477164;0.00494963083147636;0.00902712002010225;0.0028535351733877698;-0.0184501845018442
0.0160939538929972;0.008410264836056341;0.00835056926913191;0.00285353517338773;-0.00738007380073835
-0.0226185297955635;-0.000349144083548109;0.0065915373166054395;0.0032102270700614197;-0.0811808118081174
-0.00652457590256639;0.007332025754510609;0.00128544642684739;0.00392361086340876;-0.0848708487084872
-0.0337103088299255;-0.0008112465470676981;0.0023389325962133198;0.0028535351733877698;-0.0553505535055348
-0.0841670291431057;0.00139657633419253;-0.0014787466414087301;0.0035669189667350797;-0.0442804428044278
-0.104175728577643;0.0111212659553711;-0.0037790191947103795;0.00214015138004095;-0.0147601476014756
0.0615484993475422;0.000965280701574242;0.00107281619082591;0.0023184973283775197;0.0184501845018442
0.0493692909960855;-0.001817603023177;0.00410762955946983;0.00196180543170435;0.011070110701107002
-0.0667681600695952;0.00243373964120305;0.00937506040631603;0.00124842163835708;0.0147601476014766
-0.0208786428882123;0.011706595742496;0.0133570448263208;0.0019618054317043603;0.0516605166051652
0.0284906481078726;0.00319364147010197;0.0109214621228209;0.00178345948336728;0.0332103321033208
0.0202261852979556;0.00155061048869906;0.00448456497786814;0.00178345948336728;0.0479704797047976
0.0184862983906051;0.00930366293219415;0.00993563102855133;0.00124842163835756;0.0811808118081174
0.0569812962157458;0.0118914367279038;0.0141882357489407;0.00178345948336728;0.0774907749077487
0.0461070030448023;0.0194083034678223;0.0091914252024819;0.00249684327671465;-0.00369003690036862
0.0972161809482383;0.0262268820406445;0.0100419461465593;0.00249684327671407;0.00738007380073724
-0.0713353632013923;0.0243887411301999;0.00957802563161042;0.004101956811745329;-0.0147601476014756
-0.00391474554153981;0.0350170977911502;0.0156863124118067;0.00392361086340823;-0.0405904059040592
0.0872118312309702;0.0184635606535156;0.00741306322849827;0.00659880008845994;0.0036900369003697296
0.0208786428882123;0.0312792023084585;0.00613728181238371;0.008917297416836929;-0.0664206642066418
-0.0872118312309702;0.0298723570306322;0.000695880772427659;0.007847221726817;-0.140221402214022
-0.0891692040017394;0.0174572041774063;-0.0113467225948611;0.00588541629511262;-0.0996309963099627
0.0143540669856459;-0.00187921668497965;-0.0044362399242262604;0.0044586487084184705;0.0
0.0648107872988253;-0.0018997545722471698;0.00672684746680063;0.00374526491507163;0.0332103321033209
-0.0548064375815572;0.0038303159753955702;0.00912377012738286;0.00499368655342924;0.0258302583025826
-0.045889517181383;0.00921124243949023;0.0116753329596206;0.00552872439843896;0.0442804428044279
0.0197912135711176;0.00702395744549766;0.009597355653064691;0.00410195681174527;0.0221402214022139
-0.0173988690735104;0.0038405849190293897;0.00432992480621563;0.00499368655342872;0.0036900369003696203
-0.0513266637668547;0.011747671517030999;0.00617594185529552;0.004280302760081929;0.0258302583025826
0.0126141800782947;0.0075374046271859405;0.00963601569597933;0.0051720325017657895;0.0516605166051662
0.0178338408003478;0.0100122200429242;0.0126225040109784;0.00517203250176523;0.0553505535055349
0.0382775119617227;-0.00338875139914352;0.0147584713819033;0.0046369946567556;0.0479704797047965
0.0443671161374511;0.00322444830100321;0.0142365608025824;0.00445864870841844;0.0774907749077487
0.0228360156589821;0.0134523161602366;0.0158022925405447;0.00588541629511263;0.0479704797047965
0.0311004784688997;0.0173545147410685;0.0200259022287525;0.00695549198513309;0.0811808118081185
0.0430622009569379;0.0116860578552285;0.0170394139137475;0.00749052983014328;0.011070110701107002
0.0893866898651588;0.0238034113430751;0.0188950959735574;0.007847221726816959;0.0553505535055381
0.0315354501957371;0.022037153038067;0.0164015232056918;0.008382259571827259;-0.0221402214022139
-0.0237059591126576;0.0314537743502326;0.0122262385711228;0.008738951468500341;0.0221402214022139
0.0141365811222247;0.0189051252297676;0.00894979993427902;0.00980902715852083;0.0
0.13810352327099;0.0152801881270473;0.007065122842287109;0.0117708325902252;-0.011070110701107002
0.108525445846018;0.0245735821156078;0.00898845997719055;0.014802713711950001;-0.077490774907752
-0.238147020443671;0.0118914367279038;-0.00476485028898566;0.0139109839702662;-0.180811808118081
-0.00956937799042623;0.0246043889465091;0.00034794038621377405;0.006420454140122879;0.0036900369003697296
0.241626794258371;0.0300469290724064;0.00947171051359985;0.0135542920735924;0.0369003690036894
0.0182688125271857;0.0234748051467946;0.00822492412966658;0.0105224109518682;-0.0147601476014756
0.0656807307525034;0.00403569484807098;0.00832157423694735;0.0101657190551944;-0.0036900369003696203
0.0778599391039561;0.0015198036577976901;0.00352772891577735;0.0158727894019705;-0.0258302583025826
-0.18094823836450397;0.0032655240755382602;-0.000734540815339413;0.009452335261847241;-0.0959409594095941
0.0513266637668508;0.00548361590043245;-0.006417567123498721;0.00606376224344968;-0.0553505535055349
-0.0350152240104349;-0.000564791899857364;-0.007683683528888709;0.00927398931351059;-0.0664206642066418
-0.127664201826884;-0.006941805896427461;-0.0106991668760751;0.00856060552016374;-0.0774907749077487
-0.176816006959548;-0.005637650054938771;-0.0117333230239894;0.0017834594833673898;-0.0147601476014756
-0.0176163549369291;0.0040562327353385105;-0.0052867608683036;0.0032102270700613603;0.0295202952029523
0.0208786428882123;0.00338875139914352;0.00763535847524677;0.0051720325017657895;0.062730627306272
0.0728577642453263;0.00533985068955956;0.0130574294937458;0.0065988000884578705;0.0774907749077487
-0.0224010439321469;0.009467966030334509;0.0183925154156942;0.00695549198513301;0.0922509225092255
0.0145715528490672;0.0012425421796860001;0.0218815842885566;0.007490529830143309;0.0701107011070105
0.0893866898651589;0.00627432456023247;0.0153770320685076;0.00677714603679808;0.0664206642066417
0.0171813832100892;-0.0099916821556566;0.0157829625190873;0.006955491985133179;0.0184501845018453
-0.117007394519354;-0.0104743225064439;0.0118106431098128;0.0057070703467776394;0.0184501845018442
-0.0408873423227512;-0.0104537846191762;0.00851487445151156;0.00624210819178256;0.011070110701107002
-0.06024358416702901;-0.00370708865179026;0.0058183364583545;0.00606376224345295;0.0147601476014767
-0.0308829926054811;-0.00989926166295285;0.0041269595809241295;0.00517203250176196;0.00369003690036862
-0.00913440626359285;-0.0013863073905586699;0.004793845321167329;0.00677714603679813;-0.00369003690036862
-0.025880817746846002;-0.00470317618426597;-0.0024839077571356897;0.00642045414012293;-0.00738007380073835
-0.0554588951718138;-0.00335794456824223;-0.0008891809869917561;0.00499368655342702;0.0
-0.0402348847324926;-0.00344009611731244;0.0041462896023812795;0.0057070703467777;0.011070110701107002
-0.0126141800782947;0.00820488596338098;-0.000405930450582681;0.005885416295112579;0.0221402214022139
