# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FSPIN
# prediction_type;rolling
# method; Part-GFS_te(n_components=15)
"FSPIN";"GDP253";"LHUR";"HSSOU";"HSNE";"LHU14";"FYGT1";"CES275R";"GDP276_5";"sFYBAAC";"FYBAAC";"PMP";"PMI";"FYGT5";"BUSLOANS";"FSPXE"
0.00140678002809346;0.00304475040472902;-0.10091743119266;0.010855405992185;-0.261013215859031;-0.0639492311447403;0.0269682470639413;0.024489089140142;0.00150903200035507;-0.0353016688061617;0.00680457267283585;0.000775193798450924;0.00959860383944244;0.0254151987921484;0.000726790791133198;0.00119959398357378
0.000847134567326003;0.00166347339185195;0.0229357798165142;0.0112896222318707;-0.0506607929515407;0.0650475958018064;0.0448020878642884;-0.00682615576686803;0.00116284230615596;-0.01604621309371;0.0133369624387594;-0.303875968992249;-0.301919720767888;0.027176648213387;0.000961928988264466;-0.0299898495893688
-0.000597977341641897;-0.0042180932436246;0.0458715596330267;-0.0138949196699948;0.014317180616739;0.0224554552111289;0.0204436711613749;-0.00397318972080579;0.000674626070746976;0.0147625160462132;0.0127925966249315;-0.0705426356589141;-0.0558464223385706;0.0108203321590342;0.000491652594001792;-0.0377410722524701
-0.00105029353596079;0.00268086560026141;-0.0642201834862386;-0.0495006513243595;-0.0737885462555055;-0.0512570173297535;-0.0226185297955634;0.0394239112338028;0.000949802494341124;0.0256739409499358;0.00299401197604816;0.146511627906977;0.0270506108202462;-0.0140915953699046;0.000748166990872384;-0.0130109808987728
-0.000233824473334295;0.00187883378633278;0.0137614678899081;-0.0386452453321759;-0.052863436123348;0.00720039052965704;-0.0456720313179644;-0.0019901587255812;0.000284053082419778;0.0314505776636715;-0.00517147523135521;-0.306976744186046;-0.255671902268762;-0.0256668344237543;0.000684038391654756;-0.0158715511672962
-0.000419734095575561;-0.00066093362444118;0.0412844036697246;-0.0325662179765523;-0.0220264317180627;0.0519892604344643;-0.051979121357112;0.000934983131874068;0.000665749411921346;0.0545571245186135;-0.0117038649972787;0.040310077519379;0.0383944153577669;-0.047307498741822;0.000235138197131269;-0.00230691150687368
-0.000222324909072006;-0.00222043992930238;0.100917431192661;-0.0555796786799831;0.123348017621144;0.0528435440566257;-0.00521966072205307;0.00525829938843169;0.00118947228263282;-0.0115532734274711;-0.000544365813826324;-0.0325581395348837;-0.0183246073298428;0.00553598389532009;0.000299266796348969;0.0335886315400931
0.00397309945263991;-0.00473792867857832;0.0733944954128432;0.0751194094659145;-0.145374449339207;0.029655845740786;-0.00782949108307962;-0.000337461061723929;0.00106519905907416;0.0128369704749685;-0.00272182906913504;0.0589147286821697;0.0174520069808011;-0.00780070457976899;0.000213761997392082;0.0612715696225883
0.00243790762361696;0.00160406362785723;0.0275229357798164;0.0295267042987412;0.13215859030837;-0.0100073224310459;0.00413223140495914;0.0257880898964753;0.00131374550619147;-0.00962772785622593;-0.00381056069678769;0.323255813953489;0.331588132635254;-0.00201308505284299;0.00012825719843526;0.0413398542031946
0.000435066847925376;0.0019011124478308;-0.0321100917431186;0.0542770299609196;0.0848017621145385;-0.0290456431535258;0.00500217485863372;0.0125957884736347;0.000798899294305622;-0.0192554557124519;0.00734893848666305;0.0457364341085278;0.0636998254799291;0.0213890286864617;0.000213761997392146;0.0144874042631716
0.00195875911268593;0.00396560174664707;-0.0779816513761469;0.0047763786365615;-0.0286343612334814;-0.0375884793751538;0.00565463244889108;0.0147845163021044;0.000639119435444523;0.00256739409499293;0.000544365813826327;-0.0682170542635653;0.0305410122164058;-0.00427780573729264;0.000448900194523419;-0.00203008212604872
-9.9662890273633e-05;0.0018639813453341;-0.0779816513761469;0.00564481111593526;-0.0319383259911871;-0.049304369050526;0.00695954762940432;0.00819160944737707;0.00091429585903864;-0.0179717586649544;-0.00408274360370169;0.0565891472868212;-0.0244328097731229;-0.00050327126321037;0.000491652594001797;-0.0244532619728726
-0.00482023401996591;0.00219816126780436;-0.0137614678899083;0.0134607034303091;0.102422907488987;0.00109836465706614;-0.0123966942148761;0.00385792515288332;0.00102081576494609;0.0179717586649544;-0.00408274360370169;-0.236434108527133;-0.213787085514835;-0.015349773527932;0.000577157392958679;-0.0925532896558078
-0.00281930983831809;0.000757474490932587;0.00458715596330367;-0.00955275727312288;-0.0870044052863458;0.028679521601174;0.0108742931709435;0.0116472608796008;-0.00032843637654789;-0.0160462130937092;0.00272182906913504;-0.0612403100775186;-0.0663176265270498;0.00780070457976896;0.000641285992176311;-0.045123189074467
0.00106945947639801;0.00407699505413714;-0.00458715596330367;0.108988276161529;0.0649779735682829;-0.0220893336587771;-0.0121792083514567;0.00524100295997659;-0.000159779858861099;-0.000641848523749711;-0.00734893848666312;0.113178294573644;0.102094240837696;-0.0103170608958231;0.000790919390350826;0.022423179846821
0.00353994919875831;0.00201993197582023;0.0321100917431201;-0.0625271385149804;-0.205947136563875;0.0501586526726874;0.00195737277076985;0.0109062845116718;0.00041720296480402;-0.0102695763799737;-0.005171475231356;-0.0286821705426372;0.0244328097731231;0.00301962757926523;0.000470276394262606;0.0341422903017431
0.00263723340416428;0.0021090466218123;-0.00458715596330372;0.041684759009987;0.215859030837003;-0.0191603612399305;0.00761200521966029;0.0137107110098929;0.000390572988327198;-0.0211810012836971;-0.00326619488296136;0.089147286821707;0.092495636998254;0.00880724710619045;0.000555781193219492;-0.00212235858632276
0.000791553340057993;0.00109908063390218;-0.0321100917431186;0.0764220581849765;-0.0440528634361221;0.00231876983158291;0.0250108742931714;0.00959299990205995;0.000257423105942923;-0.0166880616174584;-0.00136091453456672;-0.0124031007751955;-0.0706806282722514;0.0118268746854549;0.000513028793741047;0.000738211682198009
0.00165785384782132;0.00166347339185195;0.00917431192660589;-0.0581849761181072;-0.0209251101321608;-0.00744447156455827;0.0132666376685514;0.00912957912783627;0.000363943011850344;-0.0160462130937098;0.000272182906913199;0.0596899224806212;0.0148342059336832;0.0070457976849527;0.00113293858617811;0.00756666974255055
0.00273881288848162;0.00373538891116755;-0.0137614678899081;0.0178028658271823;-0.0429515418502202;-0.0130583353673432;0.00630709003914767;-0.00138991155551985;0.000967555811992381;-0.0134788189987163;-0.000816548720740322;0.0279069767441857;0.0523560209424083;0.00553598389531929;0.000876424189307648;0.0301744025099197
0.00179968180705686;0.00268829182076074;-0.0366972477064223;-0.0451584889274863;0.0209251101321607;-0.0123260922626288;0.00217485863418854;0.014586179072275;0.000292929741245375;0;0.00163309744148065;-0.0620155038759697;0.0244328097731231;-0.000503271263211147;0.000684038391654752;0.00609024637814892
0.00140294684000599;0.00355715961918341;-0.0275229357798164;0.00347372991749934;0.00110132158590204;-0.0136685379546033;-0.00608960417572837;0.0122966734180942;0.000719009364875055;-0.00385109114249037;-0.00217746325530784;0.0682170542635675;0.100349040139618;-0.00150981378963258;0.000940552788525211;-0.0143028513426234
0.00108479222874782;-0.00362399560367746;-0.00458715596330223;0.00173686495874903;0.0958149779735682;-0.0151330241640213;0.0106568073075248;-0.00431450508052544;0.000869912564910589;0.00128369704749686;-0.00108873162765352;-0.0395348837209304;-0.0401396160558481;0.00100654252642224;0.00128257198435262;-0.0133800867398717
0.00107520925852918;0.0101516434225965;-0.00917431192660592;0.0121580547112458;-0.126651982378853;0.0063461069074921;0.00521966072205302;0.0226560344638052;0.000790022635479996;-0.0102695763799745;-0.00190528034839384;-0.0286821705426371;0.0270506108202461;0.00503271263210822;0.00200936277548582;0.00673618160007289
0.000676557697434538;0.000230212835479505;-0.0321100917431188;-0.0282240555796779;0.128854625550661;-0.017207712960703;0.000652457590256617;0.0137464117704057;0.00110958235320225;0.00577663671373554;0.00272182906913424;-0.00930232558139532;-0.0523560209424083;0.00125817815802742;0.00181697697783286;0.00313739964934856
-0.000274072948252491;0.00410669993613451;-0.0412844036697246;0.0412505427702988;-0.0616740088105738;-0.0379546009275066;0.00413223140495853;0.00552987182924208;0.00110958235320225;0.00577663671373557;0.00571584104518233;-0.0240310077519373;-0.0418848167539267;0.00377453447408152;0.00162459118017997;-0.0416166835840168
0.00313363126148878;0.00510923970354527;-0.0366972477064223;-0.0234476769431177;0.105726872246696;-0.0106175250183061;0.024793388429752;0.014836698386279;0.00133149882384273;-0.0288831835686778;0.0062602068590096;0.0496124031007745;0.0314136125654451;0.0231504781077002;0.00153908638122314;0.00950447540832244
0.000159077305629057;0.00605236970696135;-0.0321100917431186;-0.0542770299609197;-0.13215859030837;-0.0394190871369296;0.0304480208786431;0.00727303665763568;0.000266299764768517;-0.0186136071887033;0.0163309744148067;0.0968992248062023;0.141361256544503;0.0312028183190736;0.00188110557705056;0.00036910584110178
-0.00202200671612881;-0.00548797694901158;-0.00458715596330363;-0.0243161094224928;-0.0958149779735682;-0.0117158896753722;0.000217485863418687;0.00656875420036851;0.000585859482490812;0.0603337612323491;0.0264017419706041;-0.171317829457365;-0.140488656195463;-0.00176144942123777;0.00185972937731129;-0.0189166743563735
-0.00415900907488119;0.00432206033061534;-0.00917431192660451;-0.101172383847156;-0.066079295154185;0.0214791310715159;0.0376250543714661;0.0148512300834654;0.00195286494163596;0.00320924261874205;0.0307566684812197;-0.0100775193798442;-0.0296684118673638;0.0372420734776041;0.00218037237339946;-0.0631170988280889
-0.00131286691995094;7.42622049935276e-06;-0.00917431192660592;-0.0529743812418575;-0.140969162995596;-0.0156211862338298;-0.00456720313179643;0.00136644978822847;0.00174870178864675;0.0783055198973036;0.0220468154599892;-0.0744186046511627;-0.123909249563702;-0.0135883241066935;0.0008336717898292;-0.0074743932822737
0.00469182221903642;-0.00246550520578058;0.0183486238532104;0.070343030829353;0.114537444933922;0.0346595069563096;-0.0545889517181385;0.0144163776073243;0.00126936221206338;0.0314505776636727;-0.0209580838323357;-0.0937984496124024;-0.18586387434555;-0.0415198792148967;0.000876424189307584;0.044384977392269
