# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU680
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=11)
"LHU680";"MSONDQ";"IPS34";"LHNAG";"LBMNU";"LBOUT";"LBLCPU";"GDP276_4";"CES088";"LHU26";"FYGM3";"CCINRV"
-0.0686015831134588;0.0176932789667134;0.0143273834527761;0.00656226174360847;0.0184353959602438;0.00322597593653131;-0.000915001203948942;0.0015831802925717;0.0040451710770268;-0.0826835902085224;0.0153602891348546;0.000998855522000306
-0.0738786279683349;0.00382818217643254;-0.0279503152617967;0.00487404502948582;-0.00288554023725553;0.00303683076761416;0.0017625812665543;0.00474954087771515;0.0030338783077701;0.00670897552130593;0.0365936299977412;0.0012707659657937
-0.068601583113459;-0.00566989166887832;0.00569557936907694;0.00123309838335665;0.000144277011862669;0.00131350811748017;0.00298579340235973;0.00243809765056046;0.00320242710264622;0.0261106074342702;0.046758527219336;0.00130488355020956
0.0131926121372057;-0.00926484425893238;0.0226657164948591;0.0050218612394786;0.00604360371914079;0.0138286134608311;-0.000443053214543697;0.00187870728051845;0.00359570762402323;-0.00235720761559421;-0.0241698667269034;0.000872087780695748
-0.0844327176781025;0.00961870983826741;-0.0133291579077117;0.00839440476746134;0.00174735492144921;-0.0104660326800819;0.00543221767397062;0.00175205285711267;0.00314624417102143;-0.009066183136899;-0.0596340637000227;0.00102946046667479
0.0343007915567333;-0.0100932114105564;-0.00434512800213515;-0.00266069177986275;-0.00559474190445662;0.00102979036410444;0.000876474837466902;0.00110822620480021;0.00320242710264622;0.040435176790571;-0.0429184549356222;0.000644488002129126
0.0554089709762531;-0.00451178613651168;-0.00962972676907102;-0.00119030948046492;-0.00912151330554658;-0.00393001628750068;0.004729111485673;0.000844362822704935;0.00207876847013819;0.0598368087035359;-0.00361418567878902;0.00052899497765342
0.0422163588390475;0.00205081188023257;-0.00616592047086262;-0.000132256608940149;-0.00545046489259384;0.00538012924919876;-0.00090536961232845;0.000316636058514355;0.00191021967526207;0.058748866727108;0.00293652586401605;0.000408907677418206
0.155672823218999;-0.0013591655206249;0.0110979905562294;0.00212388554357465;-0.0022603398525168;0.0178006620080912;-0.00388153142306765;0.000601608511177239;0.00230350019664085;0.0250226654578423;-0.00316241246894083;-0.000181442835622146
0.0817941952506569;0.0209906627741446;0.0110392357759674;3.88990026256239e-06;0.00567489579993586;0.00545368570377764;-0.00155068625090297;0.000295526987946706;0.00309006123939488;-0.0130553037171351;0;0.000280205842402334
-0.0448548812664934;-0.00207493907882357;0.00634188195195495;0.00448894490345306;0.0123276691247194;0.00587400830137128;-0.000722369371538641;0.00100268085196211;0.00269678071801786;-0.0670897552130553;0.0106166704314437;0.00069749245071608
-0.063324538258575;0.0102942713988154;0.004051656960518;0.00382766185874993;0.00360692529656944;0.00536962118425895;-0.000183000240789774;0.000886580963840158;0.00269678071801787;-0.0469628286491391;0.0178450417890217;0.000620426419900009
-0.0211081794195197;-0.00170498870042946;-0.00211396065065103;0.00472622881949305;0.0117665918563643;0.00312089528713284;0.00218637129785697;0.00109767166951638;0.0030338783077701;-0.0241160471441522;-0.000451773209848211;0.0011895104695298
-0.060686015831137;-0.00399707256656933;0.000645696863493559;0.00488571473027351;-0.00208400128246237;0.00777596805548261;-0.00147363351793886;0.00107656259894877;0.00264059778639308;0.00435176790571168;0.00835780438219993;0.000942471228589059
-0.0580474934036912;0.015763103079434;0.00234897977169891;0.00211610574304953;-0.00634818852196218;0.00464456470340986;0.000654948230195053;0.00120321702235451;0.00309006123939488;0.0270172257479603;-0.00180709283939487;0.0010263911906079
0.0369393139841636;0.00698884519185227;0.00252494125279122;0.00234560985856322;0.00602757294004496;0.00415068565123737;0.000963159162051508;0.00226922508601946;0.00337097589752233;-0.0143245693563014;0.00632482493788164;0.0011370928888022
0.0158311345646437;0.00934526825423555;0.00951221720854797;0.00641055563335314;0.00630009618467459;0.00398255661219983;-0.00118468576932336;0.00156207122200409;0.00325861003427276;-0.00126926563916574;0.00225886604924308;0.00126491870573623
-0.0237467018469658;0.00517930529752939;-0.00223116735148322;0.00456674290871141;0.00270920166720098;0.0120737666158777;-0.00262942451240067;0.000496063158339145;0.00258441485476654;0.00471441523118785;0.0239439801219786;0.0013815040754974
-0.0422163588390473;0.00588703645619706;0.00446263756265819;0.00276182918670004;0.00780698941968583;0.0014711290915778;0.00291837226101611;0.000675490258163935;0.00404517107702679;-0.00616500453309191;0.0137790829003845;0.00146480075814762
-0.00791556728232184;0.0170338022052259;0.002525244112483;0.00606824441021331;0.0188041038794486;0.00814375032837701;-0.00288947748615456;0.0011398898106516;0.00415753694027814;0.00435176790571168;0.00225886604924305;0.00165708351433778
-0.0158311345646439;0.0221165987083891;0.00546056024802997;0.00903623831084928;0.00448861814684196;0.00152366941627702;0.00122321213580543;0.00198425263335658;0.00337097589752233;-0.0255666364460563;-0.00361418567878902;0.00152775411624618
0.0211081794195278;-0.00989215142229836;0.00698757881544941;9.72475065747214e-05;0.00663674254568775;0.0058845163663111;0.00129063327714905;0.00146708040444979;0.00247204899151519;-0.0203082502266544;0.00135531962954596;0.00150329414926583
-0.0290237467018496;0.0132297472273844;0.00504988250558247;0.00430222969082991;0.0101154216094902;-0.00328902432617029;0.00470984830243198;0.00102378992252972;0.00207876847013995;0.00652765185856755;0.0126496498757619;0.00133742901415581
-0.065963060686013;0.00840430750918766;0.0106279523141355;0.00734802159672664;0.0164475793523565;0.00995113749802969;-0.0026390561040212;0.000306081523230535;0.00280914658126744;-0.00906618313689957;0.0140049695053086;0.00188845509691955
-0.0712401055408969;0.00894314827772091;0.00734010749701938;0.00563257558076248;0.0105963449823662;0.000704040350969382;0.000115579099446188;0.000749372005150593;0.00286532951289399;-0.0213961922030824;-0.0011294330246219;0.001823291346008
0.0343007915567256;0.00940960745047895;0.0063412762325705;0.00774868132381083;0.00254889387624226;0.0143540167078232;-0.00196484469058513;0.00216367973318136;0.00342715882914887;-0.0161378059836811;-0.000451773209848211;0.00157315498490481
-0.00527704485488389;0.0294030126828625;-0.000175961481092307;0.00668673855202351;0.0102436678422573;0.0101928229916461;-0.0011268962196003;0.00166761657484218;0.00387662228215069;-0.0190389845874887;0.0203297944431896;0.0012971728776063
-0.0263852242744037;0.0204437796060849;0.00939501050771673;0.0057765018904915;0.0157742866303301;0.0110439762517733;0.00111726462797977;-0.00385240537859116;0.00292151244451877;-0.011604714415231;0.0300429184549355;0.00151449390122213
-0.0923482849604245;0.0178621693568485;0.00757482375837369;0.00576094228943888;0.0108688682269958;-0.00357274207954603;0.00595232362147847;0.00395795073142929;0.00387662228215067;-0.0279238440616499;-0.00158120623447011;0.000998902642777293
-0.029023746701844;0.00186583669103435;0.00422792130130296;0.00658949104544997;0.00524206476434752;0.000882677454946634;0.00358295208283169;0.00453845017203892;0.00415753694027814;-0.0099728014505897;0.0309464648746326;0.000732813756799497
-0.00263852242744117;-0.0190122324896857;0.00105698032532645;0.00675286685649418;-0.00302981724911819;0.00535911311931905;0.00187816036600048;0.00206868891562706;0.00292151244451877;0.00942883046237573;0.0112943302462166;0.000612163149093521
-0.0554089709762532;-0.0530074553043646;-0.00977297940342152;0.000540696136550667;-0.00125040076947747;0.00597908895076976;0.00136768601011317;0.000569944905325803;0.00539356143603573;-0.00271985494106981;-0.0472103004291849;0.000667123109926518
