# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP254
# prediction_type;rolling
# method; Part-GFS_te(n_components=2)
"GDP254";"CES275R";"GDP258"
0.00314724040749634;0.024489089140142;0.00299488884899903
0.00202870897347328;-0.00682615576686803;0.00319328842574659
0.00251121272932635;-0.00397318972080579;-0.000415694351280609
-0.00018642190567047;0.0394239112338028;0.00398688673273686
0.00433156780822664;-0.0019901587255812;0.00166277740512249
-0.0026208726738384;0.000934983131874068;-0.00272090848110953
0.000339945827987399;0.00525829938843169;-0.000566855933564472
0.00244541676261911;-0.000337461061723929;-0.00224852853647247
0.00393679200798326;0.0257880898964753;0.00215405254754504
0.00020835389457291;0.0125957884736347;0.000859731499239479
0.00535140529218892;0.0147845163021044;0.00358063998034899
0.00343235626322776;0.00819160944737707;0.0025791944977184
0.00183132107335155;0.00385792515288332;0.00336334520581594
0.00288405654066737;0.0116472608796008;0.00150216822394589
0.00236865480146068;0.00524100295997659;-0.000803045905883031
0.00165586516213219;0.0109062845116718;-0.000188951977854821
0.00167779715103462;0.0137107110098929;0.00373180156263285
0.0032020703797524;0.00959299990205995;0.0036467731725982
0.000263183866828977;0.00912957912783627;0.00407191512277154
0.00756653617133267;-0.00138991155551985;0.00318384082685385
0.00755557017688149;0.014586179072275;0.00335389760692321
0.00753363818797913;0.0122966734180942;0.00458208546297958
0.00142557927865683;-0.00431450508052544;0.00290986045896437
0.00490179951968947;0.0226560344638052;0.00957041767834704
0.00482503755853098;0.0137464117704057;0.00571579733010856
0.00633834479279757;0.00552987182924208;0.00594253970353432
0.0153633582261407;0.014836698386279;0.00694398518616493
0.00415611189700743;0.00727303665763568;0.00745415552637299
0.00405741794694649;0.00656875420036851;0.00274925127778775
0.00316917239639879;0.0148512300834654;0.00220129054200875
-0.00179842308999793;0.00136644978822847;-0.000462932345744321
0.00358588018554461;0.0144163776073243;-0.00388296314491673
0.00225899485694864;0.0096734994828746;-0.000623541526920915
0.000318013839084946;0.0180336421915586;-0.00088807429591771
0.00263183866828966;0.00870658648514822;0.0036278779748127
0.0104505927120001;0.0264231251226473;0.00573469252789403
0.00619578686493182;0.0144077639966099;-0.00324997401910303
0.00765426412694237;0.00364297942411412;0.00241858531654177
-9.86939500608741e-05;0.0183531756805849;0.00546071216000457
0.00479213957517735;0.0184342330580322;0.00564966413785935
0.00250024673487517;0.0132214517695897;0.00215405254754503
0.000833415578291724;0.0180516490269717;0.00540402656664811
0.00307047844633793;0.0121680980355743;-0.00117150226269996
0.00528560932548167;0.00708694078709071;-0.00122818785605637
0.00106370146176707;0.015011450814125;-0.00107702627377253
0.00343235626322777;0.0172469401026333;0.00101089308152336
0.00410128192475129;-0.00214177412669525;-0.00756752671308589
0.00178745709554676;0.0388249340419413;0.00183283418519183
0.00193001502341233;0.018187268736495;0.00282483206892968
4.38639778048699e-05;0.0147136175670128;0.000821941103668525
0.00437543178603153;0.0146172607086242;0.00435534308955378
0.00338849228542287;0.0347936630788724;0.00677392840609559
0.0131811253303506;0.0226090985074346;0.00355229718367078
0.0077639240714544;0.0128575589543448;0.0033066596124595
0.00958427915035479;0.0282749692059513;0.0113087758746114
0.00622868484828543;0.0136441640351679;0.0107891579355107
-0.00491276551414063;-0.0109756831700609;0.00974992205730915
0.00334462830761806;-0.000877064555679818;0.00417583871059171
-0.00211643692908289;-0.00942230702718871;0.00200289096526113
-0.00745687622682062;-0.0416160603728151;-0.000273980367889448
-0.00197387900121723;-0.00654384677554909;-0.0005574083346718
0.00114046342292551;0.0107058409044379;-0.00295709845342801
-0.00791744799377134;0.00527831500162135;-0.00699122318062867
0.00230285883475345;0.00583562070184551;-0.0150689202339226
0.0120296959129739;0.00331285785435598;-0.00598033009910529
0.00468247963066531;-0.00580208310397434;0.00208791935529584
0.00172166112883951;-0.00665896701434965;0.00207847175640311
0.0113827022403526;0.0248763538127126;0.00419473390837719
0.0078406860326129;0.0223550880843378;0.00277759407446598
0.00506628943645751;0.0204048132984437;0.00511115100097309
0.00517594938096963;0.00585961069015384;0.00475214224304893
0.003552982202191;0.0105691026440444;0.00951373208499062
-0.00112949742847432;0.00769193898868425;0.00734078433966004
0.00100887148951109;0.00774291024597762;0.00555518814893194
0.01108662039017;0.0117558218319451;0.00907914253592457
0.0038380980579224;0.00854182293548789;0.00264532768996753
0.00682084854865062;0.0157682590245796;0.0235812068362826
0.00673312059304093;0.0141688194068567;0.0107230247432615
0.00769812810474724;0.0134066526811193;0.010193959205268
0.00319110438530118;0.00461877576243308;0.00718962275737622
-0.00260990667938721;-0.0184061906149214;-0.00103923587820154
0.00695244048206511;-0.012795014747339;0.0102506447986244
0.00528560932548167;-0.0147643196859527;0.000888074295917723
-0.00169972913993705;-0.0302233825007779;0.00368456356816915
-0.00846574771633168;0.000776619160172465;-0.0174780579515716
-0.00116239541182794;0.00946797537144028;0.00243748051432729
0.0034652542465814;0.0103289330310825;0.00690619479059398
0.00604226294261501;-0.00940531345335738;0.00541347416554083
0.00199581099011958;0.0110041077305105;0.00686840439502295
1.09659944512175e-05;0.0161984568857838;0.00847449620678903
0.000997905495059848;0.00829844495660692;0.00861621019018027
0.000778585606035664;0.0242379854113898;-0.00880516216803506
0.00103080347841344;0.000572609321750517;-0.0126881253129517
0.00368457413560547;-0.00689349536887285;-0.0116016514402864
0.00643703874285834;-0.0112221151299966;-0.00671724281273919
0.00332269631871573;0.0070863338948649;-0.006027568093569
0.00668925661523617;-0.0147183336992965;0.00386406794713123
0.0100667829062078;-0.0127486484178823;0.0145870926903928
0.0068756785209067;0.0113538361780572;0.0218617438378036
0.00379423408011748;-0.000173406736007631;0.0117528130225703
0.0124902676799246;-0.00533441940778567;0.0185456366264514
0.00232479082365583;0.00428305256557604;0.0129432104830557
0.00405741794694658;0.00610612487039319;0.00980660765066554
0.00405741794694658;0.00476243117457076;0.00470490424858527
0.00579004507023712;-0.00137646350995535;0.00597088250021255
0.00441929576383637;-0.00112044904119057;-0.00649050043931332
0.00575714708688346;-0.0041132777187235;0.00718017515848346
0.00955138116700127;-0.0102736537853827;-0.00580082572014318
0.00819159785505147;0.0079802577509257;-0.0105151775676212
0.00157910320097371;-0.0111524810494706;-0.00598977769799802
0.00721562434889406;-0.00160163886264475;0.00409081032055703
0.00302661446853303;-0.0226251030717188;-0.0111009286989712
0.00687567852090681;-0.00971140362891065;0.00946649409052691
0.00139268129530318;-0.0138585300812806;0.0130376864719831
0.00410128192475129;-0.00204166411901463;-0.000935312290381352
0.00702920244322364;-0.00753227487166086;0.00316494562906838
0.00818063186060025;-0.00242321891764563;0.0103545683864446
0.00858637365529491;-0.0113086859991155;0.00223908093757974
0.00912370738340418;-0.00112313924181762;0.00452539986962308
0.00242348477371657;-0.010579164278315;0.00740691753190925
0.000778585606035831;-0.0174314731961328;0.00632989125813677
0.00816966586614898;0.00612486991389372;0.0129526580819485
0.00785165202706417;0.0011503506093401;-0.0068211664005593
0.00219319889024139;-0.00117810557718623;0.00605591089024721
0.00178745709554667;-0.00709208340016221;-0.00800211626215197
0.00259894068493594;-0.0130946444190944;0.00289096526117888
-0.00887148951102629;-0.014969203188944;-0.00874847657467853
-0.000679891655974763;-0.00365327943807392;-0.011582756242501
0.00653573269291929;0.00184400417145059;-0.00419473390837716
0.000493469750304121;-0.00206289765725831;-0.0041097055183425
-0.00597646697590754;-0.00786705933752452;-0.00227687133315069
0.0139158469585813;-0.0108803200533283;-0.00188951977854829
-0.00106370146176699;0.000108459803639716;0.0168828592213289
0.00555975918676171;-0.00761558768777815;0.0089941141458898
0.0134991391694357;-0.00529578533483055;0.0136045424055477
-0.00117336140627911;0.00421416083374027;0.00281538447003687
0.00785165202706406;0.00165976624291331;0.0124424877417404
0.00855347567194131;0.00362252076776337;0.00531899817661341
0.00405741794694647;0.00706090416416849;0.0203312328171795
0.00855347567194142;0.0108169636991357;0.00505446540761662
0.00843284973297787;-0.000967172671879402;0.0102506447986245
0.00765426412694248;-0.00490706199148927;0.00975936965620189
0.00869603359980686;0.00789849706465773;0.0234867308473551
0.00110756543957191;-0.000968780995423302;0.0226175517492229
0.00461668366395818;0.00370624645988404;0.00401522952941508
