# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FSDJ
# prediction_type;rolling
# method; Part-GFS_te(n_components=14)
"FSDJ";"FYGT5";"HSMW";"FSPCOM";"GDP263";"GDP285A";"CES275R";"FYAAAC";"LBLCPU";"PMDEL";"BUSLOANS";"FYGT10";"PMP";"FYGM6";"CES033"
0.00225085042840312;0.0254151987921484;-0.189922480620156;0.00138321064470805;0.00167983897226416;0.00028715488627821;0.024489089140142;0.0205269607843134;-0.000915001203948942;-0.0172872340425532;0.000726790791133198;0.0230017251293849;0.000775193798450924;0.0179111421260754;0.0214810627473161
0.00205435718354434;0.027176648213387;-0.00465116279069777;0.000848893489310738;0.00164283811384424;0.0005996469684045;-0.00682615576686803;0.0110294117647059;0.0017625812665543;-0.0775709219858152;0.000961928988264466;0.0212765957446802;-0.303875968992249;0.0528029774366134;0.0189372526851302
-9.65746856113276e-05;0.0108203321590342;-0.0441860465116279;-0.00067078777084504;-0.00146523399342864;0.00182427810106164;-0.00397318972080579;0.00888480392156895;0.00298579340235973;-0.0319148936170213;0.000491652594001792;0.0069005175388154;-0.0705426356589141;0.0355896720167481;0.000423968343696957
-0.00155316604153013;-0.0140915953699046;-0.0612403100775185;-0.00103162533033402;0.00657875262706094;-0.000464515257214764;0.0394239112338028;-0.00153186274509836;-0.000443053214543697;-0.266400709219858;0.000748166990872384;-0.0083381253594014;0.146511627906977;-0.0295417538962547;0.013284341435842
-0.000386546628058483;-0.0256668344237543;-0.0294573643410861;-0.00014340979928413;0.00372968652872747;0.000143577443139105;-0.0019901587255812;-0.00919117647058828;0.00543221767397062;-0.0474290780141848;0.000684038391654756;-0.0195514663599772;-0.306976744186046;-0.0646662014421961;-0.00070661390616289
-0.000815946481496111;-0.047307498741822;-0.0217054263565883;-0.000242871434271473;-0.00157623656868839;0.00102193356587251;0.000934983131874068;-0.0128676470588235;0.000876474837466902;0.0669326241134748;0.000235138197131269;-0.0368027602070157;0.040310077519379;-0.0404745289602233;-0.0183719615602023
-0.00142715752149502;0.00553598389532009;-0.0658914728682188;-0.00026831510833803;0.00127282952964508;-0.000515189648910922;0.00525829938843169;0.000612745098039557;0.004729111485673;0.0137411347517739;0.000299266796348969;0.00460034502587749;-0.0325581395348837;-0.00558269364968597;-0.0241661955907292
0.00412213634018582;-0.00780070457976899;0.0751937984496142;0.00462843561883063;-0.000436610129354996;0.000177360370936524;-0.000337461061723929;-0.00459558823529418;-0.00090536961232845;0.036347517730496;0.000213761997392082;-0.00862564692351921;0.0589147286821697;-0.00651314259130006;-0.01271905031091
0.00301076959703606;-0.00201308505284299;-0.0744186046511628;0.00276179516685846;-0.000858419915342034;-0.000261817690430131;0.0257880898964753;0.00122549019607813;-0.00388153142306765;0.098847517730496;0.00012825719843526;0.000287521564117009;0.323255813953489;-0.00348918353105375;0.00367439231203803
0.00131560124913697;0.0213890286864617;0.0131782945736417;0.000587517564809104;-0.000325607554095258;-0.000228034762632712;0.0125957884736347;0.0140931372549026;-0.00155068625090297;0.0265957446808511;0.000213761997392146;0.0163887291546865;0.0457364341085278;0.00767620376831822;0.00847936687394013
0.000926216847235839;-0.00427780573729264;0.0403100775193816;0.00238939230097551;0.0018796436077317;-9.29030514429468e-05;0.0147845163021044;-0.00245098039215716;-0.000722369371538641;0.038120567375887;0.000448900194523419;-0.000575043128234892;-0.0682170542635653;0.0104675505931612;0.0199265121537592
-0.00064217866665427;-0.00050327126321037;-0.0558139534883721;-0.00028681959856819;-0.000155403605363636;-0.00210298725539048;0.00819160944737707;0;-0.000183000240789774;0.0487588652482274;0.000491652594001797;0.00373778033352559;0.0565891472868212;0.0116306117701787;0.014132278123236
-0.00580181441940286;-0.015349773527932;0.0627906976744186;-0.00529922338967567;0.00597933872065832;0.00030404635017692;0.00385792515288332;-0.0104166666666663;0.00218637129785697;-0.152482269503547;0.000577157392958679;-0.0123634272570448;-0.236434108527133;-0.00767620376831821;0.0130016958733722
-0.00323593752662834;0.00780070457976896;-0.0271317829457373;-0.00304861476542665;-0.00381848858893526;-0.000641875628151288;0.0116472608796008;0.00367647058823522;-0.00147363351793886;-0.00886524822695078;0.000641285992176311;0.0100632547441061;-0.0612403100775186;0.0137241218888116;-0.000423968343697068
0.00197636875463818;-0.0103170608958231;0.0713178294573653;0.00123980084542392;-0.0013986324482728;0.000962813442226947;0.00524100295997659;-0.00735294117647051;0.000654948230195053;0.0514184397163125;0.000790919390350826;-0.0074755606670503;0.113178294573644;-0.00837404047452897;-0.00635952515545501
0.0043542683062234;0.00301962757926523;-0.182945736434109;0.00411724907622112;0.00148003433679661;0.00168070065792253;0.0109062845116718;-0.00551470588235299;0.000963159162051508;0.047872340425532;0.000470276394262606;-0.000862564692351943;-0.0286821705426372;0.00581530588508933;-0.00339174674957599
