# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS11
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=14)
"IPS11";"LHEL";"GDP254";"FSPIN";"GDP259";"HHSNTN";"HSBR";"GDP275_1";"GDP278A";"GDP284A";"FSDXP";"CPILFESL";"LHELX";"CES088";"LHU5"
0.00866830084408681;0.0516605166051662;0.00314724040749634;0.00140678002809346;0.0142744375740034;0.0238907849829351;-0.0173998044965805;-0.000301755669348951;0.00117238432292065;0.000287530421745538;-0.00733333333333414;0.000891729741683906;0.087061087061087;0.0040451710770268;-0.01261137765593
0.00067540733713301;0.0258302583025826;0.00202870897347328;0.000847134567326003;0.0141823444283646;-0.00910125142206997;-0.0418377321603108;0.000713240673006578;0.000832721575158606;0.00248508435937196;-0.0126666666666659;0.00071338379334679;0.0080166746833415;0.0030338783077701;0.0418094585332432
-0.00146357368074791;-0.011070110701107;0.00251121272932635;-0.000597977341641897;-0.0036574134982239;0.0034129692832765;-0.0543499511241465;0.000128017556693483;0.000471145101734502;0.00325525513190455;0.011333333333334;0.00107007569002049;-0.032547699214366;0.00320242710264622;0.0482522275531172
0.0102442512973979;0.00369003690036862;-0.00018642190567047;-0.00105029353596079;0.0203262728588344;0.104095563139936;-0.178885630498533;0.000201170446232645;0.000383490199086161;0.000318337252646845;0.0359999999999999;0.000713383793347322;0.0351130351130351;0.00359570762402323;-0.057162440027416
-0.000562648330651078;-0.0295202952029512;0.00433156780822664;-0.000233824473334295;0.00599921063018027;-0.0654152445961378;-0.0213098729227741;0.00190197512801754;0.000624541181368974;-0.000410757745350728;0.010666666666666;0.000356691896673148;-0.0376783710117041;0.00314624417102143;0.0625085675119944
-0.00461547458736894;-0.0295202952029523;-0.0026208726738384;-0.000419734095575561;0.0010656492566767;-0.0335608646188837;-0.00957966764418591;9.14411119239352e-05;-0.000186266668127576;0.00145818999599511;0.00600000000000006;-0.000178345948336565;-0.0468173801507133;0.00320242710264622;-0.00808773132282116
-0.00348979569214691;-0.0405904059040592;0.000339945827987399;-0.000222324909072006;0.0196553085120379;-0.0534698521046653;-0.0146627565982405;0.00152706656912946;-0.00064645490703103;-0.000996087532475548;0.00333333333333402;0.000891729741683906;-0.0665383998717334;0.00207876847013819;0.0622344071281686
-0.00337741891958604;-0.0147601476014756;0.00244541676261911;0.00397309945263991;-0.00242073411393234;0.0182025028441415;0.00547409579667679;0.000640087783467449;-0.000624541181368935;0.00145818999599511;-0.0720000000000001;0.000356691896673129;-0.031104697771364;0.00191021967526207;0.0271418779986292
0.00776775772790986;0.0147601476014756;0.00393679200798326;0.00243790762361696;-0.00895934745428229;0.0455062571103529;0.0330400782013683;-0.000822970007315287;0.000219137256620679;0.00404596379170477;-0.038666666666668;0.000535037845010244;0.00336700336700335;0.00230350019664085;-0.0638793694311158
0.00619142504068005;0.0295202952029523;0.00020835389457291;0.000435066847925376;0.000131561636626733;0.00853242320819114;0.0471163245356774;-0.000173738112655435;-0.000186266668127575;-0.00057506084349104;-0.00200000000000006;0.000713383793347322;0.0278980278980278;0.00309006123939488;0.00424948594927897
0.0093440904151397;0.0405904059040592;0.00535140529218892;0.00195875911268593;-0.00273648204183658;-0.00910125142207152;0.0187683284457478;9.14411119240337e-06;2.19137256620562e-05;0.0023105123175979;-0.0159999999999999;0.000535037845010244;0.0546737213403876;0.00269678071801786;-0.0227553118574352
0.00382730824375404;0.0184501845018442;0.00343235626322776;-9.9662890273633e-05;0.00970924878305485;0.0711035267349263;0.00273704789834012;0.00152706656912946;0.000186266668127576;0.00052371612532217;0.0186666666666679;0.000356691896673128;0.0450537117203785;0.00269678071801787;-0.0352296093214544
0.00652931982620589;0;0.00183132107335155;-0.00482023401996591;0.0193000920931456;-0.0847554038680322;0.0158357771260997;0.00067666422823703;0.00027392157077584;-0.0029574557665253;0.085333333333332;0.000713383793347342;0.00785634118967432;0.0030338783077701;-0.0213845099383139
0.00450309781480693;-0.011070110701107;0.00288405654066737;-0.00281930983831809;0.0145507170109196;-0.0437997724687129;0.0158357771260997;0.000557790782735917;-9.86117654792726e-05;-0.000195109929041582;0.0466666666666679;0.000535037845010245;-0.0144300144300143;0.00264059778639308;0.0413982179575064
0.00180108623235505;-0.0147601476014756;0.00236865480146068;0.00106945947639801;-0.0137350348638338;0.0728100113765626;0.00801564027370666;0.000877834674469643;-0.000361576473424143;0.000431295632618251;-0.0159999999999998;0.000356691896673127;-0.0104216770883435;0.00309006123939488;0.0183687457162413
0.00607866603419693;0.011070110701107;0.00165586516213219;0.00353994919875831;-0.019286935929483;0.00967007963595057;0.0127077223851379;0.000923555230431593;0.000175309805296528;0.000431295632618289;-0.05;0.000356691896673681;-0.00913900913900911;0.00337097589752233;0.0113776559287196
0.00574153571651091;-0.0073800738007383;0.00167779715103462;0.00263723340416428;0.0250624917773977;-0.0705346985210457;0.0518084066471201;-0.000283467446964144;-0.00054784314155168;-0.000441564576252032;-0.0280000000000001;0.000713383793346791;-0.00208433541766906;0.00325861003427276;0.0023303632625099
0.00326504214702285;0.0073800738007383;0.0032020703797524;0.000791553340057993;0.00390738060781483;0.0273037542662113;0.0119257086999003;0.0013624725676664;-0.00111760000876549;-0.000729094997997571;-0.00333333333333402;0.000713383793347341;0.0157126823793491;0.00258441485476654;-0.0330363262508594
0.00574077124866996;0.011070110701107;0.000263183866828977;0.00165785384782132;0.0113406130772266;0.0102389078498293;0.0293255131964809;0.000384052670080483;0.000723152946848247;0.000308068309013063;-0.00466666666666599;0.000891729741683393;0.00272566939233626;0.00404517107702679;0.0419465387251542
