# max_attributes; 10
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; GDP281A
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_KernelPCA_fit_inverse_transform_True_kernel_rbf(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto', fit_inverse_transform=True, gamma=None, kernel='rbf', kernel_params=None, max_iter=None, n_components=4, n_jobs=1, random_state=None, remove_zero_eig=False, tol=0)
# prediction_type; rolling
GDP281A;0;1;2;3
0.00405836036525242;-0.020959240666335092;0.029408605099046706;0.020469516152188477;-0.0029211598379235335
0.00354392031895289;0.060108537217136236;0.016722932391463784;0.00850051825679502;0.02142219464792078
0.00202918018262616;0.0162253035690375;0.01472872378007645;-0.015764892716197153;-0.009949999913652691
-0.0015004501350404699;-0.0130324093751504;0.00826527346006629;0.00690063944613202;-0.017959297517793398
0.0040297803626801795;0.058708666867136175;0.0021677059335275;0.009424155735205764;0.018398558969131996
0.00102888009259925;0.016396851722112214;-0.018314988830159397;-0.006505576260705711;-0.014272241896407184
-0.0012289401106045901;0.02151323537705733;-0.014049977177289702;-0.002314139455189459;-0.008251724381930056
-0.00168622015175984;-0.007313456511724672;-0.010497884480658571;-0.014316700241371483;-0.008244666412842327
-0.00228640020577597;-0.059497362044243114;-0.027016358317833927;-0.0010141769463156594;-0.03261633501473958
-0.00190057017105135;-0.02764319073144901;-0.004740130224317685;0.004150836308834698;0.009479630454342114
-0.00102888009259925;-0.022377349408816645;0.01410453546598701;-0.0017621121961004854;0.011858784166309767
-0.000757370068163267;-0.0016829264010628257;0.019673460933940987;-0.003918067080595587;0.002477115913544342
7.14500064305373e-05;0.030568922194268856;0.012084708741874547;-0.0160935307185402;0.03324971422243668
0.00020006001800534098;0.015470650613622077;0.004553254734047807;0.005061444281463253;0.0024548461109021773
-0.0027293902456450602;-0.02221310938870898;-0.01057470862838613;-0.015546376154019501;-0.002022724372367002
-0.000557310050157926;-0.0021015768446956853;0.006553233088552557;0.005112797394771241;-0.02050619129334083
-0.00160048014404324;-0.03768422348747641;-0.011727384775777049;-0.0048533816766548055;0.02728740420966206
-0.000257220023149812;0.00482701295837282;0.0065435101462382505;-0.0021982629306367533;0.00390180037038181
-0.000657340059160596;-0.008555943230615502;0.0038300726566075096;0.0028489258491972533;-0.0009075023372833236
0.0006144700553022941;-0.006935620771865216;-0.002046988787709156;0.00016205779230098934;-0.0022836279501686823
0.000500150045013557;-0.005668090247934539;0.014998635980102416;0.014271573814654524;-0.007990541127234728
-0.00027151002443597997;-0.02482257836972545;-0.001986483011146518;-0.0046840844776135;-0.0029056913277244684
-0.0005573100501578241;-0.001548027848658494;0.016491559434157615;0.005012220831257761;0.008177782720553126
0.0008859800797381731;-0.010111057695878091;0.015760806742326244;0.0007144418743579506;-0.009863761204792801
-0.00021435001929151002;0.000849346752906575;0.007184347400128616;-0.002116370465221505;0.020980885609499955
0.00211492019034286;0.0026007656945582778;0.003045223143808941;0.002048339815302599;0.005966726397403334
-0.00280084025207569;-0.015531383503202156;-0.001157034996143627;-0.0007147632516027375;0.006054357881772676
-0.0007430800668772;-0.03377821019864932;0.021915205861531336;0.018471894327737704;-0.012410896531134396
0.00207205018648456;0.02719542312257365;0.02682096151327269;0.012242513091209167;0.007572417967747349
0.0018291201646208198;0.013223749694439645;0.0197293116253526;0.02199683365495479;-0.012288651105815786
0.0051586904642821;0.032639843429885115;0.018318481723977258;-0.006143684874897148;-0.013392490875795169
0.0042870003858301;0.03687125890358743;-0.01957401435798756;-0.028687438815196007;0.0206207141995758
