# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; GDP274_1
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=7)
# prediction_type; rolling
GDP274_1;GDP275_2;EXRSW;LHEL;EXRJAN;GDP253;GDP274_2;GDP281A
0.00301337540687675;0.0023694798276163802;0.000856018408624704;0.0516605166051662;0.0;0.00304475040472902;0.00283483424773029;0.00405836036525242
-0.0006964877119667901;0.0034985608192993197;-0.000785522774974012;0.0258302583025826;0.000311407080919257;0.00166347339185195;0.000806461467026592;0.00354392031895289
-0.000440635083081016;0.00147893707361296;0.005448305400783121;-0.011070110701107002;0.00108992478321157;-0.0042180932436246;-0.000378792507239711;0.00202918018262616
-0.003624578909215;0.00198781864732917;-0.00020141609614798798;0.00369003690036862;0.00108992478321157;0.00268086560026141;0.0031280929630127198;-0.0015004501350404699
-0.00281437891774333;0.00415056533562323;-0.00229614349607787;-0.0295202952029512;0.000467110621376943;0.00187883378633278;0.0019306198756094699;0.0040297803626801795
-0.00385200346822454;0.00292606904886861;-0.00475341986907263;-0.0295202952029523;-0.006048483687058679;-0.00066093362444118;0.0006476129962486871;0.00102888009259925
-0.0021178912057766;0.00152664472114874;-0.0009869388711221119;-0.0405904059040592;0.00170076174962741;-0.00222043992930238;-0.000256601375872162;-0.0012289401106045901
0.000227424559009592;0.000779224909753028;0.00270904649318049;-0.0147601476014756;-0.00184448809466653;-0.00473792867857832;-0.00145407446327545;-0.00168622015175984
0.00498912626327234;-0.00157435236868465;0.0026486216643334397;0.0147601476014756;0.009330235232119179;0.0016040636278572302;0.00023216314959867402;-0.00228640020577597
0.005529259590920071;0.00391202709794384;-0.0024874887874165603;0.0295202952029523;0.00188041968092645;0.0019011124478308;-0.00166179938660063;-0.00190057017105135
-0.000568561397523903;-0.000397563729465922;0.00119842577207663;0.0405904059040592;0.0;0.003965601746647071;-0.00260267109813164;-0.00102888009259925
0.000326922803576246;-0.0030214843439403;0.00234649752011262;0.0184501845018442;-0.000515019403055317;0.0018639813453341;-0.00200393455443004;-0.000757370068163267
0.00328344207070058;0.0027670435570821897;0.000574035874019496;0.0;0.00025152110381832004;0.00219816126780436;-0.00239494617480662;7.14500064305373e-05
0.00294230523218627;0.0038484169012292205;-0.00275940051721513;-0.011070110701107002;-0.0036650217984958203;0.000757474490932587;-0.00249269907990085;0.00020006001800534098
-0.00349665259477206;0.0008905427540035381;-0.0009265140422782811;-0.0147601476014756;-0.009138600105401679;0.00407699505413714;-0.000989748164078125;-0.0027293902456450602
0.00024163859394765697;0.00131991158182654;0.00246734717780406;0.011070110701107002;0.000431179035117246;0.00201993197582023;-0.000794242353890112;-0.000557310050157926
0.00277173681292909;0.0019401109997932602;-0.00011077885288191001;-0.0073800738007383;0.0126239639725986;0.0021090466218123;-0.0010019672772149401;-0.00160048014404324
0.00227424559009566;0.00219455178665137;-0.002135010619158;0.0073800738007383;0.0026230057969624;0.00109908063390218;0.000562079204291438;-0.000257220023149812
0.00144983156368599;0.00302148434394041;-0.0008056643845900661;0.011070110701107002;-0.000946198438175894;0.00166347339185195;0.00268820489008906;-0.000657340059160596
0.00142140349380976;0.00152664472114874;0.002014160961473;0.011070110701107002;-9.581756335708121e-05;0.00373538891116755;-0.000525421864881109;0.0006144700553022941
-0.000696487711966787;0.00135171668018385;-0.0016113287691794699;0.0258302583025826;0.00026349829923699703;0.00268829182076074;-0.0016007038209167;0.000500150045013557
