# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; 5yrT-bond
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=5)
# prediction_type; rolling
5yrT-bond;IP-ME;Cons-TraSer;IP-MP;BusInv;Emp-HoursFt
0.053333333;4.630276783;-12.37432012;17.19110481;11.84417725;-1.710923535
-0.443333333;-3.5966844769999997;-5.673853997;25.605016600000003;0.876910532;0.454248256
0.653333333;3.5966844769999997;-3.088818438;0.450704273;13.55947564;3.95281874
0.236666667;20.92631575;19.45277954;-23.181457;15.70935777;-0.606676358
-0.503333334;-19.39472485;18.85246549;8.500910264;17.72031641;2.0534136469999997
-0.27;20.8483909;3.0075329660000003;20.04975487;24.95353067;2.358115969
-0.313333333;24.39208106;-6.139257512;-7.175080275;1.918056994;5.843783458
-0.1;12.54302097;-29.23771493;23.71715455;4.62826814;-1.3752451909999999
0.41;-5.327492736;30.35178072;-7.3159651;14.17181744;1.280373266
0.53;1.783726479;9.49451196;-13.24624351;9.345023943;2.6902118230000003
-0.173333333;3.9845376519999998;22.09445139;4.908037037;1.739739458;2.923875116
0.12;2.196600797;-1.4981290919999999;-6.257110827999999;5.331218366;0.870888507
-0.17333333399999998;-20.67876153;7.987263295;-6.814474861;7.987708185;-0.516749941
-0.23;5.498368362000001;-1.566280937;8.163548652000001;30.99134402;5.276863939
0.22;19.97086958;6.228658028;15.41192287;-0.34414729299999997;3.782699897
-0.15333333300000002;8.565637802000001;5.6853749;-44.261631799999996;20.27742629;2.9982205680000003
-0.11;13.33456811;-0.5379960460000001;11.88441546;20.41573619;1.190573114
0.18666666699999998;-11.22151512;8.610118299;-4.237826573;21.09598745;0.348804296
-0.11666666699999999;-12.8490705;-5.838228365;20.75393415;1.300021457;-2.2039088380000003
0.436666667;-4.816697502;19.05329184;18.01512582;0.5775589010000001;6.778295645
0.14;4.381204808000001;6.4055309000000005;11.01764567;3.819197917;4.0392962
0.016666666;12.86284465;15.09613119;19.97358368;7.451965444;1.9767189459999999
0.15666666699999998;-1.691334444;19.33198835;-9.658416922;31.02388144;-1.166164963
0.18333333300000001;-3.831854743;27.78122591;-20.04594805;15.14977146;6.599415555
0.04;-4.733783058999999;11.98538729;24.90430737;10.5084701;0.114208848
0.21;1.7278644580000002;21.03790262;24.20250304;0.5634645460000001;5.737285813
-0.11;21.80833555;1.184406195;26.02841991;17.28112484;2.306877626
0.09;22.99939682;-8.969730555;5.638859902;12.44432197;3.201216946
-0.5;-16.12011751;19.28242174;2.094245622;6.8709299260000005;4.890503494
-1.626666666;-21.42633699;-22.45302608;-27.00080111;2.282393383;-4.372141064
-0.67;-22.19166093;-10.29039772;-22.60055344;-6.343580297999999;-1.6646836059999999
0.933333333;-8.592755526;-16.52863924;-0.39428293;-3.435938309;-5.139896661
0.706666667;23.52313857;11.21201673;-23.14191708;-26.57343759;-3.242389188
0.0;47.11321426;-0.845964362;9.499672085;13.10963923;3.694672994
-0.0033333340000000003;-35.64137118;1.057176195;31.01110957;-18.70138975;0.668264255
-0.006666666;24.76691506;14.51437742;5.253358812;11.35717632;5.371713732999999
-0.483333334;-11.17837216;20.05548668;2.971230003;10.46603698;2.536596308
0.41666666700000005;-2.02943104;13.39488804;-15.08189961;10.02453968;3.382953756
0.123333333;-6.150813147999999;5.518184081;-7.75970018;19.13632431;3.17987495
-0.18333333300000001;-19.04114111;11.77090851;33.07046767;11.48839759;-2.499734604
-0.953333333;35.63431434;0.955509562;-11.71172408;45.78322037;4.210899185
-0.536666667;-14.94368636;8.498401692;20.981301100000003;-7.140033579;2.8943532010000004
-0.033333333;26.27810371;14.11303709;-14.35131507;34.58805645;-1.5380909719999998
-0.72;-6.605298223999999;-1.46830604;-20.61346005;10.47984037;-2.320049412
-0.21666666699999998;3.898666341;-9.561752075;6.485597493999999;2.3493617959999997;-2.1959413359999997
0.08;-5.075714763;-3.842824316;-21.37468169;-24.69969387;1.1119291759999999
0.296666667;-18.08444597;-0.175554095;-11.74767978;5.805235398;-2.190844436
-0.14;2.05023514;-0.761626008;-2.0607979640000003;28.14471317;0.62633384
0.3;-5.76735017;-4.659788744;30.23307247;-24.64734871;2.791421773
0.23666666600000003;-2.497406656;-0.29675793300000003;-2.305481887;-15.83400615;-2.766749934
-0.013333333000000001;-11.86527673;-14.87924797;-22.59144166;3.0850206019999997;1.4358806169999998
-0.173333333;-13.56062067;-6.9621027170000005;12.44455611;5.233873127;2.647690511
-0.263333334;6.181138449;1.439638515;-5.572229414;-15.70260375;-1.212113753
-0.286666666;1.312193632;1.9322203519999999;-10.97072321;-4.268072931;-0.851610414
