# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; TotComp
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_granger__graph(n_components=14)
# prediction_type; rolling
TotComp;Cons-Final;Imports;Cons-Other;PIMP;Exrateavg;PEXP;ExrateSGD;Unum-Total;Emp.HoursPer;SPASXAllOrds;Emp-HoursFt;90daysBkbills;Unum-LFT;ExrateHKD
6.509460426;1.259151845;15.7707353;-2.570042252;-0.607464759;-9.184693579;-1.516808381;-7.089976256;4.14312302;0.7761542490000001;12.29157462;0.16760202400000002;0.31666666600000004;-7.20184787;-15.86825391
4.611355136999999;3.200261675;2.8920473510000004;6.039009281;-19.72083574;-15.96221764;-21.92075046;-18.7888374;-21.76383119;2.652222414;0.78088358;2.636632652;0.41;-17.57254095;-20.51615308
7.433902084;4.533574125;-0.327039853;4.947059523;-1.889335231;-6.153967536000001;-1.1050974679999999;-12.28231214;-14.66838639;2.578443619;14.15924452;2.3656421009999997;0.226666667;-13.88882289;-14.18380262
5.193551415;1.8168388969999998;-12.32986972;3.347299868;-20.77154427;-15.27506206;-19.01217861;-22.58213422;8.95190535;-7.238390236;-5.835780477;-7.472597416;-0.10666666699999999;11.51809433;-26.37571379
7.608143555;3.9823652000000003;-9.573798354;11.04025923;3.6852337339999997;-3.234518972;9.11124164;-4.888869535;15.77405252;-1.461821263;3.4048835019999997;-3.343513321;-0.7666666659999999;8.847772243;-7.865371718
5.620615206;2.9287036910000004;-5.567997107;0.918484904;-3.1038288410000003;1.081081712;-2.0252189609999998;3.1888846969999998;32.75013359;0.262429829;14.24074737;-1.574351246;-0.64;26.02612413;-8.875703156
4.15293104;1.260611179;0.622507664;2.407035787;-0.67637368;-5.434866246;-0.17281861699999998;-9.49608134;2.9121711039999996;-0.22484179699999998;-22.01146794;-1.710923535;-0.06;11.65104844;1.130764111
4.655709227;2.870532357;5.5593984370000005;1.963017884;1.945702359;8.392862946000001;4.306167183;16.42340518;6.687492967000001;0.344360275;14.32372854;0.454248256;-0.55;5.413656014;1.311301134
5.400779877000001;4.857811753;18.54177734;2.808031045;12.06667421;11.09714499;15.18774044;5.285954818;-17.31314946;4.2580479780000005;12.18463149;3.95281874;0.046666665999999996;-16.16677544;5.21582068
6.267246067;6.665551306;13.21273884;5.136431538;14.60442398;11.30454164;12.96250209;17.66805512;-16.29454977;-0.256415451;-13.58391814;-0.606676358;0.49;-19.66422117;28.800067300000002
7.4376356910000005;5.301534301;5.824293212000001;2.194600731;-12.58578631;-12.34824744;-13.12250969;-11.85715165;-4.2606244989999995;3.011302469;-32.03002218;2.0534136469999997;0.12;-12.70408403;-6.606250596000001
3.3509204169999998;1.737539097;27.98940961;6.191644937;8.532922147;6.735910497000001;10.03360334;7.058765305;-5.906015905;3.230421213;-1.7259927240000001;2.358115969;-0.096666666;-6.506623952999999;8.613429785
7.025730928;1.9015603319999999;2.58424676;1.236052486;16.3078398;17.59077413;15.97392513;24.90417108;-1.936730034;5.854183008;-19.74646659;5.843783458;-0.08666666699999999;7.507360369;26.93185688
7.747998322000001;4.3455869830000005;3.8079691189999996;0.091407679;24.59729538;25.01559276;25.89263071;33.00184954;-2.034839909;-1.049647657;17.69132351;-1.3752451909999999;-0.023333332999999998;-4.1665504339999995;31.04599196
4.646179621;5.175816747;12.12357386;4.860106346999999;12.49315662;3.449288405;10.39629344;4.642398711;-9.196322991;0.609433075;23.2748403;1.280373266;0.07;-9.955026854;5.287633798
7.1226782779999995;8.216166005;16.81362854;8.044963915;22.53225484;26.35882853;21.23883356;32.75147305;-11.32216185;2.839817014;12.38507252;2.6902118230000003;0.433333333;-17.14170289;38.19346894
8.390069736000001;6.119111563;21.77059699;5.100091074;19.77569405;14.52408962;19.99712969;15.18041668;-11.60393944;2.540236986;11.62013356;2.923875116;0.29333333300000003;-16.74753778;22.28547947
6.103763241;3.9008530689999996;11.14763914;7.744549961000001;-20.25095589;-23.84953229;-20.53783261;-27.89264939;-6.369908486;1.242173393;12.6025415;0.870888507;-0.03;-4.198289268;-29.89810805
7.859080782;5.303823523;6.0004075420000005;8.814849777000001;-3.4347268810000005;-2.2002256140000003;-3.403165095;-1.4365052040000001;4.805008335;-0.334898278;14.65108063;-0.516749941;-0.073333333;-1.174054296;-1.945416146
8.681766139;3.829376698;13.81432253;6.815749318;15.50458578;17.271976199999997;15.20655433;19.08674448;-22.39821293;5.199275864;35.45877646;5.276863939;-0.023333332999999998;-24.91387489;32.95523565
6.886312124;0.233313997;9.4617894;1.398602823;7.939865132;5.039436735;5.901161688999999;4.136845755;0.713694244;4.60561214;19.27317488;3.782699897;0.203333333;1.106797761;7.0431488
5.292981632;5.404922827999999;10.03976906;6.112588388;2.4462997019999997;0.20860493800000002;0.844034123;-0.250770605;0.178224732;2.7584689360000003;-3.9143453580000003;2.9982205680000003;0.07666666700000001;-1.715053989;-7.150382615
9.334960917;2.754253805;-1.062527862;7.412442293;3.403865715;1.041396079;3.5473416589999998;-2.053866191;-5.123677099999999;2.199305212;34.69564570000001;1.190573114;-0.066666667;-6.315825786;-6.412281427000001
5.258091218;2.154680085;10.888818800000001;4.107461053;-3.3520079110000003;-4.181951338;-1.163903468;-7.390436894;6.673426544;0.296687114;10.41676432;0.348804296;0.0;9.276820284;-9.061029037
7.966056426000001;3.423062252;7.786055951;11.120975900000001;-4.074692506;-7.425299361;-5.101109758;-17.32127937;2.149523162;-1.965798578;31.97959326;-2.2039088380000003;-0.013333333000000001;-0.604686363;-2.675112017
5.908477757999999;4.806048562;14.91774835;10.11279218;-2.180407083;2.9866805;0.933838765;-0.357771889;-12.76131545;6.708808311;9.781206352;6.778295645;0.223333333;-19.8864427;10.08895272
7.20085264;3.701804759;-4.596514838;6.211419757000001;5.577662407999999;4.228369205;7.634636839;2.108468019;-9.11225137;3.811982403;-1.6704430559999999;4.0392962;0.31;-2.36387349;3.768956933
14.49072449;5.3097325;20.13368552;2.450517425;3.7176955410000003;6.673773184;3.872613542;3.5006318469999997;-12.11558272;2.493535927;33.1465408;1.9767189459999999;0.196666667;-7.099991787;11.6690845
9.568369399;8.382409828;16.91294799;9.013450322999999;6.043122675;1.8571093459999999;7.191319626;-1.027071617;2.135967285;-1.856733641;25.74583947;-1.166164963;0.06333333299999999;-6.176536619;5.513572798999999
10.87930332;3.575477029;8.313001868999999;3.47859145;18.14811729;17.32395614;18.04935676;21.589056600000003;-17.41589434;6.261627746;27.68038635;6.599415555;0.013333333000000001;-20.799975699999997;22.07436297
6.685573122;5.4694901929999995;10.97413963;10.46449634;5.371601459;4.118692923;4.843454604;4.521352546;-0.313915787;0.9948038290000001;4.356673473;0.114208848;0.296666667;-10.75702065;8.547680051
6.348326423;5.965596282000001;12.37092721;8.58343562;10.84120158;9.25788673;11.45554985;2.776964608;11.75893403;4.722845736;16.01847603;5.737285813;0.39666666700000003;8.908683433;18.8840114
8.292828829;1.83758818;18.13184745;4.223620906;-1.030194019;-1.528177561;-0.092749186;-4.552322788;-24.66936314;3.348026383;-66.03702466;2.306877626;0.47333333299999997;-26.59563929;9.738685356
10.21310757;-2.100186002;19.74533227;-5.540022246;10.53723169;14.84086633;15.42964985;4.346519018;18.38278105;3.231211417;-0.41974619399999996;3.201216946;0.21;24.03496968;14.75948394
2.326599669;-1.226324483;-0.154014752;-2.986354755;-13.89396774;-25.90147886;-11.8634591;-24.18423731;-1.325765496;3.6913916380000003;-47.16034035;4.890503494;-0.35666666700000005;4.859526422;-36.31465549
1.17050495;-1.0979664740000001;-35.48971924;1.6656068259999999;-87.4570186;-83.73739642;-89.44175649;-82.48924368;23.74926349;-2.463436846;-110.0872705;-4.372141064;-2.383333333;28.89399344;-104.58712750000001
-1.23335614;0.8875436309999999;-31.21559031;6.326902896;5.665050806;1.211021161;4.861397172;4.410335356;74.22231929;-1.448126319;-37.30014961;-1.6646836059999999;-1.706666667;83.48867989;-8.179525578
-1.174124954;3.962386861;-0.091010125;2.861194933;46.10597114;50.59126445;45.80872464;48.41216777;30.93019528;-4.276080175;43.9995494;-5.139896661;-0.193333333;46.0196691;65.51583613
5.922890317999999;0.786528331;17.23908629;5.0074776839999995;27.72369712;25.78876927;26.70028152;28.54988018;0.327399282;-1.3645778259999999;63.13159716;-3.242389188;0.11;1.868905447;35.83910231
6.246128545;4.07393607;28.95041019;7.138411382;27.21794549;19.68728635;25.11125645;17.09648172;-9.311889147;3.774803683;22.29309661;3.694672994;0.683333333;-13.467971400000001;27.85989051
7.4361816670000005;1.351573579;14.92628261;3.266893009;5.892389907;0.190159243;2.263431733;-1.800595341;-13.84516041;1.7601171359999999;-2.931014722;0.668264255;0.276666667;-21.43630024;-4.366063249
10.26972376;5.555316099999999;13.82074851;7.645758409;-3.613638194;-5.93738455;-5.0051329;-14.45247782;-3.286109698;4.5728356;-15.24467063;5.371713732999999;0.52;-4.755511182;-9.041854036
8.406843382;3.5125790460000004;-5.4240496789999995;7.0106486310000005;2.9119025339999998;7.644762052999999;1.317239217;5.617291483;-8.68134691;2.421031144;-0.858974852;2.536596308;0.05;-20.21306194;18.12106976
8.31429886;4.2545766789999995;16.21461854;0.153721996;22.28835267;18.85746595;21.91976496;14.44184871;-1.8129454980000002;3.230217391;19.36024269;3.382953756;0.15333333300000002;-1.020408748;27.47250637
7.946545432000001;2.603698419;7.81189581;2.573735421;5.230932749;7.690824928;4.593687291;2.944620572;-6.148750652;2.695266193;12.30808195;3.17987495;-0.02;-7.281715352000001;13.07818855
7.024066561000001;3.0555855710000004;14.65193895;4.796657357;13.1988226;15.12237447;15.38777938;10.75265082;-0.866591012;-1.9590155169999999;-9.763010263;-2.499734604;0.03;6.194671314;23.83929336
7.745000054;1.582090143;19.44126636;3.5152515269999998;-8.059692627;-12.47394281;-9.930624307999999;-10.25710295;19.90615536;4.155559512;-41.291080799999996;4.210899185;-0.08666666599999999;17.93657557;-10.73893248
3.983600993;1.03424264;1.163655662;2.653458842;-5.178087786;0.0;-5.993060446;5.889011007000001;-0.565156012;2.942432887;-8.885879677;2.8943532010000004;-0.256666667;4.98903716;-10.47490809
9.161472121000001;5.179941135;9.858233364;1.838129532;16.5049144;11.62015378;15.99634528;5.583058948;0.869140415;-1.525899675;14.81674132;-1.5380909719999998;-0.213333333;-1.6965865930000001;14.06618167
3.3824445410000004;1.688684422;-0.59946629;1.594098051;-13.98782599;-11.9722665;-12.45508863;-15.49543494;-1.130251233;-2.190889806;-12.29000639;-2.320049412;-0.623333334;-10.58279064;-19.03389048
-1.542204757;1.7450118680000002;1.0596032690000001;-1.860399795;13.67777927;9.915706698;11.85468549;4.641937756;10.97076681;-2.212359324;9.260377305;-2.1959413359999997;-0.23;31.89476441;11.6902488
3.9917162000000004;1.224275362;0.948289079;-1.6609841459999999;-5.557241163;-3.451272507;-3.524516759;-7.665241624;6.803313608;0.7956983790000001;20.43753182;1.1119291759999999;-0.38333333299999994;0.9775035120000001;-1.459897842
1.2246318390000002;1.210988774;-13.10770729;3.66866477;4.391727357;5.849566646;10.06662791;4.70808614;14.23463088;-0.577421394;35.77120472;-2.190844436;-0.17;11.68689224;-0.8247835379999999
2.372727229;1.359660155;11.07502427;2.963519882;-13.35645553;-18.16906213;-10.41435593;-19.8171415;13.16259269;1.03224264;-3.83936406;0.62633384;-0.12;23.18704713;-23.81799161
3.180801868;3.215747092;-5.833613616;-1.376332849;-27.45588127;-25.83923999;-27.50750947;-23.21248208;3.117980415;2.69344037;13.77800279;2.791421773;-0.233333333;-1.133257197;-28.56774934
4.25199754;2.327372415;-1.9922494919999998;4.027761139;3.1596869919999997;1.90204832;3.9400061539999998;-1.400808806;7.529364274;-0.9658988409999999;18.02861555;-2.766749934;-0.053333334;10.95958965;3.312445724
2.377082606;2.168280707;-9.361639652000001;3.9013422010000003;-10.36377166;-6.118666169;-9.753341325;-3.915772902;9.540295103;1.2497777159999999;-1.59943676;1.4358806169999998;0.043333334;7.2775544839999995;-8.287194292999999
2.297529167;2.49262585;11.30357468;-0.258908995;14.3868142;13.82386092;14.563418799999999;11.17887945;4.229146705;2.523401612;7.495704367;2.647690511;0.053333333;3.4647467439999997;15.44261476
3.6479788330000003;2.1192323180000003;-5.089159385;4.9761133630000005;-0.57599516;-4.868973938;-2.154749668;-7.820161214;19.03760764;-0.7011579509999999;5.303225907;-1.212113753;-0.043333332999999995;10.5343903;-8.567383253
0.527398089;3.21746141;-7.230196721;1.446861395;-16.45655773;-15.7561196;-14.80043237;-15.06397221;0.940685043;0.024958987999999998;-8.621977198;-0.851610414;0.093333333;-4.4808107889999995;-29.1005477
