# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Emp-HoursFt
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; dm_KernelPCA_fit_inverse_transform_True_kernel_rbf(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto', fit_inverse_transform=True, gamma=None, kernel='rbf', kernel_params=None, max_iter=None, n_components=4, n_jobs=1, random_state=None, remove_zero_eig=False, tol=0)
# prediction_type; rolling
Emp-HoursFt;0;1;2;3
0.348804296;0.0;-0.00825067595769;0.0;0.0656928269974
-2.203908838;0.0;0.0633284433953;0.0;-0.138750388304
6.778295645;0.0;-0.0231308000403;0.0;0.0408863539747
4.0392962;0.0;-0.0130126138089;0.0;0.0556545409958
1.976718946;0.0;0.00868810972232;0.0;0.0816479449869
-1.166164963;0.0;-0.00314951126803;0.0;0.0891969501851
6.599415555;0.0;0.0355805713187;0.0;-0.0229432377231
0.114208848;0.0;0.034219504223;0.0;-0.0264002476733
5.737285813;0.0;-0.00877369616225;0.0;0.0602079857815
2.306877626;0.0;0.0182760733315;0.0;-0.136199594703
3.201216946;0.0;0.0475834968084;0.0;-0.126819072172
4.890503494;0.0;0.0435330888963;0.0;0.128105412452
-4.372141064;0.0;0.01788900987;0.0;-0.14049785296
-1.664683606;0.0;0.008818273325;0.0;-0.00299934059003
-5.139896661;0.0;0.00389589187434;0.0;-0.00297986854871
-3.242389188;0.0;-0.143892813601;0.0;-0.0162682025901
3.694672994;0.0;-0.0669051910257;0.0;-0.11567324046
0.668264255;0.0;0.00975404940929;0.0;-0.300550090383
5.371713733;0.0;-0.0201103168007;0.0;0.0466565532631
2.536596308;0.0;0.0240004519595;0.0;-0.0368022329567
3.382953756;0.0;-0.0844996039035;0.0;-0.0505067359814
3.17987495;0.0;0.0726703454325;0.0;0.0577120384847
-2.499734604;0.0;-0.0103635241976;0.0;-0.00626278425651
4.210899185;0.0;0.022793685884;0.0;0.164583899322
2.894353201;0.0;-0.101410445959;0.0;0.305067547596
-1.538090972;0.0;-0.0836161711821;0.0;-0.0688391887795
-2.320049412;0.0;0.0596180002107;0.0;0.00946767010625
-2.195941336;0.0;0.0317226806245;0.0;-0.20665433856
1.111929176;0.0;0.0558284192741;0.0;0.091780621264
-2.190844436;0.0;0.0562401744869;0.0;0.0321493103777
0.62633384;0.0;0.0383138803101;0.0;0.314517944611
2.791421773;0.0;-0.026389367546;0.0;-0.0489843840767
-2.766749934;0.0;0.0178170895022;0.0;0.0394951622142
1.435880617;0.0;-0.0172523030025;0.0;0.109389024154
2.647690511;0.0;0.00733921450023;0.0;-0.203715266383
-1.212113753;0.0;0.0220421077998;0.0;-0.25935885586
-0.851610414;0.0;0.131717881745;0.0;0.127229141341
