# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HCE-TelEqu
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=6)
# prediction_type; rolling
HCE-TelEqu;Cons-TraSer;Unum-LFT;Cap-MacEqu;IP-ME;Cons-Hea;HCE-MV
-5.751021934;2.944141763;-7.109359106;20.69426976;9.327776938;-2.357360158;0.892331777
-5.5173288529999995;2.6578170869999997;-11.21286533;3.5059985410000003;-12.9741103;38.20222363;-3.2870124589999996
8.379850525;0.793913592;-17.41771767;-14.37667364;15.80097719;0.195312504;3.239384907
-4.013524574;0.528401662;7.031027141;-11.51278636;-21.70514342;1.461811835;6.770246731
-4.366325951;17.56253678;-5.642618916;20.13626454;-17.4766638;1.165615201;-8.723633673
0.0;-13.36026569;26.80171741;6.3873612710000005;43.38499826;11.66151885;9.951232591
5.272694681;19.87670053;12.68084638;80.05940278;-36.4550848;4.216977091;5.700608562999999
-2.425707573;-16.23558306;-1.6862264;-41.50352081;26.57803976;8.85032647;-13.29502096
-1.431056425;12.23804823;-1.6680380519999998;30.19255839;-2.148617521;8.837149331;-4.846251675
21.47360858;3.7488559319999997;-12.08395772;-11.98363298;9.228448361;-8.928338206;1.612604315
-14.5237968;14.65365327;-3.0394486869999997;38.49877921;-0.7023706809999999;10.53047653;1.499091824
-11.4275398;5.714382898999999;-21.61519887;9.743043725;9.72270089;-1.959042206;-2.78746454
3.061797344;-6.674767514;0.832004737;33.35508036;21.37403258;-2.327669952;1.4796394659999998
4.800930519;30.31227182;-27.75945175;-42.10061734;-3.2653242560000004;33.65062459;0.5767712970000001
4.207493112;3.328729335;-15.06872079;62.15809402;14.80458599;-8.424876133;-4.94022477
-15.42224357;12.83067328;-9.45404953;9.012832708;-5.72802151;4.10948158;0.7105816779999999
-4.067129018999999;-10.84665157;-28.321731300000003;5.07515871;30.83189702;6.291520433;-3.537772923
9.595012826;7.191694675;-7.042916921000001;-22.16472295;-23.84204481;-6.458430513;2.2789046969999998
3.097108153;5.576497825;-7.625911058;-12.31716233;-2.527654541;7.114975592;2.2012787769999997
-1.330114396;6.967713788999999;29.92935314;-15.1479128;4.412968321;10.12097308;-2.700252252
-0.881057625;11.34974259;22.11419131;-14.83629493;-10.15927624;-0.560056097;-4.840893536
8.705457855;5.054401343;49.93269046;-1.51435026;-3.2284275339999997;-10.13533498;-6.755761274
-8.275118921;0.40160645899999997;39.40497511;-16.22513451;-5.877656776;18.6117389;13.50737922
-0.430338933;15.93522743;41.9837;-41.0292083;-12.69947933;5.062865759;-8.627557866
0.0;18.28351244;47.16507718;-3.587467993;12.04104296;2.5460593240000002;10.42136812
18.07979842;6.215847201;14.339565700000001;-2.97873717;-5.306877178;9.95019501;-1.958460105
-18.49110951;5.942040396;16.22967185;-1.354845756;-10.82976471;-31.67964105;2.054865301
0.82262218;6.207173992;11.88304386;12.65483398;-16.10016105;17.94307564;-6.125879327000001
-3.29941028;-3.712733837;12.28174328;-4.59375155;-5.031512883;21.31620888;-6.402283882000001
2.0590833490000002;-3.568266303;4.233206441;-15.34121851;19.06804081;10.24672254;9.25689011
2.0718961780000003;11.30817358;6.459935767999999;117.6287482;-5.555644864;2.574655769;-1.806563863
-0.8294436079999999;-1.5710253669999998;-2.1867169509999997;-23.55591245;9.672319279;-0.642111972;7.2437258479999995
-3.732957855;7.107445931;-4.341417086;-0.805755668;-4.806924802;-1.072482544;-2.931659986
0.81167592;-5.014113635;3.3788430039999997;-3.181276258;2.067188063;11.78111786;0.866319628
1.6683905430000001;-9.507489835;-1.4227657280000001;18.94046229;27.23042842;12.9275165;-11.3142873
5.019221013;21.16712374;-16.15279513;35.23356462;14.501194;-9.604548273999999;8.931626368
-4.17976635;-6.473735852000001;-23.4842729;0.101419879;9.181734428;1.8571093459999999;-4.961867903
0.0;7.317796092999999;-24.63059194;17.07243368;-1.21212214;5.384762242000001;6.487309108
5.369208133;11.46972411;-18.0760705;15.62661498;4.226454415;-6.828434859;-2.663000128
-5.369208133;4.562167581000001;-12.10546308;4.460494589;8.321251052000001;8.989142341;-5.7549483089999995
-0.821355525;-10.00667317;-7.811053153;21.14752452;-10.12712319;-9.333643266000001;10.11504028
0.821355525;39.51097314;-2.770307341;-14.27607748;3.603627977;1.1700946140000001;-2.6432681540000003
0.0;2.5501680230000003;5.325668349;-13.06445823;24.35534787;2.466605966;-5.889532944
-4.132268155;-0.299177276;-3.8281990589999997;63.759733499999996;-10.25697225;6.1680456260000005;-0.92224943
4.132268155;19.56594409;-3.887385671;-3.012213642;4.020134341;-6.646473705;0.6149117279999999
0.0;-8.934088967000001;8.824371483;-20.85270482;9.598202222000001;-7.315593831;-7.767234342999999
-2.082253531;2.614388392;-0.369254144;-0.297413578;-19.43239241;11.53331998;5.249523433999999
2.4995722959999997;-4.65968138;4.193726222;-2.344547662;20.54659926;-14.89056998;-5.453856223
-0.417318765;9.551828691;-5.412509493;75.79703644;1.665512469;18.25986214;-3.7939869510000004
0.41688383100000004;-8.673993665;-3.8328105339999996;-20.614140300000003;0.553633306;-2.693159475;16.05425496
0.41558265;5.515326856000001;-14.931958499999999;4.518148213;9.836561255;-13.74469531;-17.29526569
-0.416882029;-1.154818557;-2.061269949;18.00159781;5.894279462;-5.278514181999999;16.38211227
-3.3337839519999997;-1.73850328;-3.899543491;-28.48580569;2.650771795;6.2561683;-11.8684355
-1.287938101;28.70873029;3.6009245439999997;3.050431391;0.528052882;20.92513072;0.516897729
-0.04469943;1.349073791;-30.42701887;-3.731475824;18.56003024;4.214030745;4.4579377319999995
-8.338373515;8.923293300000001;-19.01674932;4.106464133;-21.20729338;11.55571365;1.7473546919999998
11.26397466;-12.03299292;-13.94367184;-8.791562687999999;-34.94945208;10.85982747;-0.007873294
-13.0907387;10.31710182;-7.035118333;17.87064994;31.74943502;-11.05077345;4.620501432
11.1920078;4.995135567;-5.3518040000000004;9.557880747;-7.567793298;6.441566425;-9.264905008
4.14775473;15.50234043;-7.20184787;1.071812002;-0.54607517;-13.83074129;8.217504462
5.029384337;5.615440842999999;-17.57254095;28.20323633;18.68251496;3.422411709;-1.794529703
21.70457779;6.026247724;-13.88882289;7.7710708870000005;12.32446656;20.36940422;-10.15467045
-30.63807253;13.67859737;11.51809433;-24.92504733;-0.506008923;-1.837394136;8.682727671
0.8378427820000001;27.57355604;8.847772243;9.669594817;-6.637038037000001;22.26609835;9.139909226
-0.443736226;18.81814548;26.02612413;2.263423969;-2.0645207119999998;6.450823754;0.210533547
1.7204147019999998;-12.37432012;11.65104844;-2.873697015;4.630276783;8.759267861;-6.462569308
8.166057508;-5.673853997;5.413656014;6.361896213;-3.5966844769999997;15.29896571;1.049951192
-7.3002563039999995;-3.088818438;-16.16677544;7.148957457000001;3.5966844769999997;-2.53660703;1.030643887
3.389850796;19.45277954;-19.66422117;11.82925342;20.92631575;4.415174723;-6.993051521
2.4741285680000003;18.85246549;-12.70408403;-1.9154066930000002;-19.39472485;16.11026423;-0.385286795
