# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HCE-TelEqu
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=6)
# prediction_type; rolling
HCE-TelEqu;Cons-TraSer;Unum-LFT;Cap-MacEqu;IP-ME;Cons-Hea;HCE-MV
-3.7903614489999997;3.0075329660000003;-6.506623952999999;57.84787584;20.8483909;-11.79626196;7.7636251110000005
-1.660181186;-6.139257512;7.507360369;-11.20427047;24.39208106;15.83902649;-5.994493522999999
-0.00042688400000000004;-29.23771493;-4.1665504339999995;-2.084304655;12.54302097;13.713341;-1.78978901
2.466179963;30.35178072;-9.955026854;22.97308593;-5.327492736;-11.78317853;2.115955173
-2.469563557;9.49451196;-17.14170289;-8.412737542;1.783726479;14.38234172;-1.088609882
-0.000419055;22.09445139;-16.74753778;-3.075765908;3.9845376519999998;9.801926881;-4.404421079
1.223448131;-1.4981290919999999;-4.198289268;7.795584681;2.196600797;4.835901025;7.279545767
-0.006636829;7.987263295;-1.174054296;19.382243600000002;-20.67876153;8.163072639;-7.040478191
-0.410827691;-1.566280937;-24.91387489;31.78711238;5.498368362000001;8.813644999;12.97750741
-0.003680543;6.228658028;1.106797761;-9.817039936;19.97086958;-21.19301771;-11.50040123
-4.85710512;5.6853749;-1.715053989;24.01245828;8.565637802000001;6.3782134489999995;1.4338186819999998
0.376935195;-0.5379960460000001;-6.315825786;13.95503598;13.33456811;-1.97345637;2.995872842
0.386506171;8.610118299;9.276820284;26.6758281;-11.22151512;14.523505400000001;-3.4334480939999996
4.531640362;-5.838228365;-0.604686363;2.3996524669999997;-12.8490705;7.648416579;10.26793767
-1.238175783;19.05329184;-19.8864427;-20.09379584;-4.816697502;3.902469978;-9.492306665
2.0477130480000003;6.4055309000000005;-2.36387349;-4.6647758989999994;4.381204808000001;12.98209129;7.2054585620000005
-0.8280330909999999;15.09613119;-7.099991787;-9.360032989;12.86284465;-15.10599009;-2.2824185000000003
-0.8179826370000001;19.33198835;-6.176536619;26.621732;-1.691334444;15.78894832;-0.0031919440000000004
-0.407123038;27.78122591;-20.799975699999997;25.85515211;-3.831854743;3.566524;-2.2567010730000003
-0.405885372;11.98538729;-10.75702065;7.870396552000001;-4.733783058999999;7.1220985;0.7515252609999999
0.0;21.03790262;8.908683433;7.96689225;1.7278644580000002;5.730579848;-0.000355328
-0.405885372;1.184406195;-26.59563929;3.0822070310000003;21.80833555;15.6930083;-1.514075875
0.811770744;-8.969730555;24.03496968;13.85806987;22.99939682;-0.86682461;-0.39011852700000005
-0.00041144;19.28242174;4.859526422;-10.931112400000002;-16.12011751;11.04806202;-1.1652714990000002
0.808487546;-22.45302608;28.89399344;-10.696793199999998;-21.42633699;0.575125908;-3.5370420439999997
-0.0036731109999999997;-10.29039772;83.48867989;0.32838345399999996;-22.19166093;-4.546817091;12.03966252
-0.003650951;-16.52863924;46.0196691;-4.563488583;-8.592755526;6.68667699;-3.5130598139999996
-1.608445586;11.21201673;1.868905447;-23.15642731;23.52313857;0.685388078;-0.389621674
0.40180817;-0.845964362;-13.467971400000001;39.83427448;47.11321426;10.4389666;0.37927643899999997
-0.402212201;1.057176195;-21.43630024;-43.1174098;-35.64137118;-3.9482581480000003;-4.218430335
-0.000404844;14.51437742;-4.755511182;-24.78878552;24.76691506;14.23009567;-0.40594142299999997
-1.616569474;20.05548668;-20.21306194;-16.08006372;-11.17837216;-2.282304793;4.254031253
2.0191865190000002;13.39488804;-1.020408748;23.64446924;-2.02943104;9.939068096;-3.1011561139999997
0.808898152;5.518184081;-7.281715352000001;10.89423554;-6.150813147999999;7.930084287000001;-0.0094444
0.804007259;11.77090851;6.194671314;7.684065614;-19.04114111;2.217415813;-1.188898891
-2.41854516;0.955509562;17.93657557;24.69484471;35.63431434;10.67093579;-1.2170520740000002
5.21671202;8.498401692;4.98903716;0.09773499199999999;-14.94368636;-5.862772807000001;1.95910632
-4.012467355;14.11303709;-1.6965865930000001;2.7657509030000003;26.27810371;12.13793488;0.7904001420000001
-1.995413424;-1.46830604;-10.58279064;7.194230955;-6.605298223999999;8.389624272999999;3.609833325
3.989637179;-9.561752075;31.89476441;-4.274015891;3.898666341;10.65620397;-6.025151071
2.743044354;-3.842824316;0.9775035120000001;-14.07988496;-5.075714763;7.073736771;2.806172863
-5.52860747;-0.175554095;11.68689224;-32.22005191;-18.08444597;4.780134756;-4.089532838
1.9613639059999999;-0.761626008;23.18704713;-1.7561479740000001;2.05023514;0.520813462;2.0045065440000003
-1.1774313859999999;-4.659788744;-1.133257197;-6.417659907999999;-5.76735017;1.466882231;-0.027434725
4.273577824;-0.29675793300000003;10.95958965;-25.45640276;-2.497406656;3.704292452;3.743741262
-5.051436152;-14.87924797;7.2775544839999995;21.61821917;-11.86527673;7.959568438;0.832031548
-6.244403355;-6.9621027170000005;3.4647467439999997;-11.19001513;-13.56062067;2.775328524;-2.4987006259999998
0.6874178459999999;1.439638515;10.5343903;12.05849147;6.181138449;2.3176565630000003;-0.00391442
5.144444696;1.9322203519999999;-4.4808107889999995;2.4394376209999997;1.312193632;6.557048257999999;-0.84427547
