# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; UrateLabForce
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=6)
# prediction_type; rolling
UrateLabForce;HStartsWA;HStartsNT;Cap-BioRes;HSexfinVal;HStartsNSW;HStartsVIC
-6.666668;31.02845309;-48.92563243;-29.89410366;37.13043925;37.03711473;24.31861615
-16.666666;-7.42575605;9.158649314;4.078695208;-14.47768562;-36.68252386;-14.93656311
31.666666999999997;-55.41626374;-100.94448;28.52361108;-64.00003887;-35.56994789;-38.46061915
10.0;26.92117746;-26.93665854;46.81320675;-14.82999564;-1.52413575;-4.867377535
-113.000001;-16.04117616;-38.85801712;-18.17378253;5.995979006000001;35.41348161;20.41424379
77.666668;22.49759472;-16.49718337;6.974024729;42.96064841;16.5964341;4.457635439
69.333332;35.91634717;53.51780632;24.8884092;61.35633776;35.40512532;42.21569784
-83.999999;-3.41396098;19.76153971;56.18713465;35.605923499999996;7.199371008;21.10877977
9.333333;-7.757274927;-6.36055805;-13.53281296;13.24758769;-6.513904628;-6.916985925
-11.333333;11.61166065;-4.29726604;-15.73834053;10.662576199999998;2.442871661;14.65349094
-21.000001;-11.87068607;-25.26373378;-24.60249871;-13.73786441;-0.582809205;-16.74758851
56.000001;-7.4976313999999995;-67.9738191;-82.16949571;-7.64853719;-11.89275759;1.201202331
6.666666;-3.7577641089999996;0.0;-84.89041113;6.296364249;-18.2477419;-5.307897466
24.666667;25.63353377;60.61995926;-1.4035102119999998;30.327327399999998;18.34916886;22.03885778
-106.0;27.42908397;105.1860182;75.38154324;31.72016156;3.781194068;-2.5036821519999997
22.666667;12.9741103;-59.46410965;138.8086049;27.42767938;24.6632929;16.33622315
31.333333000000003;14.71379273;31.15848333;16.92095188;-12.33229808;-12.16405873;-5.743645009
-27.66667;-37.23395596;28.90577651;11.27930834;-45.64696906;-55.32921528;-41.38398304
34.33334;-10.00405095;11.81769849;1.14887585;17.63633732;-18.27557077;-13.40733472
-6.0;27.97957146;70.05564186;-12.82285615;10.40605942;-8.894211613;16.97658544
43.66666;9.187150855;12.27163911;-30.34241002;15.78957249;2.1025376590000002;4.833193775
19.66667;21.00929126;-14.72262722;-3.4224807719999997;31.70438789;29.45542025;33.14102182
-12.33333;9.38961093;32.56514486;19.700157100000002;-11.79658064;-10.97896757;17.00302805
-36.000009999999996;18.68640562;57.13456336;52.79858916;18.59124864;16.73920216;-9.891308184
-24.33332;16.00600732;14.090721100000001;-10.89985698;22.24731459;5.918141938;20.36848054
16.66666;24.19588283;-10.37522142;-10.07046196;8.665341423;-5.18926197;-9.053430181
22.66666;17.53529888;-11.05151699;-13.05298161;21.82653457;21.03259634;11.99999999
27.66668;-12.578606;-29.90494379;-15.92250016;2.299096065;6.654941387999999;20.06783761
-64.33334;-36.6562881;-69.02322181;-56.61606889;-13.08778384;-5.544666596;-12.55322205
40.0;-10.86335268;-20.50383135;-14.28723304;21.40586428;-9.439729813;0.09666963199999999
3.33333;25.91889331;4.025528776;24.44944242;42.91927876;11.15458819;13.75678849
-0.66666;-17.57757631;16.99046656;63.54538146;-2.838613441;-11.92565304;-6.03156543
8.66666;-19.95094356;-19.40091912;-15.47044576;-8.941989508999999;3.365511268;17.53824998
-15.66666;-13.41721315;-69.66460886;-6.524099775;-22.89364676;-8.385197892;4.520535801
19.33333;-77.61707686;-0.960384615;-2.474234693;-72.15594595;-74.50635834;-71.87129809999999
-33.0;-2.232244428;-50.85663785;22.12731012;-9.560478064;-25.52610342;-32.23369674
-9.0;-16.02936913;75.10648657;-48.63273083;26.77612533;15.60172906;5.353068055
58.333330000000004;35.93062942;28.52116852;-18.54486996;90.74648935;83.49176514;45.41883019
-65.33333;28.64431242;17.31634179;7.339655467;35.30598759;27.77577715;22.4262802
-22.33333;-5.006899413999999;-37.47899725;16.03778288;-2.5549732869999997;-28.99808512;0.135678443
26.666659999999997;-7.5806716960000005;-60.48033004;-49.1928468;-24.408799399999996;-57.92937153;-20.01733629
7.0;-64.15673392;-22.25739663;10.71927726;-48.51787528;-66.28226616;-33.77052602
-20.99999;-47.41646444;-61.11568369;56.82345362;-21.05290393;-8.00049463;-16.90097334
49.66666;-3.919550567;-0.8474579870000001;121.9989615;-5.285709074;9.700684266;8.126406253999999
14.66666;17.99642547;-42.47425865;-1.54024064;1.5713262119999998;18.05759211;15.58848035
-56.999990000000004;-2.5182656580000002;21.5772329;-0.30876111100000003;-12.21836696;-4.5580231819999995;-11.16032848
-44.33334;31.95878168;-4.042707068;-6.225806616;6.045715179;9.361923997;8.602243785
75.33334;11.65298301;11.56921583;-28.94395121;-7.357629894;21.43415992;-6.378557083
-44.33334;17.05121673;33.22981766;-50.62776606;7.818483883;38.89138796;-2.986382275
26.333340000000003;27.91684136;32.17229634;-20.0139831;-6.009036541;-27.61605263;9.759557241
-12.66667;-2.497787022;-26.95918989;7.968390997999999;7.34455614;-21.30704964;7.123460839
4.0;15.62089944;25.84030804;44.03322984;11.45567516;6.75962982;-3.187698265
1.66667;-1.039649478;17.53705515;-37.3827099;5.053933163;-11.37556425;6.691745749
33.66666;19.86665382;-9.037890095;-18.25713714;21.56035764;17.36407662;11.42183557
-43.66666;30.07149086;-15.27898838;-3.6716219039999998;14.88382297;26.73777277;11.3668405
-28.66667;-6.131793837999999;2.650269951;-20.60360834;10.40757382;10.13015992;26.66484602
0.33333;2.0719066390000003;-20.12029535;-24.00720389;21.31257135;23.3984825;-13.00312104
51.66667;-6.479518444;26.8557211;-24.07806431;8.936840507000001;-6.383367402;-3.5905392789999997
-12.33333;-19.45733285;8.081083;-3.420912726;1.4111502130000002;-5.0608006969999995;0.863889012
12.33333;-3.358920082;25.70175591;14.45940565;-11.16867653;-0.645982287;5.22195521
-27.333340000000003;2.4984231130000003;-19.56721987;-19.39773998;13.70189412;8.412876381;11.41189898
