# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; COMMP
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling
COMMP;Imports;PIMP;PEXP;Exrateavg;ExrateSGD
-7.344839073999999;16.81362854;22.53225484;21.23883356;26.35882853;32.75147305
10.18576008;21.77059699;19.77569405;19.99712969;14.52408962;15.18041668
44.61813723;11.14763914;-20.25095589;-20.53783261;-23.84953229;-27.89264939
-27.59595211;6.0004075420000005;-3.4347268810000005;-3.403165095;-2.2002256140000003;-1.4365052040000001
-28.81419023;13.81432253;15.50458578;15.20655433;17.271976199999997;19.08674448
14.53878507;9.4617894;7.939865132;5.901161688999999;5.039436735;4.136845755
47.43262521;10.03976906;2.4462997019999997;0.844034123;0.20860493800000002;-0.250770605
-23.89063558;-1.062527862;3.403865715;3.5473416589999998;1.041396079;-2.053866191
-8.455232797;10.888818800000001;-3.3520079110000003;-1.163903468;-4.181951338;-7.390436894
5.15261089;7.786055951;-4.074692506;-5.101109758;-7.425299361;-17.32127937
-1.237849037;14.91774835;-2.180407083;0.933838765;2.9866805;-0.357771889
-22.12969152;-4.596514838;5.577662407999999;7.634636839;4.228369205;2.108468019
-9.384680503;20.13368552;3.7176955410000003;3.872613542;6.673773184;3.5006318469999997
4.255138242;16.91294799;6.043122675;7.191319626;1.8571093459999999;-1.027071617
1.496255172;8.313001868999999;18.14811729;18.04935676;17.32395614;21.589056600000003
-3.386138438;10.97413963;5.371601459;4.843454604;4.118692923;4.521352546
12.79721305;12.37092721;10.84120158;11.45554985;9.25788673;2.776964608
18.627049;18.13184745;-1.030194019;-0.092749186;-1.528177561;-4.552322788
31.64971081;19.74533227;10.53723169;15.42964985;14.84086633;4.346519018
7.1582662;-0.154014752;-13.89396774;-11.8634591;-25.90147886;-24.18423731
-10.07017985;-35.48971924;-87.4570186;-89.44175649;-83.73739642;-82.48924368
-107.79714799999999;-31.21559031;5.665050806;4.861397172;1.211021161;4.410335356
-61.48548992;-0.091010125;46.10597114;45.80872464;50.59126445;48.41216777
84.54554655;17.23908629;27.72369712;26.70028152;25.78876927;28.54988018
22.45316897;28.95041019;27.21794549;25.11125645;19.68728635;17.09648172
35.37300181;14.92628261;5.892389907;2.263431733;0.190159243;-1.800595341
51.062191600000006;13.82074851;-3.613638194;-5.0051329;-5.93738455;-14.45247782
-58.87913154;-5.4240496789999995;2.9119025339999998;1.317239217;7.644762052999999;5.617291483
-41.49805433;16.21461854;22.28835267;21.91976496;18.85746595;14.44184871
56.64748329;7.81189581;5.230932749;4.593687291;7.690824928;2.944620572
-15.28329875;14.65193895;13.1988226;15.38777938;15.12237447;10.75265082
-15.12933338;19.44126636;-8.059692627;-9.930624307999999;-12.47394281;-10.25710295
-31.39079046;1.163655662;-5.178087786;-5.993060446;0.0;5.889011007000001
-4.479354973;9.858233364;16.5049144;15.99634528;11.62015378;5.583058948
33.45120644;-0.59946629;-13.98782599;-12.45508863;-11.9722665;-15.49543494
-40.46113822;1.0596032690000001;13.67777927;11.85468549;9.915706698;4.641937756
11.3461737;0.948289079;-5.557241163;-3.524516759;-3.451272507;-7.665241624
54.65451707;-13.10770729;4.391727357;10.06662791;5.849566646;4.70808614
-31.27225158;11.07502427;-13.35645553;-10.41435593;-18.16906213;-19.8171415
17.0301058;-5.833613616;-27.45588127;-27.50750947;-25.83923999;-23.21248208
-18.12831768;-1.9922494919999998;3.1596869919999997;3.9400061539999998;1.90204832;-1.400808806
7.148116308;-9.361639652000001;-10.36377166;-9.753341325;-6.118666169;-3.915772902
-49.97606163;11.30357468;14.3868142;14.563418799999999;13.82386092;11.17887945
22.04420941;-5.089159385;-0.57599516;-2.154749668;-4.868973938;-7.820161214
20.69719885;-7.230196721;-16.45655773;-14.80043237;-15.7561196;-15.06397221
