# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; COMMP
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=4)
# prediction_type; rolling
COMMP;UrateLabForce;ExrateMYR;Cap-BioRes;BusInv
7.1582662;-33.0;-18.64904939;22.12731012;6.8709299260000005
-10.07017985;-9.0;-81.19515046;-48.63273083;2.282393383
-107.79714799999999;58.333330000000004;3.0500085710000002;-18.54486996;-6.343580297999999
-61.48548992;-65.33333;52.05113662;7.339655467;-3.435938309
84.54554655;-22.33333;33.0877358;16.03778288;-26.57343759
22.45316897;26.666659999999997;16.56983207;-49.1928468;13.10963923
35.37300181;7.0;-10.05767272;10.71927726;-18.70138975
51.062191600000006;-20.99999;-25.69784788;56.82345362;11.35717632
-58.87913154;49.66666;6.422450495;121.9989615;10.46603698
-41.49805433;14.66666;25.36635257;-1.54024064;10.02453968
56.64748329;-56.999990000000004;2.3553929769999997;-0.30876111100000003;19.13632431
-15.28329875;-44.33334;18.73494644;-6.225806616;11.48839759
-15.12933338;75.33334;-6.3907016510000005;-28.94395121;45.78322037
-31.39079046;-44.33334;3.284925855;-50.62776606;-7.140033579
-4.479354973;26.333340000000003;1.578646838;-20.0139831;34.58805645
33.45120644;-12.66667;-7.46304322;7.968390997999999;10.47984037
-40.46113822;4.0;10.10500362;44.03322984;2.3493617959999997
11.3461737;1.66667;-8.990076071;-37.3827099;-24.69969387
54.65451707;33.66666;4.989444078;-18.25713714;5.805235398
-31.27225158;-43.66666;-24.87351294;-3.6716219039999998;28.14471317
17.0301058;-28.66667;-6.387032505;-20.60360834;-24.64734871
-18.12831768;0.33333;-2.281208201;-24.00720389;-15.83400615
7.148116308;51.66667;0.95546116;-24.07806431;3.0850206019999997
-49.97606163;-12.33333;7.558205622000001;-3.420912726;5.233873127
22.04420941;12.33333;-11.90317191;14.45940565;-15.70260375
20.69719885;-27.333340000000003;-7.547523787;-19.39773998;-4.268072931
