# name_prefix; aus_macrodata
# description; Austrailan macroeconomic dataset
# lag_parameter;4
# number_predictions;75
# horizon;1
# max_attributes;15
# predict;IP-MP
# prediction_type;rolling
# method; Part-GFS_te(n_components=15)
"IP-MP";"HStartsACT";"ExrateGBP";"Unum.LPT";"ExrateNZD";"HStartsWA";"Cap.IntPro";"HCE.ITA";"Cons.PurVeh";"ResInv";"HSexfinNum";"HStartsNT";"Gov.NatLoc";"HStartsTotal";"HCE.TelEqu";"ExrateCNY"
-11.71172408;-19.45217297;-3.120633831;24.68490835;-16.74247503;11.65298301;15.58074874;4.32012054;29.40535316;-5.079773561;-1.532604513;11.56921583;5.502259322;6.612329379;-2.41854516;-16.22247903
20.9813011;8.908209876;1.206266957;-14.47225628;14.03252696;17.05121673;10.04533128;-13.40693105;6.848257218;-3.749180908;24.00151163;33.22981766;0.96549393;17.97660907;5.21671202;-13.25688514
-14.35131507;3.173878981;9.282095675;7.453870402;-8.616208691;27.91684136;-2.235009923;1.828546846;17.83798164;-12.96717157;-12.09618467;32.17229634;7.757015649;-0.58813261;-4.012467355;12.40721597
-20.61346005;-0.930882449;-16.74123069;21.56277182;-0.770773147;-2.497787022;10.96671605;10.90385852;27.16399274;-11.68432668;0.879790559;-26.95918989;2.242411888;-4.232595788;-1.995413424;-16.39677962
6.485597494;-0.559571087;8.905938804;-42.02399582;0.416818565;15.62089944;1.79181187;5.128435891;10.01617278;1.387044099;13.29252721;25.84030804;-2.271366273;1.768783349;3.989637179;11.49853022
-21.37468169;10.31839805;-5.839519768;22.51153699;-5.083459722;-1.039649478;6.334591846;-14.73539295;25.40672105;9.824695388;3.653944497;17.53705515;-3.334079539;2.119849292;2.743044354;-8.068243322
-11.74767978;13.9424302;17.44673876;20.95260448;-6.937266474;19.86665382;-6.292027334;-1.311565432;-26.11390356;-6.973289235;17.50413966;-9.037890095;3.604238992;12.70604066;-5.52860747;-2.042231082
-2.060797964;24.36350125;-23.20522482;-13.96978989;-14.90298767;30.07149086;5.705025132;13.74425179;9.097265061;16.43052057;22.90057772;-15.27898838;2.614953914;25.37958863;1.961363906;-28.43325275
30.23307247;39.32437288;-35.97313636;14.97481561;-21.18276521;-6.131793838;-0.882121649;-0.498092204;6.689692799;3.699372416;6.614409285;2.650269951;-0.920974145;9.733005999;-1.177431386;-30.00409674
-2.305481887;-46.32746964;-12.897585;-1.940530263;-5.463822648;2.071906639;-5.291362413;3.015910387;0.764737355;7.08365343;9.053149958;-20.12029535;3.185590874;5.223758171;4.273577824;0.526215202
-22.59144166;24.78380176;-16.39682654;15.82127121;-18.26000198;-6.479518444;7.22109872;-3.23364736;-0.679694301;18.85702139;-0.902171231;26.8557211;-0.266882724;-2.564792994;-5.051436152;-4.101220094
12.44455611;-15.47332327;9.692426234;6.389143995;5.778641078;-19.45733285;19.44033036;12.12457659;4.733783059;10.06228232;-1.157001424;8.081083;3.389488719;-3.080967644;-6.244403355;21.63387906
-5.572229414;18.9365484;-2.268072671;41.27770364;9.50532566;-3.358920082;-21.11783335;-30.83816906;-5.159179249;0.099554494;-5.939159736;25.70175591;3.314129821;0.791859121;0.687417846;-14.09348203
-10.97072321;30.03484657;-8.461007235;14.30988007;-9.837158596;2.498423113;5.55071769;18.93393226;-3.763123757;19.42883831;4.434204433;-19.56721987;3.872337414;7.222128449;5.144444696;-29.35690396
