# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HStartsVIC
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; dm_KernelPCA_fit_inverse_transform_True_kernel_rbf(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto', fit_inverse_transform=True, gamma=None, kernel='rbf', kernel_params=None, max_iter=None, n_components=4, n_jobs=1, random_state=None, remove_zero_eig=False, tol=0)
# prediction_type; rolling
HStartsVIC;0;1;2;3
-6.03156543;0.0;0.0;0.0;-0.0014167426236913103
17.53824998;0.0;0.0;0.0;0.0654235789070351
4.520535801;0.0;0.0;0.0;-0.03401810775375268
-71.87129809999999;0.0;0.0;0.0;-0.0029057845510141603
-32.23369674;0.0;0.0;0.0;0.07614676149000658
5.353068055;0.0;0.0;0.0;-0.0326950002380402
45.41883019;0.0;0.0;0.0;0.0041928762524256
22.4262802;0.0;0.0;0.0;0.033367025600023144
0.135678443;0.0;0.0;0.0;0.031695684735221656
-20.01733629;0.0;0.0;0.0;0.01776434253995209
-33.77052602;0.0;0.0;0.0;-0.1003413822739485
-16.90097334;0.0;0.0;0.0;0.07066685647558675
8.126406253999999;0.0;0.0;0.0;-0.012852281950933558
15.58848035;0.0;0.0;0.0;-0.0019153643391066613
-11.16032848;0.0;0.0;0.0;0.021040684214629186
8.602243785;0.0;0.0;0.0;-0.14638975137662544
-6.378557083;0.0;0.0;0.0;-0.024049184880399296
-2.986382275;0.0;0.0;0.0;-0.07683253954288223
9.759557241;0.0;0.0;0.0;-0.11128315545095299
7.123460839;0.0;0.0;0.0;0.03002666575435323
-3.187698265;0.0;0.0;0.0;-0.056220038057036334
6.691745749;0.0;0.0;0.0;0.02660865539862505
11.42183557;0.0;0.0;0.0;0.0731358926332566
11.3668405;0.0;0.0;0.0;-0.0062495838952113985
26.66484602;0.0;0.0;0.0;0.1490286420537636
-13.00312104;0.0;0.0;0.0;-0.07488832932991116
-3.5905392789999997;0.0;0.0;0.0;0.06695261727883954
0.863889012;0.0;0.0;0.0;-0.036631258097241534
5.22195521;0.0;0.0;0.0;0.02820272469356352
11.41189898;0.0;0.0;0.0;0.010853307237727693
