# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HSexfinVal
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=7)
# prediction_type; rolling
HSexfinVal;HStartsNT;HStartsSA;Cons-PurVeh;Cap-MacEqu;HCE-DTA;COMMP;HStartsACT
15.51482666;-30.139774900000003;0.172265377;27.609058500000003;-20.614140300000003;10.78065388;4.626519546;3.7861144189999996
8.439612613;9.546992525;-3.068792447;32.95227654;4.518148213;-16.74201608;6.174116178999999;2.629117409
-2.766939902;5.248435223;-4.450307685;-7.908767038;18.00159781;23.78032084;-18.70773122;-4.328435518
21.12348655;3.707162735;20.64891835;32.76332949;-28.48580569;-7.921693157999999;12.86460699;-29.03234633
-14.43904771;14.85005309;-31.63532082;14.03652792;3.050431391;-15.55705757;-8.657331446;32.61136713
23.32848898;42.78369478;-13.76282548;-8.163548652000001;-3.731475824;14.42336214;-21.41536658;-0.938747223
39.28008225;44.12014849;25.31918471;-5.00811407;4.106464133;-1.795470324;10.47929144;58.96593332
44.03820021;28.96818678;29.79337198;13.17166272;-8.791562687999999;-6.831187279;-6.779014204;0.810208922
15.42928782;39.50076017;26.9676715;-10.15927624;17.87064994;11.84391487;31.92944545;31.13200282
37.13043925;-48.92563243;33.38913695;19.25057667;9.557880747;-5.145133553;1.178205617;43.65389586
-14.47768562;9.158649314;3.204475445;7.82223174;1.071812002;-4.426047925;3.781029637;-9.373837019
-64.00003887;-100.94448;-43.37960924;-62.61856974;28.20323633;3.833020432;12.08865627;-67.03412393
-14.82999564;-26.93665854;45.90414974;102.25745069999999;7.7710708870000005;35.08293495;-9.783963733;-59.66067305
5.995979006000001;-38.85801712;-4.367461066000001;-29.74554896;-24.92504733;-58.16017278;5.590028468;20.05478627
42.96064841;-16.49718337;1.217974685;-37.25205895;9.669594817;-4.260541014;-25.38130841;-10.17774127
61.35633776;53.51780632;23.08722382;-14.26643207;2.263423969;33.82440748;19.99134633;28.24702689
35.605923499999996;19.76153971;16.44947495;7.778634414;-2.873697015;-8.714295743;-21.44466713;-11.30755875
13.24758769;-6.36055805;4.538212257;24.52335301;6.361896213;9.974402693;-13.11820205;-16.93946814
10.662576199999998;-4.29726604;-0.467089695;20.25749313;7.148957457000001;-2.8558695010000004;15.30325014;6.753525739
-13.73786441;-25.26373378;13.78073977;7.977105801;11.82925342;1.796444362;-18.07461402;61.45336644
-7.64853719;-67.9738191;-10.15182332;-9.670092213;-1.9154066930000002;-6.094963063;28.97941461;-33.32564985
6.296364249;0.0;-16.2902045;-2.618667291;57.84787584;-11.82841688;-3.2701090280000003;37.64834725
30.327327399999998;60.61995926;28.69335642;-4.62432896;-11.20427047;14.31680143;-21.48826287;-4.167508275
31.72016156;105.1860182;23.765338699999997;19.95878846;-2.084304655;-7.894145012999999;-30.3342355;-20.04395458
27.42767938;-59.46410965;0.81716068;28.53998934;22.97308593;-0.987631003;42.95514017;14.73345098
-12.33229808;31.15848333;-4.1879273889999995;1.76185867;-8.412737542;10.74886406;-7.344839073999999;-35.14775114
-45.64696906;28.90577651;-37.33122991;-3.53151205;-3.075765908;-11.68642219;10.18576008;-77.00078281
17.63633732;11.81769849;-20.76557554;-4.398914894;7.795584681;10.13034171;44.61813723;-12.04210298
10.40605942;70.05564186;10.51752549;15.24664194;19.382243600000002;-6.27124338;-27.59595211;-22.27083823
15.78957249;12.27163911;14.53447094;3.3233252330000003;31.78711238;-0.47760928799999997;-28.81419023;-13.37300338
31.70438789;-14.72262722;16.64133495;14.45737979;-9.817039936;18.11047913;14.53878507;76.19775940000001
-11.79658064;32.56514486;-8.203880351;0.220082537;24.01245828;-29.16779696;47.43262521;-8.619334502000001
18.59124864;57.13456336;9.476211904;7.951248877;13.95503598;23.42655103;-23.89063558;18.19375045
22.24731459;14.090721100000001;0.53140461;-3.2485289539999997;26.6758281;-14.65509829;-8.455232797;-7.255568877000001
8.665341423;-10.37522142;-2.337544072;-10.24144038;2.3996524669999997;8.55548026;5.15261089;2.497006889
21.82653457;-11.05151699;15.82636797;-1.005165962;-20.09379584;2.946581698;-1.237849037;1.71961096
2.299096065;-29.90494379;12.66203914;5.221571162;-4.6647758989999994;-6.656859203;-22.12969152;59.58489866
-13.08778384;-69.02322181;-16.99260659;4.281638246;-9.360032989;5.9346985;-9.384680503;11.65602506
21.40586428;-20.50383135;2.3575141630000003;36.3032412;26.621732;-9.815609692999999;4.255138242;14.87742433
42.91927876;4.025528776;9.405532515;0.697471842;25.85515211;-0.001791667;1.496255172;11.5159469
-2.838613441;16.99046656;-10.95647867;0.596866562;7.870396552000001;5.48641347;-3.386138438;-0.44834676799999995
-8.941989508999999;-19.40091912;2.495794664;17.50400809;7.96689225;-5.058462644;12.79721305;-13.99914651
-22.89364676;-69.66460886;-19.18446651;-7.394280898;3.0822070310000003;-1.2629348999999999;18.627049;-9.877045036
-72.15594595;-0.960384615;-64.62653875;-11.10500016;13.85806987;8.370163109;31.64971081;-3.827780406
-9.560478064;-50.85663785;-27.13646261;-49.9257698;-10.931112400000002;-0.926304615;7.1582662;-23.089673899999998
26.77612533;75.10648657;26.18319856;-4.998644999;-10.696793199999998;-15.27090827;-10.07017985;30.39436279
90.74648935;28.52116852;69.63953911;-5.873144234;0.32838345399999996;-6.2792244870000005;-107.79714799999999;68.39211083
35.30598759;17.31634179;3.93072732;-9.865444276;-4.563488583;34.49563206;-61.48548992;28.53327627
-2.5549732869999997;-37.47899725;-18.04681675;10.56089505;-23.15642731;-21.62511528;84.54554655;-42.15792826
-24.408799399999996;-60.48033004;-46.7134449;20.76044015;39.83427448;11.20006884;22.45316897;-29.75931604
-48.51787528;-22.25739663;-75.67662982;11.91531371;-43.1174098;-12.81566337;35.37300181;-54.55450866
-21.05290393;-61.11568369;-19.69575921;37.3665879;-24.78878552;-5.115336675;51.062191600000006;-51.07174615
-5.285709074;-0.8474579870000001;0.964383985;-20.33829534;-16.08006372;15.13155707;-58.87913154;-2.5102665440000003
1.5713262119999998;-42.47425865;-1.096071229;-19.06119783;23.64446924;-9.692991557000001;-41.49805433;21.12702237
-12.21836696;21.5772329;-7.489278722999999;22.01624885;10.89423554;7.162608114;56.64748329;-14.59469656
6.045715179;-4.042707068;-2.018054619;-35.54358103;7.684065614;6.596931564;-15.28329875;17.15880787
-7.357629894;11.56921583;13.52615064;29.40535316;24.69484471;-3.846230233;-15.12933338;-19.45217297
7.818483883;33.22981766;-2.179129425;6.848257218;0.09773499199999999;1.9089025530000001;-31.39079046;8.908209876
-6.009036541;32.17229634;5.9427434120000004;17.83798164;2.7657509030000003;-10.79891466;-4.479354973;3.173878981
7.34455614;-26.95918989;-13.53092725;27.16399274;7.194230955;3.986468925;33.45120644;-0.9308824490000001
11.45567516;25.84030804;-4.388758805;10.01617278;-4.274015891;-6.83249795;-40.46113822;-0.559571087
5.053933163;17.53705515;1.6626434769999998;25.40672105;-14.07988496;8.457546729;11.3461737;10.31839805
21.56035764;-9.037890095;20.83781713;-26.11390356;-32.22005191;7.521563381;54.65451707;13.9424302
14.88382297;-15.27898838;33.46500417;9.097265061;-1.7561479740000001;-9.160729559;-31.27225158;24.36350125
10.40757382;2.650269951;5.018788788;6.6896927989999995;-6.417659907999999;13.08913953;17.0301058;39.32437288
21.31257135;-20.12029535;-0.232041;0.764737355;-25.45640276;-9.354401094;-18.12831768;-46.32746964
8.936840507000001;26.8557211;-8.128454855;-0.679694301;21.61821917;-9.418611546000001;7.148116308;24.78380176
1.4111502130000002;8.081083;7.625237021;4.733783058999999;-11.19001513;6.790045922000001;-49.97606163;-15.47332327
-11.16867653;25.70175591;-5.028080823;-5.159179249;12.05849147;-1.891256478;22.04420941;18.9365484
13.70189412;-19.56721987;5.492611988999999;-3.763123757;2.4394376209999997;0.0;20.69719885;30.03484657
