# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; Cons-Hea
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=3)
# prediction_type; rolling
Cons-Hea;Cons-TraSer;IP-MP;ExrateJPY
-3.9482581480000003;1.057176195;31.01110957;-0.750040967
14.23009567;14.51437742;5.253358812;-7.296136424
-2.282304793;20.05548668;2.971230003;-12.40684305
9.939068096;13.39488804;-15.08189961;15.25548045
7.930084287000001;5.518184081;-7.75970018;12.42966725
2.217415813;11.77090851;33.07046767;19.30041437
10.67093579;0.955509562;-11.71172408;-32.936619300000004
-5.862772807000001;8.498401692;20.981301100000003;-2.7239236769999997
12.13793488;14.11303709;-14.35131507;21.5417953
8.389624272999999;-1.46830604;-20.61346005;-19.41421911
10.65620397;-9.561752075;6.485597493999999;4.844349868
7.073736771;-3.842824316;-21.37468169;22.09468097
4.780134756;-0.175554095;-11.74767978;42.84409729
0.520813462;-0.761626008;-2.0607979640000003;4.279448765
1.466882231;-4.659788744;30.23307247;-32.88933554
3.704292452;-0.29675793300000003;-2.305481887;18.7568594
7.959568438;-14.87924797;-22.59144166;-6.9093804720000005
2.775328524;-6.9621027170000005;12.44455611;13.81366536
2.3176565630000003;1.439638515;-5.572229414;4.768600815
6.557048257999999;1.9322203519999999;-10.97072321;9.451199848
