# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HCE-OthMot
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; Hits_te_(n_components=4)
# prediction_type; rolling
HCE-OthMot;Unum-LPT;ExrateGBP;ResInv;HStartsNT
1.957472827;17.699699399999997;15.236398399999999;8.550641155;-19.40091912
-2.579893844;-20.81671404;20.14643817;15.46228946;-69.66460886
1.432082919;6.825650476;16.16696184;7.299254266;-0.960384615
-0.072517131;-14.86294519;-13.97707047;8.377883914;-50.85663785
-1.025257368;12.04044166;-22.24518221;-6.650428335;75.10648657
-0.992996799;51.73833456;20.14196161;-13.03171918;28.52116852
-0.9686929559999999;-9.602979739;24.04758772;-18.21672074;17.31634179
11.07228624;-4.083710777;25.21992971;24.41351639;-37.47899725
-9.35560746;2.40722893;24.54119336;14.45954777;-60.48033004
0.40499643;6.900141361;18.03439787;-0.55639281;-22.25739663
3.025531858;0.550044208;4.248070075;16.31951803;-61.11568369
-0.998616814;19.76277851;0.5675528639999999;8.527604209;-0.8474579870000001
6.618551315;-3.679049793;27.79975911;-6.195883519;-42.47425865
-10.63759836;-3.4848706789999997;1.7737451869999998;8.131564102999999;21.5772329
-0.427166269;-17.8948547;14.54404818;7.416178256;-4.042707068
1.625387718;24.68490835;-3.120633831;-5.0797735610000005;11.56921583
-0.033737366;-14.47225628;1.206266957;-3.749180908;33.22981766
-0.033126108;7.453870402000001;9.282095675;-12.96717157;32.17229634
10.16409925;21.56277182;-16.74123069;-11.68432668;-26.95918989
-10.31777585;-42.02399582;8.905938804;1.3870440990000001;25.84030804
1.868595504;22.51153699;-5.839519768;9.824695388;17.53705515
0.30334569100000003;20.95260448;17.44673876;-6.973289235;-9.037890095
-1.924343596;-13.96978989;-23.20522482;16.43052057;-15.27898838
-1.871625735;14.97481561;-35.97313636;3.699372416;2.650269951
4.004322546;-1.940530263;-12.897585000000001;7.08365343;-20.12029535
-2.2368016490000002;15.82127121;-16.39682654;18.85702139;26.8557211
-1.103300639;6.389143995;9.692426234;10.06228232;8.081083
15.31723439;41.27770364;-2.268072671;0.09955449400000001;25.70175591
-15.441296;14.30988007;-8.461007235;19.42883831;-19.56721987
